,APXPrice,APXVolume,N2EXPrice,N2EXVolume,settlementDate,settlementPeriod
2018012208,40.78,273.650,0.00,0.000,2018-01-22,8
2018012209,40.53,327.400,0.00,0.000,2018-01-22,9
2018012210,40.85,409.650,0.00,0.000,2018-01-22,10
2018012211,42.24,315.250,0.00,0.000,2018-01-22,11
2018012212,40.43,548.200,0.00,0.000,2018-01-22,12
2018012213,47.05,587.500,0.00,0.000,2018-01-22,13
2018012214,41.27,941.850,0.00,0.000,2018-01-22,14
2018012215,52.70,716.000,0.00,0.000,2018-01-22,15
2018012216,46.75,611.000,0.00,0.000,2018-01-22,16
2018012217,44.81,472.650,0.00,0.000,2018-01-22,17
2018012218,43.57,462.050,0.00,0.000,2018-01-22,18
2018012219,46.22,950.250,0.00,0.000,2018-01-22,19
2018012220,45.42,1124.550,0.00,0.000,2018-01-22,20
2018012221,45.51,1115.250,0.00,0.000,2018-01-22,21
2018012222,45.47,1069.400,0.00,0.000,2018-01-22,22
2018012223,41.47,1432.200,0.00,0.000,2018-01-22,23
2018012224,41.26,1431.700,0.00,0.000,2018-01-22,24
2018012225,41.17,1423.300,0.00,0.000,2018-01-22,25
2018012226,41.07,1457.700,0.00,0.000,2018-01-22,26
2018012227,40.32,1533.000,0.00,0.000,2018-01-22,27
2018012228,40.32,1542.700,0.00,0.000,2018-01-22,28
2018012229,40.39,1508.350,0.00,0.000,2018-01-22,29
2018012230,40.26,1521.200,0.00,0.000,2018-01-22,30
2018012231,45.83,1256.500,0.00,0.000,2018-01-22,31
2018012232,46.07,1366.400,0.00,0.000,2018-01-22,32
2018012233,44.93,1415.500,0.00,0.000,2018-01-22,33
2018012234,50.43,1419.000,0.00,0.000,2018-01-22,34
2018012235,54.21,1295.450,0.00,0.000,2018-01-22,35
2018012236,54.05,1308.300,0.00,0.000,2018-01-22,36
2018012237,53.05,1357.000,0.00,0.000,2018-01-22,37
2018012238,52.26,1588.400,0.00,0.000,2018-01-22,38
2018012239,53.33,1430.800,0.00,0.000,2018-01-22,39
2018012240,53.78,1356.000,0.00,0.000,2018-01-22,40
2018012241,52.01,1134.000,0.00,0.000,2018-01-22,41
2018012242,50.35,1325.450,0.00,0.000,2018-01-22,42
2018012243,46.12,1318.750,0.00,0.000,2018-01-22,43
2018012244,45.35,1154.700,0.00,0.000,2018-01-22,44
2018012245,45.01,1265.400,0.00,0.000,2018-01-22,45
2018012246,44.51,1245.950,0.00,0.000,2018-01-22,46
2018012247,47.23,226.450,0.00,0.000,2018-01-22,47
2018012248,40.73,351.100,0.00,0.000,2018-01-22,48
2018012301,41.45,161.900,0.00,0.000,2018-01-23,1
2018012302,45.66,418.750,0.00,0.000,2018-01-23,2
2018012303,42.39,583.900,0.00,0.000,2018-01-23,3
2018012304,40.62,463.450,0.00,0.000,2018-01-23,4
2018012305,40.19,432.500,0.00,0.000,2018-01-23,5
2018012306,40.11,582.300,0.00,0.000,2018-01-23,6
2018012307,35.13,931.250,0.00,0.000,2018-01-23,7
2018012308,33.04,865.300,0.00,0.000,2018-01-23,8
2018012309,31.88,741.650,0.00,0.000,2018-01-23,9
2018012310,30.72,801.450,0.00,0.000,2018-01-23,10
2018012311,31.70,656.100,0.00,0.000,2018-01-23,11
2018012312,31.49,904.050,0.00,0.000,2018-01-23,12
2018012313,39.68,1017.650,0.00,0.000,2018-01-23,13
2018012314,39.98,1208.150,0.00,0.000,2018-01-23,14
2018012315,47.10,863.400,0.00,0.000,2018-01-23,15
2018012316,52.85,677.650,0.00,0.000,2018-01-23,16
2018012317,46.99,507.600,0.00,0.000,2018-01-23,17
2018012318,42.61,500.800,0.00,0.000,2018-01-23,18
2018012319,45.06,724.550,0.00,0.000,2018-01-23,19
2018012320,43.79,679.050,0.00,0.000,2018-01-23,20
2018012321,43.56,812.150,0.00,0.000,2018-01-23,21
2018012322,43.59,690.950,0.00,0.000,2018-01-23,22
2018012323,41.08,820.500,0.00,0.000,2018-01-23,23
2018012324,40.58,845.450,0.00,0.000,2018-01-23,24
2018012325,40.43,897.900,0.00,0.000,2018-01-23,25
2018012326,40.36,821.750,0.00,0.000,2018-01-23,26
2018012327,39.84,819.100,0.00,0.000,2018-01-23,27
2018012328,39.48,879.400,0.00,0.000,2018-01-23,28
2018012329,39.27,867.250,0.00,0.000,2018-01-23,29
2018012330,39.68,955.900,0.00,0.000,2018-01-23,30
2018012331,45.43,1141.550,0.00,0.000,2018-01-23,31
2018012332,45.10,1493.750,0.00,0.000,2018-01-23,32
2018012333,45.03,1397.900,0.00,0.000,2018-01-23,33
2018012334,52.62,1382.800,0.00,0.000,2018-01-23,34
2018012335,58.91,1400.150,0.00,0.000,2018-01-23,35
2018012336,58.09,1529.550,0.00,0.000,2018-01-23,36
2018012337,60.59,1565.200,0.00,0.000,2018-01-23,37
2018012338,54.75,1572.200,0.00,0.000,2018-01-23,38
2018012339,50.52,954.800,0.00,0.000,2018-01-23,39
2018012340,47.83,715.850,0.00,0.000,2018-01-23,40
2018012341,45.90,791.950,0.00,0.000,2018-01-23,41
2018012342,45.93,977.850,0.00,0.000,2018-01-23,42
2018012343,46.48,1357.850,0.00,0.000,2018-01-23,43
2018012344,45.63,1254.250,0.00,0.000,2018-01-23,44
2018012345,44.16,1470.300,0.00,0.000,2018-01-23,45
2018012346,43.79,1928.500,0.00,0.000,2018-01-23,46
2018012347,54.35,525.700,0.00,0.000,2018-01-23,47
2018012348,54.52,319.500,0.00,0.000,2018-01-23,48
2018012401,51.07,243.500,0.00,0.000,2018-01-24,1
2018012402,50.57,341.000,0.00,0.000,2018-01-24,2
2018012403,47.78,691.000,0.00,0.000,2018-01-24,3
2018012404,49.03,563.000,0.00,0.000,2018-01-24,4
2018012405,47.74,599.050,0.00,0.000,2018-01-24,5
2018012406,45.22,625.000,0.00,0.000,2018-01-24,6
2018012407,34.71,633.300,0.00,0.000,2018-01-24,7
2018012408,31.55,708.500,0.00,0.000,2018-01-24,8
2018012409,30.74,644.500,0.00,0.000,2018-01-24,9
2018012410,30.91,749.250,0.00,0.000,2018-01-24,10
2018012411,36.46,393.300,0.00,0.000,2018-01-24,11
2018012412,40.07,562.600,0.00,0.000,2018-01-24,12
2018012413,40.81,686.550,0.00,0.000,2018-01-24,13
2018012414,43.50,1333.550,0.00,0.000,2018-01-24,14
2018012415,48.45,1050.850,0.00,0.000,2018-01-24,15
2018012416,51.07,901.050,0.00,0.000,2018-01-24,16
2018012417,47.28,882.900,0.00,0.000,2018-01-24,17
2018012418,48.64,755.950,0.00,0.000,2018-01-24,18
2018012419,51.10,993.250,0.00,0.000,2018-01-24,19
2018012420,48.79,1007.250,0.00,0.000,2018-01-24,20
2018012421,47.17,844.550,0.00,0.000,2018-01-24,21
2018012422,47.99,1209.100,0.00,0.000,2018-01-24,22
2018012423,46.74,982.850,0.00,0.000,2018-01-24,23
2018012424,51.16,1099.950,0.00,0.000,2018-01-24,24
2018012425,51.33,1084.500,0.00,0.000,2018-01-24,25
2018012426,48.89,973.000,0.00,0.000,2018-01-24,26
2018012427,50.89,1145.650,0.00,0.000,2018-01-24,27
2018012428,49.83,1106.500,0.00,0.000,2018-01-24,28
2018012429,49.58,1124.300,0.00,0.000,2018-01-24,29
2018012430,48.76,1116.550,0.00,0.000,2018-01-24,30
2018012431,49.78,1077.800,0.00,0.000,2018-01-24,31
2018012432,51.98,940.750,0.00,0.000,2018-01-24,32
2018012433,48.81,1086.500,0.00,0.000,2018-01-24,33
2018012434,62.56,1214.250,0.00,0.000,2018-01-24,34
2018012435,70.23,1011.400,0.00,0.000,2018-01-24,35
2018012436,70.46,885.000,0.00,0.000,2018-01-24,36
2018012437,71.30,1046.250,0.00,0.000,2018-01-24,37
2018012438,66.96,1016.500,0.00,0.000,2018-01-24,38
2018012439,64.36,989.050,0.00,0.000,2018-01-24,39
2018012440,54.90,781.800,0.00,0.000,2018-01-24,40
2018012441,48.77,967.300,0.00,0.000,2018-01-24,41
2018012442,47.73,947.200,0.00,0.000,2018-01-24,42
2018012443,44.41,2025.000,0.00,0.000,2018-01-24,43
2018012444,44.26,1833.400,0.00,0.000,2018-01-24,44
2018012445,43.74,1873.300,0.00,0.000,2018-01-24,45
2018012446,42.80,2089.600,0.00,0.000,2018-01-24,46
2018012447,48.12,404.950,0.00,0.000,2018-01-24,47
2018012448,44.51,245.000,0.00,0.000,2018-01-24,48
2018012501,48.55,176.600,0.00,0.000,2018-01-25,1
2018012502,49.88,145.450,0.00,0.000,2018-01-25,2
2018012503,50.49,291.000,0.00,0.000,2018-01-25,3
2018012504,47.51,203.900,0.00,0.000,2018-01-25,4
2018012505,48.33,184.400,0.00,0.000,2018-01-25,5
2018012506,48.03,170.500,0.00,0.000,2018-01-25,6
2018012507,43.61,229.000,0.00,0.000,2018-01-25,7
2018012508,42.06,355.850,0.00,0.000,2018-01-25,8
2018012509,44.56,325.500,0.00,0.000,2018-01-25,9
2018012510,44.06,256.500,0.00,0.000,2018-01-25,10
2018012511,49.47,163.500,0.00,0.000,2018-01-25,11
2018012512,51.79,323.500,0.00,0.000,2018-01-25,12
2018012513,52.03,206.000,0.00,0.000,2018-01-25,13
2018012514,48.80,805.000,0.00,0.000,2018-01-25,14
2018012515,57.91,728.600,0.00,0.000,2018-01-25,15
2018012516,62.18,547.450,0.00,0.000,2018-01-25,16
2018012517,60.11,589.300,0.00,0.000,2018-01-25,17
2018012518,56.01,719.300,0.00,0.000,2018-01-25,18
2018012519,60.23,1190.200,0.00,0.000,2018-01-25,19
2018012520,59.62,1396.300,0.00,0.000,2018-01-25,20
2018012521,57.54,1297.350,0.00,0.000,2018-01-25,21
2018012522,56.70,1135.750,0.00,0.000,2018-01-25,22
2018012523,41.89,912.100,0.00,0.000,2018-01-25,23
2018012524,42.24,914.900,0.00,0.000,2018-01-25,24
2018012525,42.40,967.650,0.00,0.000,2018-01-25,25
2018012526,42.13,891.000,0.00,0.000,2018-01-25,26
2018012527,42.30,1156.500,0.00,0.000,2018-01-25,27
2018012528,42.76,1144.950,0.00,0.000,2018-01-25,28
2018012529,43.25,1200.400,0.00,0.000,2018-01-25,29
2018012530,45.87,1217.650,0.00,0.000,2018-01-25,30
2018012531,61.71,1210.700,0.00,0.000,2018-01-25,31
2018012532,63.69,1320.400,0.00,0.000,2018-01-25,32
2018012533,61.70,1555.300,0.00,0.000,2018-01-25,33
2018012534,70.54,1520.850,0.00,0.000,2018-01-25,34
2018012535,86.55,1020.850,0.00,0.000,2018-01-25,35
2018012536,80.22,874.000,0.00,0.000,2018-01-25,36
2018012537,79.41,1003.800,0.00,0.000,2018-01-25,37
2018012538,69.85,1152.550,0.00,0.000,2018-01-25,38
2018012539,61.45,911.500,0.00,0.000,2018-01-25,39
2018012540,50.13,721.000,0.00,0.000,2018-01-25,40
2018012541,50.22,708.200,0.00,0.000,2018-01-25,41
2018012542,47.20,670.150,0.00,0.000,2018-01-25,42
2018012543,47.25,967.550,0.00,0.000,2018-01-25,43
2018012544,47.39,777.650,0.00,0.000,2018-01-25,44
2018012545,47.38,779.250,0.00,0.000,2018-01-25,45
2018012546,46.30,1036.300,0.00,0.000,2018-01-25,46
2018012547,48.75,363.750,0.00,0.000,2018-01-25,47
2018012548,43.48,296.350,0.00,0.000,2018-01-25,48
2018012601,44.71,280.000,0.00,0.000,2018-01-26,1
2018012602,45.34,267.000,0.00,0.000,2018-01-26,2
2018012603,44.13,202.750,0.00,0.000,2018-01-26,3
2018012604,44.43,243.550,0.00,0.000,2018-01-26,4
2018012605,42.19,335.350,0.00,0.000,2018-01-26,5
2018012606,43.11,384.600,0.00,0.000,2018-01-26,6
2018012607,40.89,427.100,0.00,0.000,2018-01-26,7
2018012608,41.26,500.500,0.00,0.000,2018-01-26,8
2018012609,40.43,409.500,0.00,0.000,2018-01-26,9
2018012610,40.33,506.350,0.00,0.000,2018-01-26,10
2018012611,39.03,481.500,0.00,0.000,2018-01-26,11
2018012612,39.15,491.200,0.00,0.000,2018-01-26,12
2018012613,43.76,459.050,0.00,0.000,2018-01-26,13
2018012614,45.25,564.300,0.00,0.000,2018-01-26,14
2018012615,46.05,857.300,0.00,0.000,2018-01-26,15
2018012616,49.55,766.500,0.00,0.000,2018-01-26,16
2018012617,55.89,577.900,0.00,0.000,2018-01-26,17
2018012618,58.11,618.850,0.00,0.000,2018-01-26,18
2018012619,64.17,809.450,0.00,0.000,2018-01-26,19
2018012620,58.66,1021.200,0.00,0.000,2018-01-26,20
2018012621,55.54,788.100,0.00,0.000,2018-01-26,21
2018012622,55.02,782.750,0.00,0.000,2018-01-26,22
2018012623,43.31,718.700,0.00,0.000,2018-01-26,23
2018012624,43.26,600.450,0.00,0.000,2018-01-26,24
2018012625,42.28,789.000,0.00,0.000,2018-01-26,25
2018012626,41.91,913.600,0.00,0.000,2018-01-26,26
2018012627,42.07,951.350,0.00,0.000,2018-01-26,27
2018012628,41.82,958.000,0.00,0.000,2018-01-26,28
2018012629,41.52,1266.600,0.00,0.000,2018-01-26,29
2018012630,41.60,1133.750,0.00,0.000,2018-01-26,30
2018012631,50.31,1510.200,0.00,0.000,2018-01-26,31
2018012632,52.15,1506.250,0.00,0.000,2018-01-26,32
2018012633,50.67,1545.700,0.00,0.000,2018-01-26,33
2018012634,59.93,1459.750,0.00,0.000,2018-01-26,34
2018012635,64.07,1642.050,0.00,0.000,2018-01-26,35
2018012636,62.90,1888.950,0.00,0.000,2018-01-26,36
2018012637,61.94,1920.500,0.00,0.000,2018-01-26,37
2018012638,59.64,1967.400,0.00,0.000,2018-01-26,38
2018012639,54.84,1183.550,0.00,0.000,2018-01-26,39
2018012640,52.90,675.500,0.00,0.000,2018-01-26,40
2018012641,52.25,692.000,0.00,0.000,2018-01-26,41
2018012642,50.06,705.750,0.00,0.000,2018-01-26,42
2018012643,48.77,910.300,0.00,0.000,2018-01-26,43
2018012644,47.02,571.450,0.00,0.000,2018-01-26,44
2018012645,44.74,928.800,0.00,0.000,2018-01-26,45
2018012646,43.98,1228.400,0.00,0.000,2018-01-26,46
2018012647,42.90,451.850,0.00,0.000,2018-01-26,47
2018012648,42.56,594.400,0.00,0.000,2018-01-26,48
2018012701,42.99,506.550,0.00,0.000,2018-01-27,1
2018012702,43.12,507.500,0.00,0.000,2018-01-27,2
2018012703,41.79,454.550,0.00,0.000,2018-01-27,3
2018012704,41.59,530.000,0.00,0.000,2018-01-27,4
2018012705,41.24,374.800,0.00,0.000,2018-01-27,5
2018012706,40.41,440.000,0.00,0.000,2018-01-27,6
2018012707,38.49,729.600,0.00,0.000,2018-01-27,7
2018012708,38.13,673.250,0.00,0.000,2018-01-27,8
2018012709,35.80,493.200,0.00,0.000,2018-01-27,9
2018012710,35.28,550.700,0.00,0.000,2018-01-27,10
2018012711,35.23,647.350,0.00,0.000,2018-01-27,11
2018012712,34.24,716.300,0.00,0.000,2018-01-27,12
2018012713,35.75,823.000,0.00,0.000,2018-01-27,13
2018012714,35.30,822.100,0.00,0.000,2018-01-27,14
2018012715,39.73,1050.400,0.00,0.000,2018-01-27,15
2018012716,40.08,1053.450,0.00,0.000,2018-01-27,16
2018012717,41.93,1253.750,0.00,0.000,2018-01-27,17
2018012718,42.63,1125.450,0.00,0.000,2018-01-27,18
2018012719,46.92,1227.800,0.00,0.000,2018-01-27,19
2018012720,47.58,968.100,0.00,0.000,2018-01-27,20
2018012721,47.75,1040.650,0.00,0.000,2018-01-27,21
2018012722,47.69,994.000,0.00,0.000,2018-01-27,22
2018012723,48.75,739.650,0.00,0.000,2018-01-27,23
2018012724,49.26,756.850,0.00,0.000,2018-01-27,24
2018012725,49.01,762.150,0.00,0.000,2018-01-27,25
2018012726,48.08,757.200,0.00,0.000,2018-01-27,26
2018012727,46.37,887.900,0.00,0.000,2018-01-27,27
2018012728,45.86,1000.500,0.00,0.000,2018-01-27,28
2018012729,46.33,881.450,0.00,0.000,2018-01-27,29
2018012730,45.53,1028.450,0.00,0.000,2018-01-27,30
2018012731,48.75,846.800,0.00,0.000,2018-01-27,31
2018012732,48.21,822.850,0.00,0.000,2018-01-27,32
2018012733,44.58,1209.350,0.00,0.000,2018-01-27,33
2018012734,48.56,1548.450,0.00,0.000,2018-01-27,34
2018012735,59.06,1647.650,0.00,0.000,2018-01-27,35
2018012736,61.51,1603.250,0.00,0.000,2018-01-27,36
2018012737,59.81,1551.050,0.00,0.000,2018-01-27,37
2018012738,53.65,1268.650,0.00,0.000,2018-01-27,38
2018012739,46.33,1045.050,0.00,0.000,2018-01-27,39
2018012740,45.06,1009.900,0.00,0.000,2018-01-27,40
2018012741,43.78,1044.800,0.00,0.000,2018-01-27,41
2018012742,43.44,1082.200,0.00,0.000,2018-01-27,42
2018012743,44.32,1202.300,0.00,0.000,2018-01-27,43
2018012744,43.23,1229.700,0.00,0.000,2018-01-27,44
2018012745,42.34,1439.700,0.00,0.000,2018-01-27,45
2018012746,42.83,1487.850,0.00,0.000,2018-01-27,46
2018012747,40.22,510.000,0.00,0.000,2018-01-27,47
2018012748,28.98,300.500,0.00,0.000,2018-01-27,48
2018012801,33.51,300.500,0.00,0.000,2018-01-28,1
2018012802,31.87,646.350,0.00,0.000,2018-01-28,2
2018012803,32.23,807.050,0.00,0.000,2018-01-28,3
2018012804,29.36,688.750,0.00,0.000,2018-01-28,4
2018012805,29.69,649.650,0.00,0.000,2018-01-28,5
2018012806,29.49,612.450,0.00,0.000,2018-01-28,6
2018012807,28.02,715.350,0.00,0.000,2018-01-28,7
2018012808,27.26,650.250,0.00,0.000,2018-01-28,8
2018012809,27.54,673.750,0.00,0.000,2018-01-28,9
2018012810,27.67,621.750,0.00,0.000,2018-01-28,10
2018012811,28.47,601.200,0.00,0.000,2018-01-28,11
2018012812,28.50,649.750,0.00,0.000,2018-01-28,12
2018012813,30.89,841.650,0.00,0.000,2018-01-28,13
2018012814,32.26,826.000,0.00,0.000,2018-01-28,14
2018012815,34.88,767.550,0.00,0.000,2018-01-28,15
2018012816,33.95,775.500,0.00,0.000,2018-01-28,16
2018012817,36.49,881.100,0.00,0.000,2018-01-28,17
2018012818,39.51,1005.250,0.00,0.000,2018-01-28,18
2018012819,49.47,731.300,0.00,0.000,2018-01-28,19
2018012820,47.66,688.200,0.00,0.000,2018-01-28,20
2018012821,44.62,657.000,0.00,0.000,2018-01-28,21
2018012822,46.38,683.350,0.00,0.000,2018-01-28,22
2018012823,42.33,544.450,0.00,0.000,2018-01-28,23
2018012824,42.00,571.500,0.00,0.000,2018-01-28,24
2018012825,41.34,655.300,0.00,0.000,2018-01-28,25
2018012826,42.34,606.550,0.00,0.000,2018-01-28,26
2018012827,41.15,744.400,0.00,0.000,2018-01-28,27
2018012828,41.60,630.500,0.00,0.000,2018-01-28,28
2018012829,41.27,691.750,0.00,0.000,2018-01-28,29
2018012830,40.74,852.200,0.00,0.000,2018-01-28,30
2018012831,45.91,954.700,0.00,0.000,2018-01-28,31
2018012832,45.48,1082.050,0.00,0.000,2018-01-28,32
2018012833,46.76,1215.350,0.00,0.000,2018-01-28,33
2018012834,53.06,1140.100,0.00,0.000,2018-01-28,34
2018012835,60.23,1329.950,0.00,0.000,2018-01-28,35
2018012836,60.45,1321.400,0.00,0.000,2018-01-28,36
2018012837,59.56,1556.850,0.00,0.000,2018-01-28,37
2018012838,56.17,1548.550,0.00,0.000,2018-01-28,38
2018012839,45.85,1720.400,0.00,0.000,2018-01-28,39
2018012840,44.67,1514.150,0.00,0.000,2018-01-28,40
2018012841,43.88,1180.400,0.00,0.000,2018-01-28,41
2018012842,44.26,1192.600,0.00,0.000,2018-01-28,42
2018012843,43.80,1609.000,0.00,0.000,2018-01-28,43
2018012844,42.23,1275.650,0.00,0.000,2018-01-28,44
2018012845,41.29,1799.550,0.00,0.000,2018-01-28,45
2018012846,40.68,2019.200,0.00,0.000,2018-01-28,46
2018012847,27.37,600.850,0.00,0.000,2018-01-28,47
2018012848,27.10,557.050,0.00,0.000,2018-01-28,48
2018012901,26.10,389.650,0.00,0.000,2018-01-29,1
2018012902,26.23,280.000,0.00,0.000,2018-01-29,2
2018012903,28.96,339.450,0.00,0.000,2018-01-29,3
2018012904,26.17,326.650,0.00,0.000,2018-01-29,4
2018012905,21.06,256.600,0.00,0.000,2018-01-29,5
2018012906,15.39,247.500,0.00,0.000,2018-01-29,6
2018012907,5.21,443.500,0.00,0.000,2018-01-29,7
2018012908,3.09,465.250,0.00,0.000,2018-01-29,8
2018012909,4.75,381.000,0.00,0.000,2018-01-29,9
2018012910,3.68,332.250,0.00,0.000,2018-01-29,10
2018012911,7.45,333.000,0.00,0.000,2018-01-29,11
2018012912,23.54,495.500,0.00,0.000,2018-01-29,12
2018012913,41.86,960.800,0.00,0.000,2018-01-29,13
2018012914,39.57,1235.750,0.00,0.000,2018-01-29,14
2018012915,48.24,881.550,0.00,0.000,2018-01-29,15
2018012916,52.30,656.450,0.00,0.000,2018-01-29,16
2018012917,45.77,902.950,0.00,0.000,2018-01-29,17
2018012918,45.26,723.600,0.00,0.000,2018-01-29,18
2018012919,45.57,1084.250,0.00,0.000,2018-01-29,19
2018012920,44.71,937.100,0.00,0.000,2018-01-29,20
2018012921,44.80,993.950,0.00,0.000,2018-01-29,21
2018012922,43.92,948.250,0.00,0.000,2018-01-29,22
2018012923,41.01,850.050,0.00,0.000,2018-01-29,23
2018012924,40.04,957.950,0.00,0.000,2018-01-29,24
2018012925,39.87,948.850,0.00,0.000,2018-01-29,25
2018012926,39.43,1001.000,0.00,0.000,2018-01-29,26
2018012927,39.95,1101.500,0.00,0.000,2018-01-29,27
2018012928,39.86,1127.500,0.00,0.000,2018-01-29,28
2018012929,40.09,1155.000,0.00,0.000,2018-01-29,29
2018012930,40.11,1181.950,0.00,0.000,2018-01-29,30
2018012931,43.89,2163.400,0.00,0.000,2018-01-29,31
2018012932,46.11,1765.600,0.00,0.000,2018-01-29,32
2018012933,45.16,1932.200,0.00,0.000,2018-01-29,33
2018012934,49.30,2036.950,0.00,0.000,2018-01-29,34
2018012935,58.05,1980.600,0.00,0.000,2018-01-29,35
2018012936,60.11,1728.350,0.00,0.000,2018-01-29,36
2018012937,58.86,1546.500,0.00,0.000,2018-01-29,37
2018012938,55.87,2064.950,0.00,0.000,2018-01-29,38
2018012939,50.92,1095.050,0.00,0.000,2018-01-29,39
2018012940,48.59,952.850,0.00,0.000,2018-01-29,40
2018012941,51.02,1014.550,0.00,0.000,2018-01-29,41
2018012942,46.72,1140.500,0.00,0.000,2018-01-29,42
2018012943,49.95,851.850,0.00,0.000,2018-01-29,43
2018012944,48.38,916.350,0.00,0.000,2018-01-29,44
2018012945,48.84,1149.950,0.00,0.000,2018-01-29,45
2018012946,46.58,1699.200,0.00,0.000,2018-01-29,46
2018012947,51.01,639.000,0.00,0.000,2018-01-29,47
2018012948,44.30,422.600,0.00,0.000,2018-01-29,48
2018013001,47.01,395.950,0.00,0.000,2018-01-30,1
2018013002,49.92,468.550,0.00,0.000,2018-01-30,2
2018013003,50.99,544.500,0.00,0.000,2018-01-30,3
2018013004,46.78,299.100,0.00,0.000,2018-01-30,4
2018013005,47.30,339.050,0.00,0.000,2018-01-30,5
2018013006,46.99,378.850,0.00,0.000,2018-01-30,6
2018013007,44.94,460.500,0.00,0.000,2018-01-30,7
2018013008,44.60,433.350,0.00,0.000,2018-01-30,8
2018013009,43.40,478.150,0.00,0.000,2018-01-30,9
2018013010,43.31,746.600,0.00,0.000,2018-01-30,10
2018013011,42.82,554.950,0.00,0.000,2018-01-30,11
2018013012,43.05,635.500,0.00,0.000,2018-01-30,12
2018013013,47.51,720.500,0.00,0.000,2018-01-30,13
2018013014,42.87,579.500,0.00,0.000,2018-01-30,14
2018013015,49.87,1131.900,0.00,0.000,2018-01-30,15
2018013016,56.71,1025.350,0.00,0.000,2018-01-30,16
2018013017,61.78,1049.650,0.00,0.000,2018-01-30,17
2018013018,62.68,1212.350,0.00,0.000,2018-01-30,18
2018013019,62.23,939.600,0.00,0.000,2018-01-30,19
2018013020,56.19,870.100,0.00,0.000,2018-01-30,20
2018013021,52.90,987.250,0.00,0.000,2018-01-30,21
2018013022,50.93,1171.700,0.00,0.000,2018-01-30,22
2018013023,40.83,1077.600,0.00,0.000,2018-01-30,23
2018013024,40.48,1072.000,0.00,0.000,2018-01-30,24
2018013025,40.62,1019.100,0.00,0.000,2018-01-30,25
2018013026,40.00,1089.750,0.00,0.000,2018-01-30,26
2018013027,40.54,1413.500,0.00,0.000,2018-01-30,27
2018013028,,,0.00,0.000,2018-01-30,28
2018013029,40.74,1581.000,0.00,0.000,2018-01-30,29
2018013030,40.83,1520.000,0.00,0.000,2018-01-30,30
2018013031,45.77,1398.350,0.00,0.000,2018-01-30,31
2018013032,49.31,1086.700,0.00,0.000,2018-01-30,32
2018013033,50.15,1359.900,0.00,0.000,2018-01-30,33
2018013034,59.18,1159.550,0.00,0.000,2018-01-30,34
2018013035,74.45,1232.000,0.00,0.000,2018-01-30,35
2018013036,72.60,1253.450,0.00,0.000,2018-01-30,36
2018013037,69.85,1601.300,0.00,0.000,2018-01-30,37
2018013038,65.20,1347.550,0.00,0.000,2018-01-30,38
2018013039,56.47,1164.000,0.00,0.000,2018-01-30,39
2018013040,48.14,1017.000,0.00,0.000,2018-01-30,40
2018013041,48.29,844.800,0.00,0.000,2018-01-30,41
2018013042,45.80,979.500,0.00,0.000,2018-01-30,42
2018013043,45.45,1581.550,0.00,0.000,2018-01-30,43
2018013044,45.30,1237.750,0.00,0.000,2018-01-30,44
2018013045,44.43,1650.650,0.00,0.000,2018-01-30,45
2018013046,43.38,1679.200,0.00,0.000,2018-01-30,46
2018013047,44.64,697.700,0.00,0.000,2018-01-30,47
2018013048,40.87,489.950,0.00,0.000,2018-01-30,48
2018013101,40.85,392.150,0.00,0.000,2018-01-31,1
2018013102,45.06,668.500,0.00,0.000,2018-01-31,2
2018013103,44.44,615.900,0.00,0.000,2018-01-31,3
2018013104,42.37,688.600,0.00,0.000,2018-01-31,4
2018013105,41.94,568.350,0.00,0.000,2018-01-31,5
2018013106,41.92,712.100,0.00,0.000,2018-01-31,6
2018013107,36.38,565.650,0.00,0.000,2018-01-31,7
2018013108,35.87,674.200,0.00,0.000,2018-01-31,8
2018013109,35.06,754.100,0.00,0.000,2018-01-31,9
2018013110,35.27,749.550,0.00,0.000,2018-01-31,10
2018013111,34.93,648.200,0.00,0.000,2018-01-31,11
2018013112,39.92,723.450,0.00,0.000,2018-01-31,12
2018013113,43.02,651.650,0.00,0.000,2018-01-31,13
2018013114,39.93,1161.100,0.00,0.000,2018-01-31,14
2018013115,44.84,777.250,0.00,0.000,2018-01-31,15
2018013116,47.58,789.600,0.00,0.000,2018-01-31,16
2018013117,53.13,487.700,0.00,0.000,2018-01-31,17
2018013118,50.37,542.900,0.00,0.000,2018-01-31,18
2018013119,48.12,482.100,0.00,0.000,2018-01-31,19
2018013120,45.13,529.300,0.00,0.000,2018-01-31,20
2018013121,44.11,538.500,0.00,0.000,2018-01-31,21
2018013122,44.78,581.950,0.00,0.000,2018-01-31,22
2018013123,42.64,675.450,0.00,0.000,2018-01-31,23
2018013124,40.43,686.000,0.00,0.000,2018-01-31,24
2018013125,41.83,605.700,0.00,0.000,2018-01-31,25
2018013126,42.49,609.150,0.00,0.000,2018-01-31,26
2018013127,42.19,846.200,0.00,0.000,2018-01-31,27
2018013128,41.34,789.850,0.00,0.000,2018-01-31,28
2018013129,41.53,838.100,0.00,0.000,2018-01-31,29
2018013130,40.94,983.750,0.00,0.000,2018-01-31,30
2018013131,44.85,999.000,0.00,0.000,2018-01-31,31
2018013132,45.57,697.750,0.00,0.000,2018-01-31,32
2018013133,42.08,1249.000,0.00,0.000,2018-01-31,33
2018013134,50.51,891.550,0.00,0.000,2018-01-31,34
