,settlementPeriod,settlementDate,APXPrice,APXVolume
2016091606,6,9/16/2016,18.86,2675.5
2016091607,7,9/16/2016,17.72,3225.3
2016091608,8,9/16/2016,17.72,3225.3
2016091609,9,9/16/2016,19.67,3337.1
2016091610,10,9/16/2016,19.67,3337.1
2016091611,11,9/16/2016,27,3417.8
2016091612,12,9/16/2016,27,3417.8
2016091613,13,9/16/2016,35.06,3541.7
2016091614,14,9/16/2016,35.06,3541.7
2016091615,15,9/16/2016,40.28,3676.2
2016091616,16,9/16/2016,40.28,3676.2
2016091617,17,9/16/2016,41.25,3434.1
2016091618,18,9/16/2016,41.25,3434.1
2016091619,19,9/16/2016,54.95,3273.5
2016091620,20,9/16/2016,54.95,3273.5
2016091621,21,9/16/2016,40.09,3226.4
2016091622,22,9/16/2016,40.09,3226.4
2016091623,23,9/16/2016,40.03,3505.8
2016091624,24,9/16/2016,40.03,3505.8
2016091625,25,9/16/2016,34.78,3458.1
2016091626,26,9/16/2016,34.78,3458.1
2016091627,27,9/16/2016,33.32,3373.6
2016091628,28,9/16/2016,33.32,3373.6
2016091629,29,9/16/2016,30.8,3505.5
2016091630,30,9/16/2016,30.8,3505.5
2016091631,31,9/16/2016,31,3051.9
2016091632,32,9/16/2016,31,3051.9
2016091633,33,9/16/2016,33.57,3204.6
2016091634,34,9/16/2016,33.57,3204.6
2016091635,35,9/16/2016,41,3761.3
2016091636,36,9/16/2016,41,3761.3
2016091637,37,9/16/2016,41.91,3639.9
2016091638,38,9/16/2016,41.91,3639.9
2016091639,39,9/16/2016,70.65,3516.7
2016091640,40,9/16/2016,70.65,3516.7
2016091641,41,9/16/2016,41.91,3521
2016091642,42,9/16/2016,41.91,3521
2016091643,43,9/16/2016,27.77,3500.7
2016091644,44,9/16/2016,27.77,3500.7
2016091645,45,9/16/2016,24.96,3402.9
2016091646,46,9/16/2016,24.96,3402.9
2016091747,47,9/17/2016,33.56,3498.4
2016091748,48,9/17/2016,33.56,3498.4
2016091701,1,9/17/2016,29.52,3119.9
2016091702,2,9/17/2016,29.52,3119.9
2016091703,3,9/17/2016,23.21,3085
2016091704,4,9/17/2016,23.21,3085
2016091705,5,9/17/2016,20.02,2980.5
2016091706,6,9/17/2016,20.02,2980.5
2016091707,7,9/17/2016,19.53,3000.3
2016091708,8,9/17/2016,19.53,3000.3
2016091709,9,9/17/2016,20.1,2952.5
2016091710,10,9/17/2016,20.1,2952.5
2016091711,11,9/17/2016,21.86,2904
2016091712,12,9/17/2016,21.86,2904
2016091713,13,9/17/2016,30.57,3277.2
2016091714,14,9/17/2016,30.57,3277.2
2016091715,15,9/17/2016,27.36,3274.4
2016091716,16,9/17/2016,27.36,3274.4
2016091717,17,9/17/2016,32.17,3858.8
2016091718,18,9/17/2016,32.17,3858.8
2016091719,19,9/17/2016,36,3551.8
2016091720,20,9/17/2016,36,3551.8
2016091721,21,9/17/2016,32.42,3569
2016091722,22,9/17/2016,32.42,3569
2016091723,23,9/17/2016,29.96,3380.6
2016091724,24,9/17/2016,29.96,3380.6
2016091725,25,9/17/2016,28.43,2959.1
2016091726,26,9/17/2016,28.43,2959.1
2016091727,27,9/17/2016,27.29,2863.6
2016091728,28,9/17/2016,27.29,2863.6
2016091729,29,9/17/2016,27.28,2848.1
2016091730,30,9/17/2016,27.28,2848.1
2016091731,31,9/17/2016,27.63,2989.9
2016091732,32,9/17/2016,27.63,2989.9
2016091733,33,9/17/2016,29.05,3180.3
2016091734,34,9/17/2016,29.05,3180.3
2016091735,35,9/17/2016,39.59,3311.7
2016091736,36,9/17/2016,39.59,3311.7
2016091737,37,9/17/2016,54.97,2981.7
2016091738,38,9/17/2016,54.97,2981.7
2016091739,39,9/17/2016,75,3222.6
2016091740,40,9/17/2016,75,3222.6
2016091741,41,9/17/2016,58.74,3298.1
2016091742,42,9/17/2016,58.74,3298.1
2016091743,43,9/17/2016,40.07,3316
2016091744,44,9/17/2016,40.07,3316
2016091745,45,9/17/2016,30.2,3425.1
2016091746,46,9/17/2016,30.2,3425.1
2016091847,47,9/18/2016,42,3201.2
2016091848,48,9/18/2016,42,3201.2
2016091801,1,9/18/2016,31.11,3302.8
2016091802,2,9/18/2016,31.11,3302.8
2016091803,3,9/18/2016,26.67,3398.7
2016091804,4,9/18/2016,26.67,3398.7
2016091805,5,9/18/2016,25,3271.1
2016091806,6,9/18/2016,25,3271.1
2016091807,7,9/18/2016,21,3302
2016091808,8,9/18/2016,21,3302
2016091809,9,9/18/2016,20.84,3220.8
2016091810,10,9/18/2016,20.84,3220.8
2016091811,11,9/18/2016,23.97,3157.4
2016091812,12,9/18/2016,23.97,3157.4
2016091813,13,9/18/2016,29.05,2942.8
2016091814,14,9/18/2016,29.05,2942.8
2016091815,15,9/18/2016,20,3356
2016091816,16,9/18/2016,20,3356
2016091817,17,9/18/2016,27.49,3398
2016091818,18,9/18/2016,27.49,3398
2016091819,19,9/18/2016,30.02,3604.3
2016091820,20,9/18/2016,30.02,3604.3
2016091821,21,9/18/2016,34,3600.7
2016091822,22,9/18/2016,34,3600.7
2016091823,23,9/18/2016,30.06,3648.9
2016091824,24,9/18/2016,30.06,3648.9
2016091825,25,9/18/2016,30.7,3706.9
2016091826,26,9/18/2016,30.7,3706.9
2016091827,27,9/18/2016,29.08,3564.4
2016091828,28,9/18/2016,29.08,3564.4
2016091829,29,9/18/2016,28.25,3642.6
2016091830,30,9/18/2016,28.25,3642.6
2016091831,31,9/18/2016,29.02,3372.6
2016091832,32,9/18/2016,29.02,3372.6
2016091833,33,9/18/2016,32.26,3174.6
2016091834,34,9/18/2016,32.26,3174.6
2016091835,35,9/18/2016,46.67,3509.9
2016091836,36,9/18/2016,46.67,3509.9
2016091837,37,9/18/2016,53.4,3863.4
2016091838,38,9/18/2016,53.4,3863.4
2016091839,39,9/18/2016,90,3719.2
2016091840,40,9/18/2016,90,3719.2
2016091841,41,9/18/2016,90,3669.8
2016091842,42,9/18/2016,90,3669.8
2016091843,43,9/18/2016,39.59,3669.5
2016091844,44,9/18/2016,39.59,3669.5
2016091845,45,9/18/2016,29.91,3239
2016091846,46,9/18/2016,29.91,3239
2016091947,47,9/19/2016,28,3659
2016091948,48,9/19/2016,28,3659
2016091901,1,9/19/2016,23.16,3312.7
2016091902,2,9/19/2016,23.16,3312.7
2016091903,3,9/19/2016,20.74,3299.2
2016091904,4,9/19/2016,20.74,3299.2
2016091905,5,9/19/2016,19.57,3174.1
2016091906,6,9/19/2016,19.57,3174.1
2016091907,7,9/19/2016,19.22,3066.8
2016091908,8,9/19/2016,19.22,3066.8
2016091909,9,9/19/2016,20.85,3062.5
2016091910,10,9/19/2016,20.85,3062.5
2016091911,11,9/19/2016,30.01,2819.9
2016091912,12,9/19/2016,30.01,2819.9
2016091913,13,9/19/2016,39.54,3028.6
2016091914,14,9/19/2016,39.54,3028.6
2016091915,15,9/19/2016,39.57,3615.9
2016091916,16,9/19/2016,39.57,3615.9
2016091917,17,9/19/2016,71.6,3052.8
2016091918,18,9/19/2016,71.6,3052.8
2016091919,19,9/19/2016,70.43,3163.3
2016091920,20,9/19/2016,70.43,3163.3
2016091921,21,9/19/2016,68.42,3065.1
2016091922,22,9/19/2016,68.42,3065.1
2016091923,23,9/19/2016,53,2972.6
2016091924,24,9/19/2016,53,2972.6
2016091925,25,9/19/2016,94.7,2770.2
2016091926,26,9/19/2016,94.7,2770.2
2016091927,27,9/19/2016,77.89,2897.1
2016091928,28,9/19/2016,77.89,2897.1
2016091929,29,9/19/2016,77.9,2886.8
2016091930,30,9/19/2016,77.9,2886.8
2016091931,31,9/19/2016,50,3154.9
2016091932,32,9/19/2016,50,3154.9
2016091933,33,9/19/2016,190,2789.5
2016091934,34,9/19/2016,190,2789.5
2016091935,35,9/19/2016,500,2920.9
2016091936,36,9/19/2016,500,2920.9
2016091937,37,9/19/2016,750,3083.6
2016091938,38,9/19/2016,750,3083.6
2016091939,39,9/19/2016,960,3193.9
2016091940,40,9/19/2016,960,3193.9
2016091941,41,9/19/2016,747,3443.6
2016091942,42,9/19/2016,747,3443.6
2016091943,43,9/19/2016,80.46,3127.2
2016091944,44,9/19/2016,80.46,3127.2
2016091945,45,9/19/2016,39.54,3415.7
2016091946,46,9/19/2016,39.54,3415.7
2016092047,47,9/20/2016,40,2752.5
2016092048,48,9/20/2016,40,2752.5
2016092001,1,9/20/2016,28.1,2621.6
2016092002,2,9/20/2016,28.1,2621.6
2016092003,3,9/20/2016,27.51,2526.9
2016092004,4,9/20/2016,27.51,2526.9
2016092005,5,9/20/2016,27.52,2588.6
2016092006,6,9/20/2016,27.52,2588.6
2016092007,7,9/20/2016,21.1,2616.4
2016092008,8,9/20/2016,21.1,2616.4
2016092009,9,9/20/2016,27.18,2557.4
2016092010,10,9/20/2016,27.18,2557.4
2016092011,11,9/20/2016,34.05,2625.2
2016092012,12,9/20/2016,34.05,2625.2
2016092013,13,9/20/2016,40.57,2678.9
2016092014,14,9/20/2016,40.57,2678.9
2016092015,15,9/20/2016,40.95,3009.5
2016092016,16,9/20/2016,40.95,3009.5
2016092017,17,9/20/2016,42.01,2832.8
2016092018,18,9/20/2016,42.01,2832.8
2016092019,19,9/20/2016,41.84,2942.9
2016092020,20,9/20/2016,41.84,2942.9
2016092021,21,9/20/2016,43,2804.7
2016092022,22,9/20/2016,43,2804.7
2016092023,23,9/20/2016,41.5,2817.6
2016092024,24,9/20/2016,41.5,2817.6
2016092025,25,9/20/2016,41.09,2838
2016092026,26,9/20/2016,41.09,2838
2016092027,27,9/20/2016,40.56,2796.4
2016092028,28,9/20/2016,40.56,2796.4
2016092029,29,9/20/2016,40.53,2798
2016092030,30,9/20/2016,40.53,2798
2016092031,31,9/20/2016,41.02,2976.5
2016092032,32,9/20/2016,41.02,2976.5
2016092033,33,9/20/2016,85,2739.7
2016092034,34,9/20/2016,85,2739.7
2016092035,35,9/20/2016,129.95,2629.3
2016092036,36,9/20/2016,129.95,2629.3
2016092037,37,9/20/2016,150,2704
2016092038,38,9/20/2016,150,2704
2016092039,39,9/20/2016,400,2924.6
2016092040,40,9/20/2016,400,2924.6
2016092041,41,9/20/2016,150,2911.7
2016092042,42,9/20/2016,150,2911.7
2016092043,43,9/20/2016,42.46,3196.8
2016092044,44,9/20/2016,42.46,3196.8
2016092045,45,9/20/2016,34.33,3106.6
2016092046,46,9/20/2016,34.33,3106.6
2016092147,47,9/21/2016,35.06,3980
2016092148,48,9/21/2016,35.06,3980
2016092101,1,9/21/2016,29.13,3936.5
2016092102,2,9/21/2016,29.13,3936.5
2016092103,3,9/21/2016,29.03,3963.2
2016092104,4,9/21/2016,29.03,3963.2
2016092105,5,9/21/2016,21.4,3877
2016092106,6,9/21/2016,21.4,3877
2016092107,7,9/21/2016,21.22,3852.5
2016092108,8,9/21/2016,21.22,3852.5
2016092109,9,9/21/2016,23.85,3912.1
2016092110,10,9/21/2016,23.85,3912.1
2016092111,11,9/21/2016,31.07,4103.5
2016092112,12,9/21/2016,31.07,4103.5
2016092113,13,9/21/2016,42.38,4074.3
2016092114,14,9/21/2016,42.38,4074.3
2016092115,15,9/21/2016,43.79,4239.6
2016092116,16,9/21/2016,43.79,4239.6
2016092117,17,9/21/2016,43.77,4323.7
2016092118,18,9/21/2016,43.77,4323.7
2016092119,19,9/21/2016,43.19,4437
2016092120,20,9/21/2016,43.19,4437
2016092121,21,9/21/2016,42.6,4613.9
2016092122,22,9/21/2016,42.6,4613.9
2016092123,23,9/21/2016,37.79,4622.6
2016092124,24,9/21/2016,37.79,4622.6
2016092125,25,9/21/2016,36.56,4783.3
2016092126,26,9/21/2016,36.56,4783.3
2016092127,27,9/21/2016,35,4850
2016092128,28,9/21/2016,35,4850
2016092129,29,9/21/2016,32.25,4762.9
2016092130,30,9/21/2016,32.25,4762.9
2016092131,31,9/21/2016,35,4091.5
2016092132,32,9/21/2016,35,4091.5
2016092133,33,9/21/2016,37.87,3877.3
2016092134,34,9/21/2016,37.87,3877.3
2016092135,35,9/21/2016,41.07,3756.9
2016092136,36,9/21/2016,41.07,3756.9
2016092137,37,9/21/2016,52.2,3977.5
2016092138,38,9/21/2016,52.2,3977.5
2016092139,39,9/21/2016,85.48,4435.6
2016092140,40,9/21/2016,85.48,4435.6
2016092141,41,9/21/2016,42.3,3885
2016092142,42,9/21/2016,42.3,3885
2016092143,43,9/21/2016,38.76,4245.7
2016092144,44,9/21/2016,38.76,4245.7
2016092145,45,9/21/2016,30,4072.3
2016092146,46,9/21/2016,30,4072.3
2016092247,47,9/22/2016,35.09,3245
2016092248,48,9/22/2016,35.09,3245
2016092201,1,9/22/2016,29.47,3068.8
2016092202,2,9/22/2016,29.47,3068.8
2016092203,3,9/22/2016,24.42,3056.6
2016092204,4,9/22/2016,24.42,3056.6
2016092205,5,9/22/2016,21.47,2998.5
2016092206,6,9/22/2016,21.47,2998.5
2016092207,7,9/22/2016,21.3,3109.4
2016092208,8,9/22/2016,21.3,3109.4
2016092209,9,9/22/2016,23,3087.5
2016092210,10,9/22/2016,23,3087.5
2016092211,11,9/22/2016,33.8,3180
2016092212,12,9/22/2016,33.8,3180
2016092213,13,9/22/2016,38.84,3051.7
2016092214,14,9/22/2016,38.84,3051.7
2016092215,15,9/22/2016,43.14,3432.9
2016092216,16,9/22/2016,43.14,3432.9
2016092217,17,9/22/2016,50.07,3359.8
2016092218,18,9/22/2016,50.07,3359.8
2016092219,19,9/22/2016,49.81,3512.6
2016092220,20,9/22/2016,49.81,3512.6
2016092221,21,9/22/2016,39.8,3551.6
2016092222,22,9/22/2016,39.8,3551.6
2016092223,23,9/22/2016,37.1,3772.7
2016092224,24,9/22/2016,37.1,3772.7
2016092225,25,9/22/2016,37.67,3775.1
2016092226,26,9/22/2016,37.67,3775.1
2016092227,27,9/22/2016,36.53,3768.1
2016092228,28,9/22/2016,36.53,3768.1
2016092229,29,9/22/2016,36.57,3790.5
2016092230,30,9/22/2016,36.57,3790.5
2016092231,31,9/22/2016,36.06,3776.6
2016092232,32,9/22/2016,36.06,3776.6
2016092233,33,9/22/2016,44.02,3382.2
2016092234,34,9/22/2016,44.02,3382.2
2016092235,35,9/22/2016,41.14,3699.6
2016092236,36,9/22/2016,41.14,3699.6
2016092237,37,9/22/2016,56,3641.6
2016092238,38,9/22/2016,56,3641.6
2016092239,39,9/22/2016,76,4833.9
2016092240,40,9/22/2016,76,4833.9
2016092241,41,9/22/2016,38.01,4804.1
2016092242,42,9/22/2016,38.01,4804.1
2016092243,43,9/22/2016,35.57,4222.5
2016092244,44,9/22/2016,35.57,4222.5
2016092245,45,9/22/2016,28.14,4725
2016092246,46,9/22/2016,28.14,4725
2016092347,47,9/23/2016,36.1,3255.9
2016092348,48,9/23/2016,36.1,3255.9
2016092301,1,9/23/2016,28.8,3193.9
2016092302,2,9/23/2016,28.8,3193.9
2016092303,3,9/23/2016,27.51,2722.3
2016092304,4,9/23/2016,27.51,2722.3
2016092305,5,9/23/2016,22.89,2671.8
2016092306,6,9/23/2016,22.89,2671.8
2016092307,7,9/23/2016,22.56,2660.3
2016092308,8,9/23/2016,22.56,2660.3
2016092309,9,9/23/2016,27.78,2667.5
2016092310,10,9/23/2016,27.78,2667.5
2016092311,11,9/23/2016,37.42,2988.9
2016092312,12,9/23/2016,37.42,2988.9
2016092313,13,9/23/2016,44.44,3092.6
2016092314,14,9/23/2016,44.44,3092.6
2016092315,15,9/23/2016,45.33,3029
2016092316,16,9/23/2016,45.33,3029
2016092317,17,9/23/2016,55,3077.5
2016092318,18,9/23/2016,55,3077.5
2016092319,19,9/23/2016,55.24,3082.2
2016092320,20,9/23/2016,55.24,3082.2
2016092321,21,9/23/2016,42.09,3127.1
2016092322,22,9/23/2016,42.09,3127.1
2016092323,23,9/23/2016,39.63,3082.5
2016092324,24,9/23/2016,39.63,3082.5
2016092325,25,9/23/2016,38.69,3024
2016092326,26,9/23/2016,38.69,3024
2016092327,27,9/23/2016,36.76,2982.1
2016092328,28,9/23/2016,36.76,2982.1
2016092329,29,9/23/2016,35.12,2939.3
2016092330,30,9/23/2016,35.12,2939.3
2016092331,31,9/23/2016,34.89,2939.9
2016092332,32,9/23/2016,34.89,2939.9
2016092333,33,9/23/2016,36.49,2938.5
2016092334,34,9/23/2016,36.49,2938.5
2016092335,35,9/23/2016,39,3238.8
2016092336,36,9/23/2016,39,3238.8
2016092337,37,9/23/2016,46.82,3257.6
2016092338,38,9/23/2016,46.82,3257.6
2016092339,39,9/23/2016,52.57,3628.5
2016092340,40,9/23/2016,52.57,3628.5
2016092341,41,9/23/2016,36.59,3791.2
2016092342,42,9/23/2016,36.59,3791.2
2016092343,43,9/23/2016,36.97,3842.8
2016092344,44,9/23/2016,36.97,3842.8
2016092345,45,9/23/2016,31.93,4347.1
2016092346,46,9/23/2016,31.93,4347.1
2016092447,47,9/24/2016,41.5,3308.8
2016092448,48,9/24/2016,41.5,3308.8
2016092401,1,9/24/2016,40,3261.2
2016092402,2,9/24/2016,40,3261.2
2016092403,3,9/24/2016,32.86,3147.8
2016092404,4,9/24/2016,32.86,3147.8
2016092405,5,9/24/2016,27.96,2853.5
2016092406,6,9/24/2016,27.96,2853.5
2016092407,7,9/24/2016,21.9,2945.7
2016092408,8,9/24/2016,21.9,2945.7
2016092409,9,9/24/2016,21.86,2973.1
2016092410,10,9/24/2016,21.86,2973.1
2016092411,11,9/24/2016,24.72,2940.4
2016092412,12,9/24/2016,24.72,2940.4
2016092413,13,9/24/2016,33.2,3184
2016092414,14,9/24/2016,33.2,3184
2016092415,15,9/24/2016,30.64,3013.3
2016092416,16,9/24/2016,30.64,3013.3
2016092417,17,9/24/2016,50.2,3395.7
2016092418,18,9/24/2016,50.2,3395.7
2016092419,19,9/24/2016,56.51,3676.2
2016092420,20,9/24/2016,56.51,3676.2
2016092421,21,9/24/2016,42.2,3605.4
2016092422,22,9/24/2016,42.2,3605.4
2016092423,23,9/24/2016,32,3258.4
2016092424,24,9/24/2016,32,3258.4
2016092425,25,9/24/2016,25.96,3197.6
2016092426,26,9/24/2016,25.96,3197.6
2016092427,27,9/24/2016,24.97,3268.2
2016092428,28,9/24/2016,24.97,3268.2
2016092429,29,9/24/2016,24.95,3276.4
2016092430,30,9/24/2016,24.95,3276.4
2016092431,31,9/24/2016,24.97,3152.3
2016092432,32,9/24/2016,24.97,3152.3
2016092433,33,9/24/2016,32,3165.7
2016092434,34,9/24/2016,32,3165.7
2016092435,35,9/24/2016,44.99,3638.3
2016092436,36,9/24/2016,44.99,3638.3
2016092437,37,9/24/2016,55.41,4158.7
2016092438,38,9/24/2016,55.41,4158.7
2016092439,39,9/24/2016,79.99,4148.3
2016092440,40,9/24/2016,79.99,4148.3
2016092441,41,9/24/2016,60.3,4026
2016092442,42,9/24/2016,60.3,4026
2016092443,43,9/24/2016,38.28,3782.2
2016092444,44,9/24/2016,38.28,3782.2
2016092445,45,9/24/2016,34.23,3386
2016092446,46,9/24/2016,34.23,3386
2016092547,47,9/25/2016,42.01,2920.3
2016092548,48,9/25/2016,42.01,2920.3
2016092501,1,9/25/2016,36.41,2977.2
2016092502,2,9/25/2016,36.41,2977.2
2016092503,3,9/25/2016,33,2899.4
2016092504,4,9/25/2016,33,2899.4
2016092505,5,9/25/2016,28.99,2797.4
2016092506,6,9/25/2016,28.99,2797.4
2016092507,7,9/25/2016,19.18,2835.4
2016092508,8,9/25/2016,19.18,2835.4
2016092509,9,9/25/2016,19.26,2799.8
2016092510,10,9/25/2016,19.26,2799.8
2016092511,11,9/25/2016,26.85,2920.9
2016092512,12,9/25/2016,26.85,2920.9
2016092513,13,9/25/2016,36.33,3225.9
2016092514,14,9/25/2016,36.33,3225.9
2016092515,15,9/25/2016,20.08,3315
2016092516,16,9/25/2016,20.08,3315
2016092517,17,9/25/2016,33,3498
2016092518,18,9/25/2016,33,3498
2016092519,19,9/25/2016,39.05,3247
2016092520,20,9/25/2016,39.05,3247
2016092521,21,9/25/2016,44,3294.3
2016092522,22,9/25/2016,44,3294.3
2016092523,23,9/25/2016,39.73,3308.1
2016092524,24,9/25/2016,39.73,3308.1
2016092525,25,9/25/2016,33.33,3211.3
2016092526,26,9/25/2016,33.33,3211.3
2016092527,27,9/25/2016,32.55,2915.2
2016092528,28,9/25/2016,32.55,2915.2
2016092529,29,9/25/2016,30.51,2856.8
2016092530,30,9/25/2016,30.51,2856.8
2016092531,31,9/25/2016,30.75,2819.2
2016092532,32,9/25/2016,30.75,2819.2
2016092533,33,9/25/2016,32.55,3046.3
2016092534,34,9/25/2016,32.55,3046.3
2016092535,35,9/25/2016,39.91,3457
2016092536,36,9/25/2016,39.91,3457
2016092537,37,9/25/2016,54.94,3661.8
2016092538,38,9/25/2016,54.94,3661.8
2016092539,39,9/25/2016,82,3642.9
2016092540,40,9/25/2016,82,3642.9
2016092541,41,9/25/2016,62,3466.3
2016092542,42,9/25/2016,62,3466.3
2016092543,43,9/25/2016,38.19,2873.1
2016092544,44,9/25/2016,38.19,2873.1
2016092545,45,9/25/2016,33.8,2884.8
2016092546,46,9/25/2016,33.8,2884.8
2016092647,47,9/26/2016,33.71,3233.2
2016092648,48,9/26/2016,33.71,3233.2
2016092601,1,9/26/2016,30.11,3167.9
2016092602,2,9/26/2016,30.11,3167.9
2016092603,3,9/26/2016,28.03,3054.3
2016092604,4,9/26/2016,28.03,3054.3
2016092605,5,9/26/2016,27.42,3031.7
2016092606,6,9/26/2016,27.42,3031.7
2016092607,7,9/26/2016,25.17,2939.7
2016092608,8,9/26/2016,25.17,2939.7
2016092609,9,9/26/2016,27.87,3166.3
2016092610,10,9/26/2016,27.87,3166.3
2016092611,11,9/26/2016,35.01,3222.9
2016092612,12,9/26/2016,35.01,3222.9
2016092613,13,9/26/2016,45.01,3384.7
2016092614,14,9/26/2016,45.01,3384.7
2016092615,15,9/26/2016,43.52,3157.5
2016092616,16,9/26/2016,43.52,3157.5
2016092617,17,9/26/2016,43.66,3383.4
2016092618,18,9/26/2016,43.66,3383.4
2016092619,19,9/26/2016,45.68,3364.4
2016092620,20,9/26/2016,45.68,3364.4
2016092621,21,9/26/2016,47.92,3340.7
2016092622,22,9/26/2016,47.92,3340.7
2016092623,23,9/26/2016,45.02,2918.3
2016092624,24,9/26/2016,45.02,2918.3
2016092625,25,9/26/2016,41.29,2890
2016092626,26,9/26/2016,41.29,2890
2016092627,27,9/26/2016,42.41,2867.5
2016092628,28,9/26/2016,42.41,2867.5
2016092629,29,9/26/2016,40.44,2883.6
2016092630,30,9/26/2016,40.44,2883.6
2016092631,31,9/26/2016,40.99,2826.3
2016092632,32,9/26/2016,40.99,2826.3
2016092633,33,9/26/2016,48.98,3478.5
2016092634,34,9/26/2016,48.98,3478.5
2016092635,35,9/26/2016,60.01,3833.3
2016092636,36,9/26/2016,60.01,3833.3
2016092637,37,9/26/2016,65,4111.5
2016092638,38,9/26/2016,65,4111.5
2016092639,39,9/26/2016,100,4115.6
2016092640,40,9/26/2016,100,4115.6
2016092641,41,9/26/2016,62,3653.6
2016092642,42,9/26/2016,62,3653.6
2016092643,43,9/26/2016,39,3017.5
2016092644,44,9/26/2016,39,3017.5
2016092645,45,9/26/2016,35.68,3029.1
2016092646,46,9/26/2016,35.68,3029.1
2016092747,47,9/27/2016,37.96,3044.5
2016092748,48,9/27/2016,37.96,3044.5
2016092701,1,9/27/2016,29.98,2979.1
2016092702,2,9/27/2016,29.98,2979.1
2016092703,3,9/27/2016,28.49,3190.2
2016092704,4,9/27/2016,28.49,3190.2
2016092705,5,9/27/2016,27.94,3085.5
2016092706,6,9/27/2016,27.94,3085.5
2016092707,7,9/27/2016,27.41,2980.7
2016092708,8,9/27/2016,27.41,2980.7
2016092709,9,9/27/2016,26.31,3066.1
2016092710,10,9/27/2016,26.31,3066.1
2016092711,11,9/27/2016,36.51,3366.7
2016092712,12,9/27/2016,36.51,3366.7
2016092713,13,9/27/2016,41.61,3614.7
2016092714,14,9/27/2016,41.61,3614.7
2016092715,15,9/27/2016,42.46,3746.1
2016092716,16,9/27/2016,42.46,3746.1
2016092717,17,9/27/2016,40.84,3826.7
2016092718,18,9/27/2016,40.84,3826.7
2016092719,19,9/27/2016,39.56,3763.4
2016092720,20,9/27/2016,39.56,3763.4
2016092721,21,9/27/2016,39.34,3854.5
2016092722,22,9/27/2016,39.34,3854.5
2016092723,23,9/27/2016,37.79,4126.7
2016092724,24,9/27/2016,37.79,4126.7
2016092725,25,9/27/2016,38.26,4096.5
2016092726,26,9/27/2016,38.26,4096.5
2016092727,27,9/27/2016,34.31,3974.4
2016092728,28,9/27/2016,34.31,3974.4
2016092729,29,9/27/2016,33,3984
2016092730,30,9/27/2016,33,3984
2016092731,31,9/27/2016,38.19,3973.6
2016092732,32,9/27/2016,38.19,3973.6
2016092733,33,9/27/2016,40,3741.8
2016092734,34,9/27/2016,40,3741.8
2016092735,35,9/27/2016,42,3860
2016092736,36,9/27/2016,42,3860
2016092737,37,9/27/2016,47.97,3957.6
2016092738,38,9/27/2016,47.97,3957.6
2016092739,39,9/27/2016,82.83,4817.8
2016092740,40,9/27/2016,82.83,4817.8
2016092741,41,9/27/2016,41.2,4699.6
2016092742,42,9/27/2016,41.2,4699.6
2016092743,43,9/27/2016,36.94,4176.8
2016092744,44,9/27/2016,36.94,4176.8
2016092745,45,9/27/2016,32.94,4200.3
2016092746,46,9/27/2016,32.94,4200.3
2016092847,47,9/28/2016,34.99,3577.3
2016092848,48,9/28/2016,34.99,3577.3
2016092801,1,9/28/2016,28.81,3205.3
2016092802,2,9/28/2016,28.81,3205.3
2016092803,3,9/28/2016,27.51,3084.6
2016092804,4,9/28/2016,27.51,3084.6
2016092805,5,9/28/2016,24.52,3043.2
2016092806,6,9/28/2016,24.52,3043.2
2016092807,7,9/28/2016,21.94,3008.9
2016092808,8,9/28/2016,21.94,3008.9
2016092809,9,9/28/2016,27.51,3087.2
2016092810,10,9/28/2016,27.51,3087.2
2016092811,11,9/28/2016,33.93,3381.5
2016092812,12,9/28/2016,33.93,3381.5
2016092813,13,9/28/2016,41.02,3399.1
2016092814,14,9/28/2016,41.02,3399.1
2016092815,15,9/28/2016,40.97,4063.2
2016092816,16,9/28/2016,40.97,4063.2
2016092817,17,9/28/2016,45,4129
2016092818,18,9/28/2016,45,4129
2016092819,19,9/28/2016,49.08,4179.4
2016092820,20,9/28/2016,49.08,4179.4
2016092821,21,9/28/2016,44.98,4188.2
2016092822,22,9/28/2016,44.98,4188.2
2016092823,23,9/28/2016,41.7,4083
2016092824,24,9/28/2016,41.7,4083
2016092825,25,9/28/2016,41.12,3799.5
2016092826,26,9/28/2016,41.12,3799.5
2016092827,27,9/28/2016,40.03,3797.9
2016092828,28,9/28/2016,40.03,3797.9
2016092829,29,9/28/2016,37.4,3787.6
2016092830,30,9/28/2016,37.4,3787.6
2016092831,31,9/28/2016,37.57,3756.5
2016092832,32,9/28/2016,37.57,3756.5
