,settlementPeriod,settlementDate,APXPrice,APXVolume
2018032847,47,3/28/2018,39.97,5630.3
2018032848,48,3/28/2018,39.97,5630.3
2018032801,1,3/28/2018,38.74,5714
2018032802,2,3/28/2018,38.74,5714
2018032803,3,3/28/2018,42.9,5384.1
2018032804,4,3/28/2018,42.9,5384.1
2018032805,5,3/28/2018,45.91,5474.5
2018032806,6,3/28/2018,45.91,5474.5
2018032807,7,3/28/2018,45.93,5560.7
2018032808,8,3/28/2018,45.93,5560.7
2018032809,9,3/28/2018,45.92,5604.7
2018032810,10,3/28/2018,45.92,5604.7
2018032811,11,3/28/2018,45.98,5767.9
2018032812,12,3/28/2018,45.98,5767.9
2018032813,13,3/28/2018,65.65,6145
2018032814,14,3/28/2018,65.65,6145
2018032815,15,3/28/2018,64.93,6156.7
2018032816,16,3/28/2018,64.93,6156.7
2018032817,17,3/28/2018,70.02,6019.2
2018032818,18,3/28/2018,70.02,6019.2
2018032819,19,3/28/2018,67.74,6030.8
2018032820,20,3/28/2018,67.74,6030.8
2018032821,21,3/28/2018,64,6244
2018032822,22,3/28/2018,64,6244
2018032823,23,3/28/2018,61.94,6198.6
2018032824,24,3/28/2018,61.94,6198.6
2018032825,25,3/28/2018,52.8,6185.8
2018032826,26,3/28/2018,52.8,6185.8
2018032827,27,3/28/2018,43,6128.9
2018032828,28,3/28/2018,43,6128.9
2018032829,29,3/28/2018,41.03,6267.2
2018032830,30,3/28/2018,41.03,6267.2
2018032831,31,3/28/2018,42.01,5192.5
2018032832,32,3/28/2018,42.01,5192.5
2018032833,33,3/28/2018,42,5303.6
2018032834,34,3/28/2018,42,5303.6
2018032835,35,3/28/2018,48,5469.3
2018032836,36,3/28/2018,48,5469.3
2018032837,37,3/28/2018,59.91,5401.2
2018032838,38,3/28/2018,59.91,5401.2
2018032839,39,3/28/2018,63.74,6423.8
2018032840,40,3/28/2018,63.74,6423.8
2018032841,41,3/28/2018,59.93,6215.4
2018032842,42,3/28/2018,59.93,6215.4
2018032843,43,3/28/2018,49.24,5953.9
2018032844,44,3/28/2018,49.24,5953.9
2018032845,45,3/28/2018,44,6165.3
2018032846,46,3/28/2018,44,6165.3
2018032947,47,3/29/2018,42.95,5735
2018032948,48,3/29/2018,42.95,5735
2018032901,1,3/29/2018,42.59,5790.5
2018032902,2,3/29/2018,42.59,5790.5
2018032903,3,3/29/2018,44,5762
2018032904,4,3/29/2018,44,5762
2018032905,5,3/29/2018,45.8,5689.8
2018032906,6,3/29/2018,45.8,5689.8
2018032907,7,3/29/2018,44,5801.6
2018032908,8,3/29/2018,44,5801.6
2018032909,9,3/29/2018,42.89,5785.2
2018032910,10,3/29/2018,42.89,5785.2
2018032911,11,3/29/2018,45.84,5782.5
2018032912,12,3/29/2018,45.84,5782.5
2018032913,13,3/29/2018,52.51,6040
2018032914,14,3/29/2018,52.51,6040
2018032915,15,3/29/2018,66.98,5290.5
2018032916,16,3/29/2018,66.98,5290.5
2018032917,17,3/29/2018,75.59,5128
2018032918,18,3/29/2018,75.59,5128
2018032919,19,3/29/2018,68.58,5154.2
2018032920,20,3/29/2018,68.58,5154.2
2018032921,21,3/29/2018,58,5295.5
2018032922,22,3/29/2018,58,5295.5
2018032923,23,3/29/2018,46.1,5263.9
2018032924,24,3/29/2018,46.1,5263.9
2018032925,25,3/29/2018,49.6,4932.9
2018032926,26,3/29/2018,49.6,4932.9
2018032927,27,3/29/2018,45,4828.1
2018032928,28,3/29/2018,45,4828.1
2018032929,29,3/29/2018,43.26,4882.5
2018032930,30,3/29/2018,43.26,4882.5
2018032931,31,3/29/2018,50.01,4431.8
2018032932,32,3/29/2018,50.01,4431.8
2018032933,33,3/29/2018,45.99,4359.3
2018032934,34,3/29/2018,45.99,4359.3
2018032935,35,3/29/2018,57.55,4542.1
2018032936,36,3/29/2018,57.55,4542.1
2018032937,37,3/29/2018,56.4,4564.4
2018032938,38,3/29/2018,56.4,4564.4
2018032939,39,3/29/2018,59,4608.7
2018032940,40,3/29/2018,59,4608.7
2018032941,41,3/29/2018,51.77,4377.9
2018032942,42,3/29/2018,51.77,4377.9
2018032943,43,3/29/2018,50.1,5662.8
2018032944,44,3/29/2018,50.1,5662.8
2018032945,45,3/29/2018,42.19,5899.9
2018032946,46,3/29/2018,42.19,5899.9
2018033047,47,3/30/2018,44.44,6086.8
2018033048,48,3/30/2018,44.44,6086.8
2018033001,1,3/30/2018,38.55,5967.4
2018033002,2,3/30/2018,38.55,5967.4
2018033003,3,3/30/2018,42,6177.4
2018033004,4,3/30/2018,42,6177.4
2018033005,5,3/30/2018,43.16,6139.1
2018033006,6,3/30/2018,43.16,6139.1
2018033007,7,3/30/2018,44.98,6059.8
2018033008,8,3/30/2018,44.98,6059.8
2018033009,9,3/30/2018,44.91,6085.7
2018033010,10,3/30/2018,44.91,6085.7
2018033011,11,3/30/2018,44.98,6021.2
2018033012,12,3/30/2018,44.98,6021.2
2018033013,13,3/30/2018,46.01,6334.9
2018033014,14,3/30/2018,46.01,6334.9
2018033015,15,3/30/2018,44.81,5427
2018033016,16,3/30/2018,44.81,5427
2018033017,17,3/30/2018,59.07,5070.1
2018033018,18,3/30/2018,59.07,5070.1
2018033019,19,3/30/2018,58.64,5350.4
2018033020,20,3/30/2018,58.64,5350.4
2018033021,21,3/30/2018,55.88,5395
2018033022,22,3/30/2018,55.88,5395
2018033023,23,3/30/2018,51.52,5444.7
2018033024,24,3/30/2018,51.52,5444.7
2018033025,25,3/30/2018,48.89,5481.3
2018033026,26,3/30/2018,48.89,5481.3
2018033027,27,3/30/2018,42.52,5557.2
2018033028,28,3/30/2018,42.52,5557.2
2018033029,29,3/30/2018,42.23,5808.9
2018033030,30,3/30/2018,42.23,5808.9
2018033031,31,3/30/2018,41.8,4817.1
2018033032,32,3/30/2018,41.8,4817.1
2018033033,33,3/30/2018,44.98,4786.7
2018033034,34,3/30/2018,44.98,4786.7
2018033035,35,3/30/2018,52.89,5155.8
2018033036,36,3/30/2018,52.89,5155.8
2018033037,37,3/30/2018,60.6,5197.1
2018033038,38,3/30/2018,60.6,5197.1
2018033039,39,3/30/2018,67.56,5725.5
2018033040,40,3/30/2018,67.56,5725.5
2018033041,41,3/30/2018,64.91,5638.7
2018033042,42,3/30/2018,64.91,5638.7
2018033043,43,3/30/2018,59.78,5489.7
2018033044,44,3/30/2018,59.78,5489.7
2018033045,45,3/30/2018,43.01,5519.1
2018033046,46,3/30/2018,43.01,5519.1
2018033147,47,3/31/2018,42.96,5574.1
2018033148,48,3/31/2018,42.96,5574.1
2018033101,1,3/31/2018,40,5568.3
2018033102,2,3/31/2018,40,5568.3
2018033103,3,3/31/2018,41,5751
2018033104,4,3/31/2018,41,5751
2018033105,5,3/31/2018,40.94,5658.3
2018033106,6,3/31/2018,40.94,5658.3
2018033107,7,3/31/2018,40.25,5691.6
2018033108,8,3/31/2018,40.25,5691.6
2018033109,9,3/31/2018,38.28,5737
2018033110,10,3/31/2018,38.28,5737
2018033111,11,3/31/2018,37.04,5899.5
2018033112,12,3/31/2018,37.04,5899.5
2018033113,13,3/31/2018,40.57,5892.9
2018033114,14,3/31/2018,40.57,5892.9
2018033115,15,3/31/2018,41,6984.8
2018033116,16,3/31/2018,41,6984.8
2018033117,17,3/31/2018,50.88,5800.1
2018033118,18,3/31/2018,50.88,5800.1
2018033119,19,3/31/2018,58.02,5070.7
2018033120,20,3/31/2018,58.02,5070.7
2018033121,21,3/31/2018,51.13,5318.3
2018033122,22,3/31/2018,51.13,5318.3
2018033123,23,3/31/2018,52.45,5313.3
2018033124,24,3/31/2018,52.45,5313.3
2018033125,25,3/31/2018,43,5560.8
2018033126,26,3/31/2018,43,5560.8
2018033127,27,3/31/2018,41,5780.5
2018033128,28,3/31/2018,41,5780.5
2018033129,29,3/31/2018,40.82,5930
2018033130,30,3/31/2018,40.82,5930
2018033131,31,3/31/2018,40.73,5200.3
2018033132,32,3/31/2018,40.73,5200.3
2018033133,33,3/31/2018,41.45,4957.2
2018033134,34,3/31/2018,41.45,4957.2
2018033135,35,3/31/2018,50,4913.8
2018033136,36,3/31/2018,50,4913.8
2018033137,37,3/31/2018,60.55,5118.3
2018033138,38,3/31/2018,60.55,5118.3
2018033139,39,3/31/2018,66.04,4722.2
2018033140,40,3/31/2018,66.04,4722.2
2018033141,41,3/31/2018,74.9,4654.9
2018033142,42,3/31/2018,74.9,4654.9
2018033143,43,3/31/2018,62.09,4396.9
2018033144,44,3/31/2018,62.09,4396.9
2018033145,45,3/31/2018,41.31,4856.8
2018033146,46,3/31/2018,41.31,4856.8
2018040147,47,4/1/2018,45.9,4411.3
2018040148,48,4/1/2018,45.9,4411.3
2018040101,1,4/1/2018,43,4229.8
2018040102,2,4/1/2018,43,4229.8
2018040103,3,4/1/2018,49.29,4492.1
2018040104,4,4/1/2018,49.29,4492.1
2018040105,5,4/1/2018,45.81,4656.3
2018040106,6,4/1/2018,45.81,4656.3
2018040107,7,4/1/2018,44.12,4706.3
2018040108,8,4/1/2018,44.12,4706.3
2018040109,9,4/1/2018,39.99,4852.4
2018040110,10,4/1/2018,39.99,4852.4
2018040111,11,4/1/2018,39.94,4970.6
2018040112,12,4/1/2018,39.94,4970.6
2018040113,13,4/1/2018,42.44,4754.4
2018040114,14,4/1/2018,42.44,4754.4
2018040115,15,4/1/2018,44.49,5483
2018040116,16,4/1/2018,44.49,5483
2018040117,17,4/1/2018,45.81,4879
2018040118,18,4/1/2018,45.81,4879
2018040119,19,4/1/2018,48,4602.9
2018040120,20,4/1/2018,48,4602.9
2018040121,21,4/1/2018,46.71,4613.7
2018040122,22,4/1/2018,46.71,4613.7
2018040123,23,4/1/2018,55.6,4835.1
2018040124,24,4/1/2018,55.6,4835.1
2018040125,25,4/1/2018,58,4847
2018040126,26,4/1/2018,58,4847
2018040127,27,4/1/2018,49.74,4647
2018040128,28,4/1/2018,49.74,4647
2018040129,29,4/1/2018,46,4617.4
2018040130,30,4/1/2018,46,4617.4
2018040131,31,4/1/2018,46,3818.9
2018040132,32,4/1/2018,46,3818.9
2018040133,33,4/1/2018,49.99,3959.6
2018040134,34,4/1/2018,49.99,3959.6
2018040135,35,4/1/2018,70,3948.3
2018040136,36,4/1/2018,70,3948.3
2018040137,37,4/1/2018,64.95,3877.3
2018040138,38,4/1/2018,64.95,3877.3
2018040139,39,4/1/2018,65.31,4005.5
2018040140,40,4/1/2018,65.31,4005.5
2018040141,41,4/1/2018,70,4124.1
2018040142,42,4/1/2018,70,4124.1
2018040143,43,4/1/2018,45.49,4415.7
2018040144,44,4/1/2018,45.49,4415.7
2018040145,45,4/1/2018,48.14,3917.5
2018040146,46,4/1/2018,48.14,3917.5
2018040247,47,4/2/2018,50.67,6375.7
2018040248,48,4/2/2018,50.67,6375.7
2018040201,1,4/2/2018,45,5917.3
2018040202,2,4/2/2018,45,5917.3
2018040203,3,4/2/2018,46.6,5843.7
2018040204,4,4/2/2018,46.6,5843.7
2018040205,5,4/2/2018,48.88,6033.8
2018040206,6,4/2/2018,48.88,6033.8
2018040207,7,4/2/2018,44.12,6517.1
2018040208,8,4/2/2018,44.12,6517.1
2018040209,9,4/2/2018,38.47,6481.8
2018040210,10,4/2/2018,38.47,6481.8
2018040211,11,4/2/2018,37.5,6649.8
2018040212,12,4/2/2018,37.5,6649.8
2018040213,13,4/2/2018,43.2,6871.8
2018040214,14,4/2/2018,43.2,6871.8
2018040215,15,4/2/2018,39.99,7238.9
2018040216,16,4/2/2018,39.99,7238.9
2018040217,17,4/2/2018,45.18,6900.6
2018040218,18,4/2/2018,45.18,6900.6
2018040219,19,4/2/2018,49.9,6425.8
2018040220,20,4/2/2018,49.9,6425.8
2018040221,21,4/2/2018,50,6204.8
2018040222,22,4/2/2018,50,6204.8
2018040223,23,4/2/2018,50.71,5946.5
2018040224,24,4/2/2018,50.71,5946.5
2018040225,25,4/2/2018,47.7,5790.5
2018040226,26,4/2/2018,47.7,5790.5
2018040227,27,4/2/2018,42.5,5971.8
2018040228,28,4/2/2018,42.5,5971.8
2018040229,29,4/2/2018,42.01,5879.8
2018040230,30,4/2/2018,42.01,5879.8
2018040231,31,4/2/2018,43.01,5126.9
2018040232,32,4/2/2018,43.01,5126.9
2018040233,33,4/2/2018,44.2,4604.1
2018040234,34,4/2/2018,44.2,4604.1
2018040235,35,4/2/2018,55.51,5216.8
2018040236,36,4/2/2018,55.51,5216.8
2018040237,37,4/2/2018,62.9,5109
2018040238,38,4/2/2018,62.9,5109
2018040239,39,4/2/2018,67.03,4497.1
2018040240,40,4/2/2018,67.03,4497.1
2018040241,41,4/2/2018,69.99,4626.6
2018040242,42,4/2/2018,69.99,4626.6
2018040243,43,4/2/2018,49.94,4219.8
2018040244,44,4/2/2018,49.94,4219.8
2018040245,45,4/2/2018,48.01,5046.5
2018040246,46,4/2/2018,48.01,5046.5
2018040347,47,4/3/2018,39.9,5230.5
2018040348,48,4/3/2018,39.9,5230.5
2018040301,1,4/3/2018,33.97,5533.4
2018040302,2,4/3/2018,33.97,5533.4
2018040303,3,4/3/2018,43.95,5547.3
2018040304,4,4/3/2018,43.95,5547.3
2018040305,5,4/3/2018,45.5,5756.2
2018040306,6,4/3/2018,45.5,5756.2
2018040307,7,4/3/2018,43.91,5952.5
2018040308,8,4/3/2018,43.91,5952.5
2018040309,9,4/3/2018,42.96,6162.2
2018040310,10,4/3/2018,42.96,6162.2
2018040311,11,4/3/2018,47.52,6048.9
2018040312,12,4/3/2018,47.52,6048.9
2018040313,13,4/3/2018,56.23,6445.7
2018040314,14,4/3/2018,56.23,6445.7
2018040315,15,4/3/2018,49.99,6982.1
2018040316,16,4/3/2018,49.99,6982.1
2018040317,17,4/3/2018,64,6796.2
2018040318,18,4/3/2018,64,6796.2
2018040319,19,4/3/2018,64.44,6962.5
2018040320,20,4/3/2018,64.44,6962.5
2018040321,21,4/3/2018,56.17,6999.8
2018040322,22,4/3/2018,56.17,6999.8
2018040323,23,4/3/2018,46,7602.4
2018040324,24,4/3/2018,46,7602.4
2018040325,25,4/3/2018,43.57,7513.6
2018040326,26,4/3/2018,43.57,7513.6
2018040327,27,4/3/2018,43,7499.3
2018040328,28,4/3/2018,43,7499.3
2018040329,29,4/3/2018,42,7457.7
2018040330,30,4/3/2018,42,7457.7
2018040331,31,4/3/2018,42,6617.1
2018040332,32,4/3/2018,42,6617.1
2018040333,33,4/3/2018,45.04,6166.9
2018040334,34,4/3/2018,45.04,6166.9
2018040335,35,4/3/2018,57.58,5428.8
2018040336,36,4/3/2018,57.58,5428.8
2018040337,37,4/3/2018,67,5420
2018040338,38,4/3/2018,67,5420
2018040339,39,4/3/2018,70,5032
2018040340,40,4/3/2018,70,5032
2018040341,41,4/3/2018,74.97,4927.8
2018040342,42,4/3/2018,74.97,4927.8
2018040343,43,4/3/2018,55,5244
2018040344,44,4/3/2018,55,5244
2018040345,45,4/3/2018,43,5632.9
2018040346,46,4/3/2018,43,5632.9
2018040447,47,4/4/2018,42,5658.7
2018040448,48,4/4/2018,42,5658.7
2018040401,1,4/4/2018,40.59,5546.4
2018040402,2,4/4/2018,40.59,5546.4
2018040403,3,4/4/2018,42,5631
2018040404,4,4/4/2018,42,5631
2018040405,5,4/4/2018,44.08,5494.5
2018040406,6,4/4/2018,44.08,5494.5
2018040407,7,4/4/2018,41.62,5416.3
2018040408,8,4/4/2018,41.62,5416.3
2018040409,9,4/4/2018,41.89,5417.5
2018040410,10,4/4/2018,41.89,5417.5
2018040411,11,4/4/2018,49.05,5371.4
2018040412,12,4/4/2018,49.05,5371.4
2018040413,13,4/4/2018,50.51,5578.3
2018040414,14,4/4/2018,50.51,5578.3
2018040415,15,4/4/2018,50.04,5937.5
2018040416,16,4/4/2018,50.04,5937.5
2018040417,17,4/4/2018,62.88,5924.7
2018040418,18,4/4/2018,62.88,5924.7
2018040419,19,4/4/2018,67.77,5845.2
2018040420,20,4/4/2018,67.77,5845.2
2018040421,21,4/4/2018,64.3,5826.5
2018040422,22,4/4/2018,64.3,5826.5
2018040423,23,4/4/2018,54.05,5783.6
2018040424,24,4/4/2018,54.05,5783.6
2018040425,25,4/4/2018,50.85,5774.2
2018040426,26,4/4/2018,50.85,5774.2
2018040427,27,4/4/2018,43.45,6221.2
2018040428,28,4/4/2018,43.45,6221.2
2018040429,29,4/4/2018,41.27,6795.7
2018040430,30,4/4/2018,41.27,6795.7
2018040431,31,4/4/2018,40.52,5469.3
2018040432,32,4/4/2018,40.52,5469.3
2018040433,33,4/4/2018,41.25,5717.2
2018040434,34,4/4/2018,41.25,5717.2
2018040435,35,4/4/2018,45.82,5850
2018040436,36,4/4/2018,45.82,5850
2018040437,37,4/4/2018,46.42,5930.9
2018040438,38,4/4/2018,46.42,5930.9
2018040439,39,4/4/2018,55.98,7435.5
2018040440,40,4/4/2018,55.98,7435.5
2018040441,41,4/4/2018,58.66,7175.6
2018040442,42,4/4/2018,58.66,7175.6
2018040443,43,4/4/2018,50.55,7918.9
2018040444,44,4/4/2018,50.55,7918.9
2018040445,45,4/4/2018,41,8080.3
2018040446,46,4/4/2018,41,8080.3
2018040547,47,4/5/2018,40.25,6534.5
2018040548,48,4/5/2018,40.25,6534.5
2018040501,1,4/5/2018,37.02,6574.5
2018040502,2,4/5/2018,37.02,6574.5
2018040503,3,4/5/2018,40.53,6836.1
2018040504,4,4/5/2018,40.53,6836.1
2018040505,5,4/5/2018,40.94,6818.6
2018040506,6,4/5/2018,40.94,6818.6
2018040507,7,4/5/2018,41.39,6636.5
2018040508,8,4/5/2018,41.39,6636.5
2018040509,9,4/5/2018,41.42,6489.2
2018040510,10,4/5/2018,41.42,6489.2
2018040511,11,4/5/2018,46.51,6218.5
2018040512,12,4/5/2018,46.51,6218.5
2018040513,13,4/5/2018,52,6856.3
2018040514,14,4/5/2018,52,6856.3
2018040515,15,4/5/2018,49.16,6075.6
2018040516,16,4/5/2018,49.16,6075.6
2018040517,17,4/5/2018,63.74,5486.7
2018040518,18,4/5/2018,63.74,5486.7
2018040519,19,4/5/2018,56.34,5364.8
2018040520,20,4/5/2018,56.34,5364.8
2018040521,21,4/5/2018,47.4,5475.1
2018040522,22,4/5/2018,47.4,5475.1
2018040523,23,4/5/2018,43.9,5357.5
2018040524,24,4/5/2018,43.9,5357.5
2018040525,25,4/5/2018,42.48,5379.3
2018040526,26,4/5/2018,42.48,5379.3
2018040527,27,4/5/2018,41.75,5424.8
2018040528,28,4/5/2018,41.75,5424.8
2018040529,29,4/5/2018,42,5338.1
2018040530,30,4/5/2018,42,5338.1
2018040531,31,4/5/2018,41.75,4425.5
2018040532,32,4/5/2018,41.75,4425.5
2018040533,33,4/5/2018,51.77,4743.6
2018040534,34,4/5/2018,51.77,4743.6
2018040535,35,4/5/2018,63.4,4988.2
2018040536,36,4/5/2018,63.4,4988.2
2018040537,37,4/5/2018,65.42,4918.9
2018040538,38,4/5/2018,65.42,4918.9
2018040539,39,4/5/2018,69.81,4295.2
2018040540,40,4/5/2018,69.81,4295.2
2018040541,41,4/5/2018,73.84,4928.1
2018040542,42,4/5/2018,73.84,4928.1
2018040543,43,4/5/2018,50.54,4719
2018040544,44,4/5/2018,50.54,4719
2018040545,45,4/5/2018,42,5323.7
2018040546,46,4/5/2018,42,5323.7
2018040647,47,4/6/2018,50.59,5419.1
2018040648,48,4/6/2018,50.59,5419.1
2018040601,1,4/6/2018,42.5,5681.8
2018040602,2,4/6/2018,42.5,5681.8
2018040603,3,4/6/2018,44.7,5834.9
2018040604,4,4/6/2018,44.7,5834.9
2018040605,5,4/6/2018,42.5,5942.8
2018040606,6,4/6/2018,42.5,5942.8
2018040607,7,4/6/2018,41.35,6068.7
2018040608,8,4/6/2018,41.35,6068.7
2018040609,9,4/6/2018,35.69,6028.3
2018040610,10,4/6/2018,35.69,6028.3
2018040611,11,4/6/2018,38.87,6113.6
2018040612,12,4/6/2018,38.87,6113.6
2018040613,13,4/6/2018,48.08,6292.1
2018040614,14,4/6/2018,48.08,6292.1
2018040615,15,4/6/2018,49.56,7188.4
2018040616,16,4/6/2018,49.56,7188.4
2018040617,17,4/6/2018,56.02,7099.6
2018040618,18,4/6/2018,56.02,7099.6
2018040619,19,4/6/2018,51,6964.7
2018040620,20,4/6/2018,51,6964.7
2018040621,21,4/6/2018,45.82,7056
2018040622,22,4/6/2018,45.82,7056
2018040623,23,4/6/2018,42.49,7265.9
2018040624,24,4/6/2018,42.49,7265.9
2018040625,25,4/6/2018,41.45,7294.6
2018040626,26,4/6/2018,41.45,7294.6
2018040627,27,4/6/2018,40.55,7276.7
2018040628,28,4/6/2018,40.55,7276.7
2018040629,29,4/6/2018,39.99,7372.8
2018040630,30,4/6/2018,39.99,7372.8
2018040631,31,4/6/2018,40,6838.4
2018040632,32,4/6/2018,40,6838.4
2018040633,33,4/6/2018,42.22,6650.5
2018040634,34,4/6/2018,42.22,6650.5
2018040635,35,4/6/2018,45.35,6535
2018040636,36,4/6/2018,45.35,6535
2018040637,37,4/6/2018,58.82,6447.9
2018040638,38,4/6/2018,58.82,6447.9
2018040639,39,4/6/2018,59.55,6880.1
2018040640,40,4/6/2018,59.55,6880.1
2018040641,41,4/6/2018,74.9,6734.6
2018040642,42,4/6/2018,74.9,6734.6
2018040643,43,4/6/2018,54.42,6477.7
2018040644,44,4/6/2018,54.42,6477.7
2018040645,45,4/6/2018,42.67,6565.1
2018040646,46,4/6/2018,42.67,6565.1
2018040747,47,4/7/2018,41.91,4277.7
2018040748,48,4/7/2018,41.91,4277.7
2018040701,1,4/7/2018,38.31,4161.6
2018040702,2,4/7/2018,38.31,4161.6
2018040703,3,4/7/2018,44.92,4097.9
2018040704,4,4/7/2018,44.92,4097.9
2018040705,5,4/7/2018,46.13,4049.6
2018040706,6,4/7/2018,46.13,4049.6
2018040707,7,4/7/2018,46.41,4088.9
2018040708,8,4/7/2018,46.41,4088.9
2018040709,9,4/7/2018,45.37,4071.8
2018040710,10,4/7/2018,45.37,4071.8
2018040711,11,4/7/2018,49.91,3933.9
2018040712,12,4/7/2018,49.91,3933.9
2018040713,13,4/7/2018,47,4286.7
2018040714,14,4/7/2018,47,4286.7
2018040715,15,4/7/2018,42.96,5212.9
2018040716,16,4/7/2018,42.96,5212.9
2018040717,17,4/7/2018,50.51,4922.3
2018040718,18,4/7/2018,50.51,4922.3
2018040719,19,4/7/2018,52.13,5207
2018040720,20,4/7/2018,52.13,5207
2018040721,21,4/7/2018,61.2,4997.2
2018040722,22,4/7/2018,61.2,4997.2
2018040723,23,4/7/2018,59.99,5108.5
2018040724,24,4/7/2018,59.99,5108.5
2018040725,25,4/7/2018,47.6,5411.4
2018040726,26,4/7/2018,47.6,5411.4
2018040727,27,4/7/2018,42.6,5576.3
2018040728,28,4/7/2018,42.6,5576.3
2018040729,29,4/7/2018,41.69,4676.5
2018040730,30,4/7/2018,41.69,4676.5
2018040731,31,4/7/2018,41.42,4757.6
2018040732,32,4/7/2018,41.42,4757.6
2018040733,33,4/7/2018,44.08,4543.7
2018040734,34,4/7/2018,44.08,4543.7
2018040735,35,4/7/2018,61.93,4397.3
2018040736,36,4/7/2018,61.93,4397.3
2018040737,37,4/7/2018,66.65,4807
2018040738,38,4/7/2018,66.65,4807
2018040739,39,4/7/2018,64.93,4793.4
2018040740,40,4/7/2018,64.93,4793.4
2018040741,41,4/7/2018,68.44,4743.3
2018040742,42,4/7/2018,68.44,4743.3
2018040743,43,4/7/2018,58,4573.8
2018040744,44,4/7/2018,58,4573.8
2018040745,45,4/7/2018,50.98,4227.5
2018040746,46,4/7/2018,50.98,4227.5
2018040847,47,4/8/2018,44.09,4879.7
2018040848,48,4/8/2018,44.09,4879.7
2018040801,1,4/8/2018,41.92,4414.5
2018040802,2,4/8/2018,41.92,4414.5
2018040803,3,4/8/2018,44.69,4383
2018040804,4,4/8/2018,44.69,4383
2018040805,5,4/8/2018,46.99,4533.4
2018040806,6,4/8/2018,46.99,4533.4
2018040807,7,4/8/2018,44.08,4369.1
2018040808,8,4/8/2018,44.08,4369.1
2018040809,9,4/8/2018,41.5,4294.8
2018040810,10,4/8/2018,41.5,4294.8
2018040811,11,4/8/2018,41.49,4379.5
2018040812,12,4/8/2018,41.49,4379.5
2018040813,13,4/8/2018,41.55,4399
2018040814,14,4/8/2018,41.55,4399
2018040815,15,4/8/2018,43,6201.4
2018040816,16,4/8/2018,43,6201.4
2018040817,17,4/8/2018,43.99,5734.1
2018040818,18,4/8/2018,43.99,5734.1
2018040819,19,4/8/2018,49.64,5237
2018040820,20,4/8/2018,49.64,5237
2018040821,21,4/8/2018,50.01,5362.2
2018040822,22,4/8/2018,50.01,5362.2
2018040823,23,4/8/2018,56.33,4948.7
2018040824,24,4/8/2018,56.33,4948.7
2018040825,25,4/8/2018,54.84,4932.3
2018040826,26,4/8/2018,54.84,4932.3
2018040827,27,4/8/2018,47.98,4829.4
2018040828,28,4/8/2018,47.98,4829.4
2018040829,29,4/8/2018,42.58,4316.7
2018040830,30,4/8/2018,42.58,4316.7
2018040831,31,4/8/2018,41.68,4165.9
2018040832,32,4/8/2018,41.68,4165.9
2018040833,33,4/8/2018,53.6,3810.4
2018040834,34,4/8/2018,53.6,3810.4
2018040835,35,4/8/2018,56.93,4534
2018040836,36,4/8/2018,56.93,4534
2018040837,37,4/8/2018,59.95,4746.9
2018040838,38,4/8/2018,59.95,4746.9
2018040839,39,4/8/2018,63.91,4899.4
2018040840,40,4/8/2018,63.91,4899.4
2018040841,41,4/8/2018,77.1,4993.8
2018040842,42,4/8/2018,77.1,4993.8
2018040843,43,4/8/2018,59.95,4241.8
2018040844,44,4/8/2018,59.95,4241.8
2018040845,45,4/8/2018,52.9,3541.8
2018040846,46,4/8/2018,52.9,3541.8
2018040947,47,4/9/2018,43.75,5785.3
2018040948,48,4/9/2018,43.75,5785.3
2018040901,1,4/9/2018,41.06,5397.9
2018040902,2,4/9/2018,41.06,5397.9
2018040903,3,4/9/2018,44.09,5453.9
2018040904,4,4/9/2018,44.09,5453.9
2018040905,5,4/9/2018,48,5334.3
2018040906,6,4/9/2018,48,5334.3
2018040907,7,4/9/2018,44.08,5524.6
2018040908,8,4/9/2018,44.08,5524.6
2018040909,9,4/9/2018,44.09,5820.3
2018040910,10,4/9/2018,44.09,5820.3
2018040911,11,4/9/2018,49.51,5833.4
2018040912,12,4/9/2018,49.51,5833.4
2018040913,13,4/9/2018,50.8,6415.2
2018040914,14,4/9/2018,50.8,6415.2
2018040915,15,4/9/2018,55.86,5640.7
2018040916,16,4/9/2018,55.86,5640.7
2018040917,17,4/9/2018,64.06,5668.5
2018040918,18,4/9/2018,64.06,5668.5
2018040919,19,4/9/2018,72.9,5833.2
2018040920,20,4/9/2018,72.9,5833.2
2018040921,21,4/9/2018,67.82,5638.8
2018040922,22,4/9/2018,67.82,5638.8
2018040923,23,4/9/2018,68,5928.4
2018040924,24,4/9/2018,68,5928.4
2018040925,25,4/9/2018,65,5839.8
2018040926,26,4/9/2018,65,5839.8
2018040927,27,4/9/2018,57,5773.7
2018040928,28,4/9/2018,57,5773.7
2018040929,29,4/9/2018,52.94,5101.2
2018040930,30,4/9/2018,52.94,5101.2
2018040931,31,4/9/2018,49.28,5297
2018040932,32,4/9/2018,49.28,5297
2018040933,33,4/9/2018,60.19,5291.8
2018040934,34,4/9/2018,60.19,5291.8
2018040935,35,4/9/2018,64.97,5293.6
2018040936,36,4/9/2018,64.97,5293.6
2018040937,37,4/9/2018,62.15,5270.7
2018040938,38,4/9/2018,62.15,5270.7
2018040939,39,4/9/2018,53.27,6027.3
2018040940,40,4/9/2018,53.27,6027.3
2018040941,41,4/9/2018,47.52,5979.9
2018040942,42,4/9/2018,47.52,5979.9
2018040943,43,4/9/2018,50.1,5994.4
