,quantity,settlementDate,settlementPeriod
2016112338,48828,2016-11-23,38
2016112337,48781,2016-11-23,37
2016112336,48752,2016-11-23,36
2016112335,48674,2016-11-23,35
2016112334,47931,2016-11-23,34
2016112333,47326,2016-11-23,33
2016112332,46391,2016-11-23,32
2016112331,46270,2016-11-23,31
2016112330,46188,2016-11-23,30
2016112329,46036,2016-11-23,29
2016112328,45714,2016-11-23,28
2016112327,45716,2016-11-23,27
2016112326,45677,2016-11-23,26
2016112325,45538,2016-11-23,25
2016112324,45635,2016-11-23,24
2016112323,45562,2016-11-23,23
2016112322,45639,2016-11-23,22
2016112321,45414,2016-11-23,21
2016112320,45236,2016-11-23,20
2016112319,45097,2016-11-23,19
2016112318,44892,2016-11-23,18
2016112317,44741,2016-11-23,17
2016112316,44241,2016-11-23,16
2016112315,43215,2016-11-23,15
2016112314,40005,2016-11-23,14
2016112313,36653,2016-11-23,13
2016112312,34948,2016-11-23,12
2016112311,33743,2016-11-23,11
2016112310,32817,2016-11-23,10
2016112309,32935,2016-11-23,9
2016112308,33082,2016-11-23,8
2016112307,33186,2016-11-23,7
2016112306,33302,2016-11-23,6
2016112305,33420,2016-11-23,5
2016112304,34011,2016-11-23,4
2016112303,34380,2016-11-23,3
2016112302,34593,2016-11-23,2
2016112301,34784,2016-11-23,1
2016112448,30852,2016-11-24,48
2016112447,34501,2016-11-24,47
2016112446,39935,2016-11-24,46
2016112445,41553,2016-11-24,45
2016112444,42711,2016-11-24,44
2016112443,44012,2016-11-24,43
2016112442,45606,2016-11-24,42
2016112441,46932,2016-11-24,41
2016112440,48702,2016-11-24,40
2016112439,49619,2016-11-24,39
2016112438,50288,2016-11-24,38
2016112437,50393,2016-11-24,37
2016112436,50515,2016-11-24,36
2016112435,50449,2016-11-24,35
2016112434,50044,2016-11-24,34
2016112433,49686,2016-11-24,33
2016112432,49156,2016-11-24,32
2016112431,49050,2016-11-24,31
2016112430,48353,2016-11-24,30
2016112429,47971,2016-11-24,29
2016112428,47910,2016-11-24,28
2016112427,47844,2016-11-24,27
2016112426,47856,2016-11-24,26
2016112425,47815,2016-11-24,25
2016112424,47790,2016-11-24,24
2016112423,47540,2016-11-24,23
2016112422,47384,2016-11-24,22
2016112421,47119,2016-11-24,21
2016112420,46846,2016-11-24,20
2016112419,46649,2016-11-24,19
2016112418,46369,2016-11-24,18
2016112417,46096,2016-11-24,17
2016112416,45402,2016-11-24,16
2016112415,44027,2016-11-24,15
2016112414,39277,2016-11-24,14
2016112413,36377,2016-11-24,13
2016112412,33478,2016-11-24,12
2016112411,32325,2016-11-24,11
2016112410,30919,2016-11-24,10
2016112409,30836,2016-11-24,9
2016112408,31088,2016-11-24,8
2016112407,31238,2016-11-24,7
2016112406,31591,2016-11-24,6
2016112405,31892,2016-11-24,5
2016112404,32424,2016-11-24,4
2016112403,32599,2016-11-24,3
2016112402,32794,2016-11-24,2
2016112401,32816,2016-11-24,1
2016112548,30022,2016-11-25,48
2016112547,32947,2016-11-25,47
2016112546,37709,2016-11-25,46
2016112545,40621,2016-11-25,45
2016112544,41746,2016-11-25,44
2016112543,42788,2016-11-25,43
2016112542,45337,2016-11-25,42
2016112541,47318,2016-11-25,41
2016112540,48249,2016-11-25,40
2016112539,48458,2016-11-25,39
2016112538,49080,2016-11-25,38
2016112537,49203,2016-11-25,37
2016112536,49243,2016-11-25,36
2016112535,49157,2016-11-25,35
2016112534,48827,2016-11-25,34
2016112533,48654,2016-11-25,33
2016112532,48348,2016-11-25,32
2016112531,48057,2016-11-25,31
2016112530,47601,2016-11-25,30
2016112529,47305,2016-11-25,29
2016112528,47377,2016-11-25,28
2016112527,47660,2016-11-25,27
2016112526,47813,2016-11-25,26
2016112525,47786,2016-11-25,25
2016112524,47806,2016-11-25,24
2016112523,47528,2016-11-25,23
2016112522,47335,2016-11-25,22
2016112521,46981,2016-11-25,21
2016112520,46678,2016-11-25,20
2016112519,46376,2016-11-25,19
2016112518,45990,2016-11-25,18
2016112517,45685,2016-11-25,17
2016112516,45088,2016-11-25,16
2016112515,44287,2016-11-25,15
2016112514,40042,2016-11-25,14
2016112513,36236,2016-11-25,13
2016112512,33123,2016-11-25,12
2016112511,32071,2016-11-25,11
2016112510,31008,2016-11-25,10
2016112509,30853,2016-11-25,9
2016112508,31051,2016-11-25,8
2016112507,31322,2016-11-25,7
2016112506,31796,2016-11-25,6
2016112505,31807,2016-11-25,5
2016112504,32513,2016-11-25,4
2016112503,32811,2016-11-25,3
2016112502,33047,2016-11-25,2
2016112501,32979,2016-11-25,1
2016112648,30895,2016-11-26,48
2016112647,32994,2016-11-26,47
2016112646,37194,2016-11-26,46
2016112645,38222,2016-11-26,45
2016112644,39495,2016-11-26,44
2016112643,41294,2016-11-26,43
2016112642,42719,2016-11-26,42
2016112641,43858,2016-11-26,41
2016112640,44549,2016-11-26,40
2016112639,44913,2016-11-26,39
2016112638,45355,2016-11-26,38
2016112637,45407,2016-11-26,37
2016112636,45439,2016-11-26,36
2016112635,45437,2016-11-26,35
2016112634,44684,2016-11-26,34
2016112633,43869,2016-11-26,33
2016112632,43258,2016-11-26,32
2016112631,42877,2016-11-26,31
2016112630,42689,2016-11-26,30
2016112629,42831,2016-11-26,29
2016112628,42997,2016-11-26,28
2016112627,43055,2016-11-26,27
2016112626,43193,2016-11-26,26
2016112625,42950,2016-11-26,25
2016112624,42718,2016-11-26,24
2016112623,42565,2016-11-26,23
2016112622,42422,2016-11-26,22
2016112621,42212,2016-11-26,21
2016112620,41735,2016-11-26,20
2016112619,40922,2016-11-26,19
2016112618,39856,2016-11-26,18
2016112617,38939,2016-11-26,17
2016112616,37557,2016-11-26,16
2016112615,36593,2016-11-26,15
2016112614,33393,2016-11-26,14
2016112613,31669,2016-11-26,13
2016112612,30856,2016-11-26,12
2016112611,30440,2016-11-26,11
2016112610,30407,2016-11-26,10
2016112609,30425,2016-11-26,9
2016112608,30454,2016-11-26,8
2016112607,30689,2016-11-26,7
2016112606,31349,2016-11-26,6
2016112605,31495,2016-11-26,5
2016112604,32224,2016-11-26,4
2016112603,32311,2016-11-26,3
2016112602,32413,2016-11-26,2
2016112601,32468,2016-11-26,1
2016112748,33752,2016-11-27,48
2016112747,35784,2016-11-27,47
2016112746,39164,2016-11-27,46
2016112745,40298,2016-11-27,45
2016112744,40966,2016-11-27,44
2016112743,41579,2016-11-27,43
2016112742,42914,2016-11-27,42
2016112741,43624,2016-11-27,41
2016112740,44270,2016-11-27,40
2016112739,45158,2016-11-27,39
2016112738,46330,2016-11-27,38
2016112737,46357,2016-11-27,37
2016112736,46351,2016-11-27,36
2016112735,46242,2016-11-27,35
2016112734,45839,2016-11-27,34
2016112733,45189,2016-11-27,33
2016112732,44111,2016-11-27,32
2016112731,43353,2016-11-27,31
2016112730,42715,2016-11-27,30
2016112729,42212,2016-11-27,29
2016112728,42150,2016-11-27,28
2016112727,42223,2016-11-27,27
2016112726,42035,2016-11-27,26
2016112725,41895,2016-11-27,25
2016112724,41442,2016-11-27,24
2016112723,40837,2016-11-27,23
2016112722,40487,2016-11-27,22
2016112721,39636,2016-11-27,21
2016112720,39268,2016-11-27,20
2016112719,38680,2016-11-27,19
2016112718,36848,2016-11-27,18
2016112717,35431,2016-11-27,17
2016112716,33950,2016-11-27,16
2016112715,33472,2016-11-27,15
2016112714,31817,2016-11-27,14
2016112713,30687,2016-11-27,13
2016112712,30114,2016-11-27,12
2016112711,29929,2016-11-27,11
2016112710,29813,2016-11-27,10
2016112709,29720,2016-11-27,9
2016112708,30286,2016-11-27,8
2016112707,30521,2016-11-27,7
2016112706,30841,2016-11-27,6
2016112705,31094,2016-11-27,5
2016112704,31423,2016-11-27,4
2016112703,31591,2016-11-27,3
2016112702,31595,2016-11-27,2
2016112701,31580,2016-11-27,1
2016112848,34394,2016-11-28,48
2016112847,36416,2016-11-28,47
2016112846,41098,2016-11-28,46
2016112845,42593,2016-11-28,45
2016112844,44868,2016-11-28,44
2016112843,46673,2016-11-28,43
2016112842,48372,2016-11-28,42
2016112841,49310,2016-11-28,41
2016112840,49682,2016-11-28,40
2016112839,49992,2016-11-28,39
2016112838,50448,2016-11-28,38
2016112837,50505,2016-11-28,37
2016112836,50704,2016-11-28,36
2016112835,50650,2016-11-28,35
2016112834,50047,2016-11-28,34
2016112833,49980,2016-11-28,33
2016112832,49353,2016-11-28,32
2016112831,49575,2016-11-28,31
2016112830,49145,2016-11-28,30
2016112829,49494,2016-11-28,29
2016112828,49366,2016-11-28,28
2016112827,49916,2016-11-28,27
2016112826,49805,2016-11-28,26
2016112825,49638,2016-11-28,25
2016112824,49452,2016-11-28,24
2016112823,48799,2016-11-28,23
2016112822,49175,2016-11-28,22
2016112821,48621,2016-11-28,21
2016112820,48628,2016-11-28,20
2016112819,47897,2016-11-28,19
2016112818,47599,2016-11-28,18
2016112817,46744,2016-11-28,17
2016112816,46175,2016-11-28,16
2016112815,44872,2016-11-28,15
2016112814,39773,2016-11-28,14
2016112813,36130,2016-11-28,13
2016112812,33536,2016-11-28,12
2016112811,32667,2016-11-28,11
2016112810,31427,2016-11-28,10
2016112809,31354,2016-11-28,9
2016112808,31375,2016-11-28,8
2016112807,31496,2016-11-28,7
2016112806,31919,2016-11-28,6
2016112805,32024,2016-11-28,5
2016112804,32051,2016-11-28,4
2016112803,32109,2016-11-28,3
2016112802,32397,2016-11-28,2
2016112801,32447,2016-11-28,1
2016112948,31940,2016-11-29,48
2016112947,36008,2016-11-29,47
2016112946,42504,2016-11-29,46
2016112945,44578,2016-11-29,45
2016112944,46071,2016-11-29,44
2016112943,46637,2016-11-29,43
2016112942,47656,2016-11-29,42
2016112941,48227,2016-11-29,41
2016112940,48840,2016-11-29,40
2016112939,49447,2016-11-29,39
2016112938,50235,2016-11-29,38
2016112937,50330,2016-11-29,37
2016112936,50488,2016-11-29,36
2016112935,50218,2016-11-29,35
2016112934,49342,2016-11-29,34
2016112933,48844,2016-11-29,33
2016112932,48364,2016-11-29,32
2016112931,48384,2016-11-29,31
2016112930,48214,2016-11-29,30
2016112929,48334,2016-11-29,29
2016112928,48507,2016-11-29,28
2016112927,48871,2016-11-29,27
2016112926,49471,2016-11-29,26
2016112925,49462,2016-11-29,25
2016112924,49563,2016-11-29,24
2016112923,49432,2016-11-29,23
2016112922,49094,2016-11-29,22
2016112921,48618,2016-11-29,21
2016112920,48140,2016-11-29,20
2016112919,47698,2016-11-29,19
2016112918,47205,2016-11-29,18
2016112917,46966,2016-11-29,17
2016112916,46544,2016-11-29,16
2016112915,45209,2016-11-29,15
2016112914,40433,2016-11-29,14
2016112913,37561,2016-11-29,13
2016112912,35728,2016-11-29,12
2016112911,33690,2016-11-29,11
2016112910,31351,2016-11-29,10
2016112909,31234,2016-11-29,9
2016112908,31255,2016-11-29,8
2016112907,31304,2016-11-29,7
2016112906,31490,2016-11-29,6
2016112905,31564,2016-11-29,5
2016112904,31909,2016-11-29,4
2016112903,32207,2016-11-29,3
2016112902,32408,2016-11-29,2
2016112901,32320,2016-11-29,1
2016113048,34164,2016-11-30,48
2016113047,38642,2016-11-30,47
2016113046,43795,2016-11-30,46
2016113045,45669,2016-11-30,45
2016113044,46861,2016-11-30,44
2016113043,47957,2016-11-30,43
2016113042,49339,2016-11-30,42
2016113041,50778,2016-11-30,41
2016113040,52327,2016-11-30,40
2016113039,52898,2016-11-30,39
2016113038,53373,2016-11-30,38
2016113037,53553,2016-11-30,37
2016113036,53584,2016-11-30,36
2016113035,53576,2016-11-30,35
2016113034,53412,2016-11-30,34
2016113033,52853,2016-11-30,33
2016113032,51749,2016-11-30,32
2016113031,51087,2016-11-30,31
2016113030,50604,2016-11-30,30
2016113029,50731,2016-11-30,29
2016113028,50823,2016-11-30,28
2016113027,50927,2016-11-30,27
2016113026,50979,2016-11-30,26
2016113025,50904,2016-11-30,25
2016113024,50986,2016-11-30,24
2016113023,50832,2016-11-30,23
2016113022,50802,2016-11-30,22
2016113021,50372,2016-11-30,21
2016113020,50048,2016-11-30,20
2016113019,49665,2016-11-30,19
2016113018,49359,2016-11-30,18
2016113017,49130,2016-11-30,17
2016113016,48691,2016-11-30,16
2016113015,47481,2016-11-30,15
2016113014,42618,2016-11-30,14
2016113013,39419,2016-11-30,13
2016113012,36960,2016-11-30,12
2016113011,35894,2016-11-30,11
2016113010,35160,2016-11-30,10
2016113009,34968,2016-11-30,9
2016113008,34848,2016-11-30,8
2016113007,34765,2016-11-30,7
2016113006,34915,2016-11-30,6
2016113005,34901,2016-11-30,5
2016113004,35326,2016-11-30,4
2016113003,35588,2016-11-30,3
2016113002,35826,2016-11-30,2
2016113001,35808,2016-11-30,1
2016120148,32343,2016-12-01,48
2016120147,35966,2016-12-01,47
2016120146,41355,2016-12-01,46
2016120145,43919,2016-12-01,45
2016120144,45766,2016-12-01,44
2016120143,46813,2016-12-01,43
2016120142,48222,2016-12-01,42
2016120141,49543,2016-12-01,41
2016120140,50635,2016-12-01,40
2016120139,51052,2016-12-01,39
2016120138,51833,2016-12-01,38
2016120137,52057,2016-12-01,37
2016120136,52238,2016-12-01,36
2016120135,52380,2016-12-01,35
2016120134,52334,2016-12-01,34
2016120133,51843,2016-12-01,33
2016120132,50704,2016-12-01,32
2016120131,50176,2016-12-01,31
2016120130,49650,2016-12-01,30
2016120129,49294,2016-12-01,29
2016120128,49411,2016-12-01,28
2016120127,49607,2016-12-01,27
2016120126,49748,2016-12-01,26
2016120125,49760,2016-12-01,25
2016120124,49802,2016-12-01,24
2016120123,50115,2016-12-01,23
2016120122,50366,2016-12-01,22
2016120121,50210,2016-12-01,21
2016120120,50054,2016-12-01,20
2016120119,49932,2016-12-01,19
2016120118,49910,2016-12-01,18
2016120117,49848,2016-12-01,17
2016120116,49483,2016-12-01,16
2016120115,47882,2016-12-01,15
2016120114,41977,2016-12-01,14
2016120113,38674,2016-12-01,13
2016120112,36752,2016-12-01,12
2016120111,36108,2016-12-01,11
2016120110,35072,2016-12-01,10
2016120109,35032,2016-12-01,9
2016120108,35457,2016-12-01,8
2016120107,35560,2016-12-01,7
2016120106,35688,2016-12-01,6
2016120105,36027,2016-12-01,5
2016120104,36821,2016-12-01,4
2016120103,36787,2016-12-01,3
2016120102,36956,2016-12-01,2
2016120101,36810,2016-12-01,1
2016120248,30710,2016-12-02,48
2016120247,35907,2016-12-02,47
2016120246,41241,2016-12-02,46
2016120245,43596,2016-12-02,45
2016120244,44914,2016-12-02,44
2016120243,45886,2016-12-02,43
2016120242,46732,2016-12-02,42
2016120241,47172,2016-12-02,41
2016120240,47760,2016-12-02,40
2016120239,48088,2016-12-02,39
2016120238,48617,2016-12-02,38
2016120237,48695,2016-12-02,37
2016120236,48771,2016-12-02,36
2016120235,48760,2016-12-02,35
2016120234,48469,2016-12-02,34
2016120233,48281,2016-12-02,33
2016120232,48009,2016-12-02,32
2016120231,48189,2016-12-02,31
2016120230,48001,2016-12-02,30
2016120229,48008,2016-12-02,29
2016120228,48082,2016-12-02,28
2016120227,48191,2016-12-02,27
2016120226,48324,2016-12-02,26
2016120225,48304,2016-12-02,25
2016120224,48371,2016-12-02,24
2016120223,48264,2016-12-02,23
2016120222,48338,2016-12-02,22
2016120221,48254,2016-12-02,21
2016120220,48124,2016-12-02,20
2016120219,48041,2016-12-02,19
2016120218,47821,2016-12-02,18
2016120217,47586,2016-12-02,17
2016120216,47248,2016-12-02,16
2016120215,45921,2016-12-02,15
2016120214,41526,2016-12-02,14
2016120213,38624,2016-12-02,13
2016120212,36427,2016-12-02,12
2016120211,35925,2016-12-02,11
2016120210,35554,2016-12-02,10
2016120209,35589,2016-12-02,9
2016120208,35706,2016-12-02,8
2016120207,35803,2016-12-02,7
2016120206,35899,2016-12-02,6
2016120205,36069,2016-12-02,5
2016120204,36594,2016-12-02,4
2016120203,37009,2016-12-02,3
2016120202,37357,2016-12-02,2
2016120201,37460,2016-12-02,1
2016120348,34375,2016-12-03,48
2016120347,35755,2016-12-03,47
2016120346,38459,2016-12-03,46
2016120345,39334,2016-12-03,45
2016120344,40047,2016-12-03,44
2016120343,41183,2016-12-03,43
2016120342,42162,2016-12-03,42
2016120341,43068,2016-12-03,41
2016120340,44653,2016-12-03,40
2016120339,45369,2016-12-03,39
2016120338,45987,2016-12-03,38
2016120337,45965,2016-12-03,37
2016120336,45848,2016-12-03,36
2016120335,45744,2016-12-03,35
2016120334,45432,2016-12-03,34
2016120333,44747,2016-12-03,33
2016120332,43625,2016-12-03,32
2016120331,42640,2016-12-03,31
2016120330,41755,2016-12-03,30
2016120329,41785,2016-12-03,29
2016120328,41970,2016-12-03,28
2016120327,42118,2016-12-03,27
2016120326,42367,2016-12-03,26
2016120325,42306,2016-12-03,25
2016120324,42279,2016-12-03,24
2016120323,42023,2016-12-03,23
2016120322,41789,2016-12-03,22
2016120321,41486,2016-12-03,21
2016120320,41026,2016-12-03,20
2016120319,40410,2016-12-03,19
2016120318,39552,2016-12-03,18
2016120317,38826,2016-12-03,17
2016120316,38249,2016-12-03,16
2016120315,37617,2016-12-03,15
2016120314,34572,2016-12-03,14
2016120313,32975,2016-12-03,13
2016120312,32861,2016-12-03,12
2016120311,32778,2016-12-03,11
2016120310,32746,2016-12-03,10
2016120309,32714,2016-12-03,9
2016120308,32682,2016-12-03,8
2016120307,32721,2016-12-03,7
2016120306,33155,2016-12-03,6
2016120305,33240,2016-12-03,5
2016120304,33899,2016-12-03,4
2016120303,33943,2016-12-03,3
2016120302,33955,2016-12-03,2
2016120301,33968,2016-12-03,1
2016120448,35122,2016-12-04,48
2016120447,36918,2016-12-04,47
2016120446,40676,2016-12-04,46
2016120445,42501,2016-12-04,45
2016120444,43366,2016-12-04,44
2016120443,44082,2016-12-04,43
2016120442,44612,2016-12-04,42
2016120441,44884,2016-12-04,41
2016120440,46176,2016-12-04,40
2016120439,47708,2016-12-04,39
2016120438,48344,2016-12-04,38
2016120437,48436,2016-12-04,37
2016120436,48524,2016-12-04,36
2016120435,48405,2016-12-04,35
2016120434,47719,2016-12-04,34
2016120433,47059,2016-12-04,33
2016120432,46033,2016-12-04,32
2016120431,45240,2016-12-04,31
2016120430,44527,2016-12-04,30
2016120429,43956,2016-12-04,29
2016120428,44094,2016-12-04,28
2016120427,44388,2016-12-04,27
2016120426,44659,2016-12-04,26
2016120425,44582,2016-12-04,25
2016120424,44516,2016-12-04,24
2016120423,44051,2016-12-04,23
2016120422,43180,2016-12-04,22
2016120421,42612,2016-12-04,21
2016120420,41997,2016-12-04,20
2016120419,41275,2016-12-04,19
2016120418,38514,2016-12-04,18
2016120417,37574,2016-12-04,17
2016120416,36184,2016-12-04,16
2016120415,34797,2016-12-04,15
2016120414,33343,2016-12-04,14
2016120413,31862,2016-12-04,13
2016120412,31456,2016-12-04,12
2016120411,31276,2016-12-04,11
2016120410,31237,2016-12-04,10
2016120409,31227,2016-12-04,9
2016120408,31378,2016-12-04,8
2016120407,32023,2016-12-04,7
2016120406,32476,2016-12-04,6
2016120405,32579,2016-12-04,5
2016120404,33469,2016-12-04,4
2016120403,33679,2016-12-04,3
2016120402,33691,2016-12-04,2
2016120401,33807,2016-12-04,1
2016120548,31480,2016-12-05,48
2016120547,34973,2016-12-05,47
2016120546,40991,2016-12-05,46
2016120545,43735,2016-12-05,45
2016120544,44963,2016-12-05,44
2016120543,46689,2016-12-05,43
2016120542,48704,2016-12-05,42
2016120541,49328,2016-12-05,41
2016120540,49545,2016-12-05,40
2016120539,49710,2016-12-05,39
2016120538,49974,2016-12-05,38
2016120537,50023,2016-12-05,37
2016120536,50053,2016-12-05,36
2016120535,50055,2016-12-05,35
2016120534,49509,2016-12-05,34
2016120533,49210,2016-12-05,33
2016120532,48739,2016-12-05,32
2016120531,48685,2016-12-05,31
2016120530,48544,2016-12-05,30
2016120529,48649,2016-12-05,29
2016120528,48869,2016-12-05,28
2016120527,49041,2016-12-05,27
2016120526,49239,2016-12-05,26
2016120525,49161,2016-12-05,25
2016120524,49046,2016-12-05,24
2016120523,48857,2016-12-05,23
2016120522,48723,2016-12-05,22
2016120521,48529,2016-12-05,21
2016120520,48367,2016-12-05,20
2016120519,48219,2016-12-05,19
2016120518,48009,2016-12-05,18
2016120517,47967,2016-12-05,17
2016120516,47546,2016-12-05,16
2016120515,46336,2016-12-05,15
2016120514,42244,2016-12-05,14
2016120513,37844,2016-12-05,13
2016120512,34642,2016-12-05,12
2016120511,33565,2016-12-05,11
2016120510,32629,2016-12-05,10
2016120509,32175,2016-12-05,9
2016120508,32193,2016-12-05,8
2016120507,32427,2016-12-05,7
2016120506,32731,2016-12-05,6
2016120505,32836,2016-12-05,5
2016120504,32912,2016-12-05,4
2016120503,32990,2016-12-05,3
2016120502,33097,2016-12-05,2
2016120501,33256,2016-12-05,1
2016120648,35132,2016-12-06,48
2016120647,38163,2016-12-06,47
2016120646,42303,2016-12-06,46
2016120645,44059,2016-12-06,45
2016120644,44925,2016-12-06,44
2016120643,47006,2016-12-06,43
2016120642,48793,2016-12-06,42
2016120641,50677,2016-12-06,41
2016120640,52105,2016-12-06,40
2016120639,52276,2016-12-06,39
2016120638,52580,2016-12-06,38
2016120637,52479,2016-12-06,37
2016120636,52258,2016-12-06,36
2016120635,52045,2016-12-06,35
2016120634,51530,2016-12-06,34
2016120633,51124,2016-12-06,33
2016120632,50832,2016-12-06,32
2016120631,50651,2016-12-06,31
2016120630,50672,2016-12-06,30
2016120629,50795,2016-12-06,29
2016120628,50815,2016-12-06,28
2016120627,50670,2016-12-06,27
2016120626,50545,2016-12-06,26
2016120625,50450,2016-12-06,25
2016120624,50368,2016-12-06,24
