,quantity,settlementDate,settlementPeriod
2018100334,37575,2018-10-03,34
2018100333,37838,2018-10-03,33
2018100332,37895,2018-10-03,32
2018100331,38130,2018-10-03,31
2018100330,38353,2018-10-03,30
2018100329,38518,2018-10-03,29
2018100328,38562,2018-10-03,28
2018100327,38418,2018-10-03,27
2018100326,38138,2018-10-03,26
2018100325,37679,2018-10-03,25
2018100324,37612,2018-10-03,24
2018100323,37229,2018-10-03,23
2018100322,36671,2018-10-03,22
2018100321,36085,2018-10-03,21
2018100320,35756,2018-10-03,20
2018100319,35258,2018-10-03,19
2018100318,34843,2018-10-03,18
2018100317,34627,2018-10-03,17
2018100316,34607,2018-10-03,16
2018100315,33855,2018-10-03,15
2018100314,29760,2018-10-03,14
2018100313,26509,2018-10-03,13
2018100312,24162,2018-10-03,12
2018100311,22615,2018-10-03,11
2018100310,21527,2018-10-03,10
2018100309,21140,2018-10-03,9
2018100308,21179,2018-10-03,8
2018100307,21462,2018-10-03,7
2018100306,21756,2018-10-03,6
2018100305,21975,2018-10-03,5
2018100304,22057,2018-10-03,4
2018100303,22457,2018-10-03,3
2018100302,25706,2018-10-03,2
2018100301,26018,2018-10-03,1
2018100448,23012,2018-10-04,48
2018100447,25914,2018-10-04,47
2018100446,31014,2018-10-04,46
2018100445,32992,2018-10-04,45
2018100444,33916,2018-10-04,44
2018100443,34905,2018-10-04,43
2018100442,36013,2018-10-04,42
2018100441,36332,2018-10-04,41
2018100440,36800,2018-10-04,40
2018100439,37133,2018-10-04,39
2018100438,37396,2018-10-04,38
2018100437,37732,2018-10-04,37
2018100436,37978,2018-10-04,36
2018100435,38214,2018-10-04,35
2018100434,38368,2018-10-04,34
2018100433,38431,2018-10-04,33
2018100432,38488,2018-10-04,32
2018100431,38773,2018-10-04,31
2018100430,38709,2018-10-04,30
2018100429,38762,2018-10-04,29
2018100428,39089,2018-10-04,28
2018100427,39177,2018-10-04,27
2018100426,39365,2018-10-04,26
2018100425,39106,2018-10-04,25
2018100424,38859,2018-10-04,24
2018100423,38406,2018-10-04,23
2018100422,37964,2018-10-04,22
2018100421,37386,2018-10-04,21
2018100420,36791,2018-10-04,20
2018100419,36363,2018-10-04,19
2018100418,35808,2018-10-04,18
2018100417,35374,2018-10-04,17
2018100416,35052,2018-10-04,16
2018100415,34313,2018-10-04,15
2018100414,30920,2018-10-04,14
2018100413,27810,2018-10-04,13
2018100412,24707,2018-10-04,12
2018100411,23641,2018-10-04,11
2018100410,22340,2018-10-04,10
2018100409,22356,2018-10-04,9
2018100408,22282,2018-10-04,8
2018100407,22319,2018-10-04,7
2018100406,22448,2018-10-04,6
2018100405,22512,2018-10-04,5
2018100404,22546,2018-10-04,4
2018100403,22573,2018-10-04,3
2018100402,24675,2018-10-04,2
2018100401,24700,2018-10-04,1
2018100548,21755,2018-10-05,48
2018100547,24605,2018-10-05,47
2018100546,28898,2018-10-05,46
2018100545,30911,2018-10-05,45
2018100544,32459,2018-10-05,44
2018100543,33479,2018-10-05,43
2018100542,34602,2018-10-05,42
2018100541,34823,2018-10-05,41
2018100540,34820,2018-10-05,40
2018100539,34816,2018-10-05,39
2018100538,34825,2018-10-05,38
2018100537,34982,2018-10-05,37
2018100536,35264,2018-10-05,36
2018100535,35667,2018-10-05,35
2018100534,35731,2018-10-05,34
2018100533,35969,2018-10-05,33
2018100532,36045,2018-10-05,32
2018100531,36463,2018-10-05,31
2018100530,36923,2018-10-05,30
2018100529,37266,2018-10-05,29
2018100528,37517,2018-10-05,28
2018100527,37623,2018-10-05,27
2018100526,37643,2018-10-05,26
2018100525,37567,2018-10-05,25
2018100524,37459,2018-10-05,24
2018100523,37059,2018-10-05,23
2018100522,36743,2018-10-05,22
2018100521,36334,2018-10-05,21
2018100520,36076,2018-10-05,20
2018100519,35729,2018-10-05,19
2018100518,35382,2018-10-05,18
2018100517,34872,2018-10-05,17
2018100516,34342,2018-10-05,16
2018100515,33779,2018-10-05,15
2018100514,30184,2018-10-05,14
2018100513,27536,2018-10-05,13
2018100512,25335,2018-10-05,12
2018100511,24464,2018-10-05,11
2018100510,23668,2018-10-05,10
2018100509,23599,2018-10-05,9
2018100508,23638,2018-10-05,8
2018100507,23684,2018-10-05,7
2018100506,23751,2018-10-05,6
2018100505,23910,2018-10-05,5
2018100504,24243,2018-10-05,4
2018100503,24405,2018-10-05,3
2018100502,21983,2018-10-05,2
2018100501,22222,2018-10-05,1
2018100648,22855,2018-10-06,48
2018100647,24494,2018-10-06,47
2018100646,28010,2018-10-06,46
2018100645,29668,2018-10-06,45
2018100644,30167,2018-10-06,44
2018100643,30890,2018-10-06,43
2018100642,32425,2018-10-06,42
2018100641,33138,2018-10-06,41
2018100640,33566,2018-10-06,40
2018100639,33647,2018-10-06,39
2018100638,33699,2018-10-06,38
2018100637,33853,2018-10-06,37
2018100636,34101,2018-10-06,36
2018100635,34471,2018-10-06,35
2018100634,34686,2018-10-06,34
2018100633,34507,2018-10-06,33
2018100632,33935,2018-10-06,32
2018100631,33774,2018-10-06,31
2018100630,33776,2018-10-06,30
2018100629,33581,2018-10-06,29
2018100628,33352,2018-10-06,28
2018100627,33272,2018-10-06,27
2018100626,32914,2018-10-06,26
2018100625,32637,2018-10-06,25
2018100624,32340,2018-10-06,24
2018100623,31982,2018-10-06,23
2018100622,31648,2018-10-06,22
2018100621,31290,2018-10-06,21
2018100620,30988,2018-10-06,20
2018100619,30772,2018-10-06,19
2018100618,30057,2018-10-06,18
2018100617,29088,2018-10-06,17
2018100616,29102,2018-10-06,16
2018100615,28874,2018-10-06,15
2018100614,27224,2018-10-06,14
2018100613,25256,2018-10-06,13
2018100612,23115,2018-10-06,12
2018100611,22686,2018-10-06,11
2018100610,22538,2018-10-06,10
2018100609,22447,2018-10-06,9
2018100608,22331,2018-10-06,8
2018100607,22463,2018-10-06,7
2018100606,23204,2018-10-06,6
2018100605,23147,2018-10-06,5
2018100604,23101,2018-10-06,4
2018100603,23072,2018-10-06,3
2018100602,21098,2018-10-06,2
2018100601,21113,2018-10-06,1
2018100748,23219,2018-10-07,48
2018100747,25396,2018-10-07,47
2018100746,27976,2018-10-07,46
2018100745,28014,2018-10-07,45
2018100744,28741,2018-10-07,44
2018100743,29866,2018-10-07,43
2018100742,30619,2018-10-07,42
2018100741,30623,2018-10-07,41
2018100740,30591,2018-10-07,40
2018100739,30550,2018-10-07,39
2018100738,30500,2018-10-07,38
2018100737,30496,2018-10-07,37
2018100736,30514,2018-10-07,36
2018100735,30544,2018-10-07,35
2018100734,30203,2018-10-07,34
2018100733,30208,2018-10-07,33
2018100732,29385,2018-10-07,32
2018100731,29982,2018-10-07,31
2018100730,30851,2018-10-07,30
2018100729,31313,2018-10-07,29
2018100728,31767,2018-10-07,28
2018100727,32007,2018-10-07,27
2018100726,32355,2018-10-07,26
2018100725,32239,2018-10-07,25
2018100724,32058,2018-10-07,24
2018100723,31454,2018-10-07,23
2018100722,30627,2018-10-07,22
2018100721,29508,2018-10-07,21
2018100720,28176,2018-10-07,20
2018100719,27152,2018-10-07,19
2018100718,26102,2018-10-07,18
2018100717,25041,2018-10-07,17
2018100716,24042,2018-10-07,16
2018100715,23644,2018-10-07,15
2018100714,23208,2018-10-07,14
2018100713,22562,2018-10-07,13
2018100712,22102,2018-10-07,12
2018100711,21845,2018-10-07,11
2018100710,21689,2018-10-07,10
2018100709,21648,2018-10-07,9
2018100708,21610,2018-10-07,8
2018100707,21613,2018-10-07,7
2018100706,21629,2018-10-07,6
2018100705,21678,2018-10-07,5
2018100704,21573,2018-10-07,4
2018100703,21466,2018-10-07,3
2018100702,21996,2018-10-07,2
2018100701,22128,2018-10-07,1
2018100848,27394,2018-10-08,48
2018100847,29934,2018-10-08,47
2018100846,33361,2018-10-08,46
2018100845,34373,2018-10-08,45
2018100844,35301,2018-10-08,44
2018100843,35954,2018-10-08,43
2018100842,36453,2018-10-08,42
2018100841,36441,2018-10-08,41
2018100840,36389,2018-10-08,40
2018100839,36367,2018-10-08,39
2018100838,36337,2018-10-08,38
2018100837,36254,2018-10-08,37
2018100836,36392,2018-10-08,36
2018100835,36667,2018-10-08,35
2018100834,36778,2018-10-08,34
2018100833,36779,2018-10-08,33
2018100832,36492,2018-10-08,32
2018100831,36534,2018-10-08,31
2018100830,37173,2018-10-08,30
2018100829,37488,2018-10-08,29
2018100828,37643,2018-10-08,28
2018100827,37699,2018-10-08,27
2018100826,38237,2018-10-08,26
2018100825,38372,2018-10-08,25
2018100824,38179,2018-10-08,24
2018100823,37865,2018-10-08,23
2018100822,37372,2018-10-08,22
2018100821,36983,2018-10-08,21
2018100820,36468,2018-10-08,20
2018100819,35650,2018-10-08,19
2018100818,34987,2018-10-08,18
2018100817,34285,2018-10-08,17
2018100816,33674,2018-10-08,16
2018100815,33049,2018-10-08,15
2018100814,28815,2018-10-08,14
2018100813,25482,2018-10-08,13
2018100812,23009,2018-10-08,12
2018100811,21875,2018-10-08,11
2018100810,20829,2018-10-08,10
2018100809,20903,2018-10-08,9
2018100808,20819,2018-10-08,8
2018100807,20877,2018-10-08,7
2018100806,20986,2018-10-08,6
2018100805,21069,2018-10-08,5
2018100804,21165,2018-10-08,4
2018100803,21242,2018-10-08,3
2018100802,22953,2018-10-08,2
2018100801,22983,2018-10-08,1
2018100948,23568,2018-10-09,48
2018100947,26232,2018-10-09,47
2018100946,30740,2018-10-09,46
2018100945,32304,2018-10-09,45
2018100944,33777,2018-10-09,44
2018100943,34887,2018-10-09,43
2018100942,35625,2018-10-09,42
2018100941,35886,2018-10-09,41
2018100940,35950,2018-10-09,40
2018100939,36025,2018-10-09,39
2018100938,36120,2018-10-09,38
2018100937,36371,2018-10-09,37
2018100936,36736,2018-10-09,36
2018100935,37083,2018-10-09,35
2018100934,36387,2018-10-09,34
2018100933,35547,2018-10-09,33
2018100932,35482,2018-10-09,32
2018100931,35991,2018-10-09,31
2018100930,36450,2018-10-09,30
2018100929,37135,2018-10-09,29
2018100928,37754,2018-10-09,28
2018100927,38144,2018-10-09,27
2018100926,38809,2018-10-09,26
2018100925,38817,2018-10-09,25
2018100924,38549,2018-10-09,24
2018100923,38074,2018-10-09,23
2018100922,37548,2018-10-09,22
2018100921,36951,2018-10-09,21
2018100920,36309,2018-10-09,20
2018100919,35609,2018-10-09,19
2018100918,34943,2018-10-09,18
2018100917,34425,2018-10-09,17
2018100916,33641,2018-10-09,16
2018100915,33121,2018-10-09,15
2018100914,29928,2018-10-09,14
2018100913,26579,2018-10-09,13
2018100912,24051,2018-10-09,12
2018100911,22655,2018-10-09,11
2018100910,21504,2018-10-09,10
2018100909,21366,2018-10-09,9
2018100908,21393,2018-10-09,8
2018100907,21390,2018-10-09,7
2018100906,21406,2018-10-09,6
2018100905,21441,2018-10-09,5
2018100904,21463,2018-10-09,4
2018100903,21501,2018-10-09,3
2018100902,25721,2018-10-09,2
2018100901,25729,2018-10-09,1
2018101048,23699,2018-10-10,48
2018101047,25894,2018-10-10,47
2018101046,30124,2018-10-10,46
2018101045,31309,2018-10-10,45
2018101044,32064,2018-10-10,44
2018101043,32819,2018-10-10,43
2018101042,34161,2018-10-10,42
2018101041,35277,2018-10-10,41
2018101040,35929,2018-10-10,40
2018101039,35876,2018-10-10,39
2018101038,35806,2018-10-10,38
2018101037,35753,2018-10-10,37
2018101036,35824,2018-10-10,36
2018101035,36161,2018-10-10,35
2018101034,36534,2018-10-10,34
2018101033,37063,2018-10-10,33
2018101032,37129,2018-10-10,32
2018101031,37598,2018-10-10,31
2018101030,38095,2018-10-10,30
2018101029,38611,2018-10-10,29
2018101028,39428,2018-10-10,28
2018101027,39493,2018-10-10,27
2018101026,39477,2018-10-10,26
2018101025,39227,2018-10-10,25
2018101024,38914,2018-10-10,24
2018101023,38448,2018-10-10,23
2018101022,37843,2018-10-10,22
2018101021,36958,2018-10-10,21
2018101020,35751,2018-10-10,20
2018101019,34486,2018-10-10,19
2018101018,33305,2018-10-10,18
2018101017,32316,2018-10-10,17
2018101016,31574,2018-10-10,16
2018101015,30832,2018-10-10,15
2018101014,27865,2018-10-10,14
2018101013,25076,2018-10-10,13
2018101012,23425,2018-10-10,12
2018101011,22305,2018-10-10,11
2018101010,21698,2018-10-10,10
2018101009,21318,2018-10-10,9
2018101008,21283,2018-10-10,8
2018101007,21350,2018-10-10,7
2018101006,21275,2018-10-10,6
2018101005,21409,2018-10-10,5
2018101004,21452,2018-10-10,4
2018101003,21331,2018-10-10,3
2018101002,21498,2018-10-10,2
2018101001,21688,2018-10-10,1
2018101148,22708,2018-10-11,48
2018101147,25168,2018-10-11,47
2018101146,28589,2018-10-11,46
2018101145,29945,2018-10-11,45
2018101144,31747,2018-10-11,44
2018101143,32747,2018-10-11,43
2018101142,33770,2018-10-11,42
2018101141,34370,2018-10-11,41
2018101140,35000,2018-10-11,40
2018101139,35205,2018-10-11,39
2018101138,35563,2018-10-11,38
2018101137,36213,2018-10-11,37
2018101136,36944,2018-10-11,36
2018101135,37648,2018-10-11,35
2018101134,38212,2018-10-11,34
2018101133,38433,2018-10-11,33
2018101132,38239,2018-10-11,32
2018101131,38454,2018-10-11,31
2018101130,38530,2018-10-11,30
2018101129,38525,2018-10-11,29
2018101128,38655,2018-10-11,28
2018101127,38757,2018-10-11,27
2018101126,38906,2018-10-11,26
2018101125,38949,2018-10-11,25
2018101124,39010,2018-10-11,24
2018101123,38790,2018-10-11,23
2018101122,38434,2018-10-11,22
2018101121,37929,2018-10-11,21
2018101120,37315,2018-10-11,20
2018101119,36656,2018-10-11,19
2018101118,36076,2018-10-11,18
2018101117,35470,2018-10-11,17
2018101116,35056,2018-10-11,16
2018101115,34306,2018-10-11,15
2018101114,30201,2018-10-11,14
2018101113,26539,2018-10-11,13
2018101112,24497,2018-10-11,12
2018101111,22743,2018-10-11,11
2018101110,22172,2018-10-11,10
2018101109,21970,2018-10-11,9
2018101108,21894,2018-10-11,8
2018101107,21894,2018-10-11,7
2018101106,21900,2018-10-11,6
2018101105,21935,2018-10-11,5
2018101104,21989,2018-10-11,4
2018101103,22081,2018-10-11,3
2018101102,23178,2018-10-11,2
2018101101,23240,2018-10-11,1
2018101248,23875,2018-10-12,48
2018101247,26684,2018-10-12,47
2018101246,30141,2018-10-12,46
2018101245,31237,2018-10-12,45
2018101244,32104,2018-10-12,44
2018101243,32596,2018-10-12,43
2018101242,33391,2018-10-12,42
2018101241,33789,2018-10-12,41
2018101240,34184,2018-10-12,40
2018101239,34466,2018-10-12,39
2018101238,34652,2018-10-12,38
2018101237,34800,2018-10-12,37
2018101236,35000,2018-10-12,36
2018101235,35217,2018-10-12,35
2018101234,35260,2018-10-12,34
2018101233,35191,2018-10-12,33
2018101232,35134,2018-10-12,32
2018101231,35200,2018-10-12,31
2018101230,35154,2018-10-12,30
2018101229,35351,2018-10-12,29
2018101228,35526,2018-10-12,28
2018101227,35565,2018-10-12,27
2018101226,35803,2018-10-12,26
2018101225,35675,2018-10-12,25
2018101224,35504,2018-10-12,24
2018101223,35310,2018-10-12,23
2018101222,35069,2018-10-12,22
2018101221,34676,2018-10-12,21
2018101220,34175,2018-10-12,20
2018101219,33841,2018-10-12,19
2018101218,33614,2018-10-12,18
2018101217,33410,2018-10-12,17
2018101216,33162,2018-10-12,16
2018101215,31955,2018-10-12,15
2018101214,29196,2018-10-12,14
2018101213,27318,2018-10-12,13
2018101212,25792,2018-10-12,12
2018101211,25066,2018-10-12,11
2018101210,24470,2018-10-12,10
2018101209,23876,2018-10-12,9
2018101208,23325,2018-10-12,8
2018101207,22905,2018-10-12,7
2018101206,22575,2018-10-12,6
2018101205,22401,2018-10-12,5
2018101204,22023,2018-10-12,4
2018101203,21509,2018-10-12,3
2018101202,22617,2018-10-12,2
2018101201,22367,2018-10-12,1
2018101348,24062,2018-10-13,48
2018101347,26250,2018-10-13,47
2018101346,28692,2018-10-13,46
2018101345,29503,2018-10-13,45
2018101344,30479,2018-10-13,44
2018101343,31178,2018-10-13,43
2018101342,31491,2018-10-13,42
2018101341,31602,2018-10-13,41
2018101340,31887,2018-10-13,40
2018101339,32193,2018-10-13,39
2018101338,32202,2018-10-13,38
2018101337,32204,2018-10-13,37
2018101336,32259,2018-10-13,36
2018101335,32413,2018-10-13,35
2018101334,32375,2018-10-13,34
2018101333,32545,2018-10-13,33
2018101332,32683,2018-10-13,32
2018101331,32634,2018-10-13,31
2018101330,32705,2018-10-13,30
2018101329,32745,2018-10-13,29
2018101328,32655,2018-10-13,28
2018101327,32380,2018-10-13,27
2018101326,32443,2018-10-13,26
2018101325,32281,2018-10-13,25
2018101324,31922,2018-10-13,24
2018101323,31555,2018-10-13,23
2018101322,31196,2018-10-13,22
2018101321,30850,2018-10-13,21
2018101320,30487,2018-10-13,20
2018101319,30111,2018-10-13,19
2018101318,29465,2018-10-13,18
2018101317,29126,2018-10-13,17
2018101316,27932,2018-10-13,16
2018101315,26990,2018-10-13,15
2018101314,24830,2018-10-13,14
2018101313,22559,2018-10-13,13
2018101312,21591,2018-10-13,12
2018101311,21015,2018-10-13,11
2018101310,20957,2018-10-13,10
2018101309,21250,2018-10-13,9
2018101308,21551,2018-10-13,8
2018101307,21881,2018-10-13,7
2018101306,22217,2018-10-13,6
2018101305,22540,2018-10-13,5
2018101304,22890,2018-10-13,4
2018101303,23339,2018-10-13,3
2018101302,22119,2018-10-13,2
2018101301,22491,2018-10-13,1
2018101448,21831,2018-10-14,48
2018101447,23344,2018-10-14,47
2018101446,26214,2018-10-14,46
2018101445,27714,2018-10-14,45
2018101444,29611,2018-10-14,44
2018101443,31265,2018-10-14,43
2018101442,32482,2018-10-14,42
2018101441,32791,2018-10-14,41
2018101440,32834,2018-10-14,40
2018101439,32881,2018-10-14,39
2018101438,32898,2018-10-14,38
2018101437,32933,2018-10-14,37
2018101436,32985,2018-10-14,36
2018101435,33031,2018-10-14,35
2018101434,32189,2018-10-14,34
2018101433,31783,2018-10-14,33
2018101432,31497,2018-10-14,32
2018101431,31250,2018-10-14,31
2018101430,31143,2018-10-14,30
2018101429,31016,2018-10-14,29
2018101428,30797,2018-10-14,28
2018101427,30887,2018-10-14,27
2018101426,30750,2018-10-14,26
2018101425,30583,2018-10-14,25
2018101424,30634,2018-10-14,24
2018101423,30463,2018-10-14,23
2018101422,30228,2018-10-14,22
2018101421,29914,2018-10-14,21
2018101420,29148,2018-10-14,20
2018101419,28507,2018-10-14,19
2018101418,27059,2018-10-14,18
2018101417,26304,2018-10-14,17
2018101416,24875,2018-10-14,16
2018101415,24400,2018-10-14,15
2018101414,22747,2018-10-14,14
2018101413,20770,2018-10-14,13
2018101412,20707,2018-10-14,12
2018101411,20533,2018-10-14,11
2018101410,20539,2018-10-14,10
2018101409,20770,2018-10-14,9
2018101408,21063,2018-10-14,8
2018101407,21542,2018-10-14,7
2018101406,21896,2018-10-14,6
2018101405,22273,2018-10-14,5
2018101404,22618,2018-10-14,4
2018101403,22945,2018-10-14,3
2018101402,22826,2018-10-14,2
2018101401,23138,2018-10-14,1
2018101548,21267,2018-10-15,48
2018101547,24032,2018-10-15,47
2018101546,28576,2018-10-15,46
2018101545,30504,2018-10-15,45
2018101544,33015,2018-10-15,44
2018101543,35044,2018-10-15,43
2018101542,37023,2018-10-15,42
2018101541,37894,2018-10-15,41
2018101540,38558,2018-10-15,40
2018101539,38920,2018-10-15,39
2018101538,39093,2018-10-15,38
2018101537,39148,2018-10-15,37
2018101536,39237,2018-10-15,36
2018101535,39310,2018-10-15,35
2018101534,39531,2018-10-15,34
2018101533,39824,2018-10-15,33
2018101532,39748,2018-10-15,32
2018101531,39724,2018-10-15,31
2018101530,39616,2018-10-15,30
2018101529,39752,2018-10-15,29
2018101528,39888,2018-10-15,28
2018101527,39988,2018-10-15,27
2018101526,40005,2018-10-15,26
2018101525,39922,2018-10-15,25
2018101524,39814,2018-10-15,24
2018101523,39611,2018-10-15,23
2018101522,39499,2018-10-15,22
2018101521,39253,2018-10-15,21
2018101520,39118,2018-10-15,20
2018101519,38891,2018-10-15,19
2018101518,38679,2018-10-15,18
2018101517,38390,2018-10-15,17
2018101516,37987,2018-10-15,16
2018101515,37132,2018-10-15,15
2018101514,33253,2018-10-15,14
2018101513,28618,2018-10-15,13
2018101512,24684,2018-10-15,12
2018101511,23168,2018-10-15,11
2018101510,22591,2018-10-15,10
2018101509,22346,2018-10-15,9
2018101508,22214,2018-10-15,8
2018101507,22094,2018-10-15,7
2018101506,22013,2018-10-15,6
2018101505,21975,2018-10-15,5
2018101504,21979,2018-10-15,4
2018101503,22212,2018-10-15,3
2018101502,21042,2018-10-15,2
2018101501,21007,2018-10-15,1
2018101648,23729,2018-10-16,48
2018101647,26909,2018-10-16,47
2018101646,31620,2018-10-16,46
2018101645,33450,2018-10-16,45
2018101644,35284,2018-10-16,44
2018101643,37035,2018-10-16,43
2018101642,38979,2018-10-16,42
2018101641,39823,2018-10-16,41
2018101640,40097,2018-10-16,40
2018101639,40432,2018-10-16,39
2018101638,40782,2018-10-16,38
2018101637,40899,2018-10-16,37
2018101636,41100,2018-10-16,36
2018101635,41558,2018-10-16,35
2018101634,42080,2018-10-16,34
2018101633,42557,2018-10-16,33
2018101632,41936,2018-10-16,32
2018101631,41410,2018-10-16,31
2018101630,41384,2018-10-16,30
2018101629,41696,2018-10-16,29
2018101628,41596,2018-10-16,28
2018101627,41602,2018-10-16,27
2018101626,41679,2018-10-16,26
2018101625,41246,2018-10-16,25
2018101624,40666,2018-10-16,24
2018101623,39856,2018-10-16,23
2018101622,39123,2018-10-16,22
2018101621,38479,2018-10-16,21
2018101620,38122,2018-10-16,20
2018101619,37512,2018-10-16,19
2018101618,36999,2018-10-16,18
2018101617,36653,2018-10-16,17
2018101616,36340,2018-10-16,16
2018101615,35886,2018-10-16,15
2018101614,32926,2018-10-16,14
2018101613,29731,2018-10-16,13
2018101612,26517,2018-10-16,12
2018101611,24799,2018-10-16,11
2018101610,23098,2018-10-16,10
2018101609,22749,2018-10-16,9
2018101608,22876,2018-10-16,8
2018101607,22798,2018-10-16,7
2018101606,22913,2018-10-16,6
2018101605,22842,2018-10-16,5
2018101604,22772,2018-10-16,4
2018101603,22592,2018-10-16,3
2018101602,20633,2018-10-16,2
2018101601,20517,2018-10-16,1
2018101748,23020,2018-10-17,48
2018101747,26629,2018-10-17,47
2018101746,32459,2018-10-17,46
2018101745,35057,2018-10-17,45
2018101744,37428,2018-10-17,44
2018101743,39092,2018-10-17,43
2018101742,40507,2018-10-17,42
2018101741,41064,2018-10-17,41
2018101740,41355,2018-10-17,40
2018101739,41325,2018-10-17,39
2018101738,41263,2018-10-17,38
2018101737,41109,2018-10-17,37
2018101736,41014,2018-10-17,36
2018101735,41215,2018-10-17,35
2018101734,41504,2018-10-17,34
2018101733,41837,2018-10-17,33
2018101732,41222,2018-10-17,32
2018101731,41197,2018-10-17,31
2018101730,41457,2018-10-17,30
2018101729,41715,2018-10-17,29
2018101728,41915,2018-10-17,28
2018101727,41955,2018-10-17,27
2018101726,41910,2018-10-17,26
2018101725,42066,2018-10-17,25
2018101724,42361,2018-10-17,24
2018101723,42053,2018-10-17,23
2018101722,41713,2018-10-17,22
2018101721,41465,2018-10-17,21
2018101720,41448,2018-10-17,20
2018101719,41143,2018-10-17,19
2018101718,40831,2018-10-17,18
2018101717,40504,2018-10-17,17
2018101716,39875,2018-10-17,16
2018101715,39132,2018-10-17,15
2018101714,35690,2018-10-17,14
2018101713,30762,2018-10-17,13
2018101712,27537,2018-10-17,12
2018101711,25759,2018-10-17,11
2018101710,23863,2018-10-17,10
2018101709,23619,2018-10-17,9
2018101708,23447,2018-10-17,8
2018101707,23656,2018-10-17,7
2018101706,23859,2018-10-17,6
2018101705,24053,2018-10-17,5
2018101704,24259,2018-10-17,4
2018101703,24484,2018-10-17,3
2018101702,22775,2018-10-17,2
2018101701,23000,2018-10-17,1
2018101848,22964,2018-10-18,48
2018101847,26604,2018-10-18,47
2018101846,30563,2018-10-18,46
2018101845,32099,2018-10-18,45
2018101844,34624,2018-10-18,44
2018101843,35918,2018-10-18,43
2018101842,37123,2018-10-18,42
2018101841,37544,2018-10-18,41
2018101840,37974,2018-10-18,40
2018101839,37950,2018-10-18,39
2018101838,37934,2018-10-18,38
2018101837,37817,2018-10-18,37
2018101836,37798,2018-10-18,36
2018101835,38233,2018-10-18,35
2018101834,38241,2018-10-18,34
2018101833,38572,2018-10-18,33
2018101832,38357,2018-10-18,32
2018101831,38461,2018-10-18,31
2018101830,38341,2018-10-18,30
2018101829,38653,2018-10-18,29
2018101828,39223,2018-10-18,28
2018101827,39524,2018-10-18,27
2018101826,39800,2018-10-18,26
2018101825,39813,2018-10-18,25
2018101824,39668,2018-10-18,24
2018101823,39438,2018-10-18,23
2018101822,39298,2018-10-18,22
2018101821,38808,2018-10-18,21
2018101820,38123,2018-10-18,20
2018101819,37424,2018-10-18,19
2018101818,36883,2018-10-18,18
2018101817,36432,2018-10-18,17
2018101816,36208,2018-10-18,16
2018101815,36168,2018-10-18,15
2018101814,32892,2018-10-18,14
2018101813,29490,2018-10-18,13
2018101812,27021,2018-10-18,12
2018101811,25725,2018-10-18,11
2018101810,24897,2018-10-18,10
2018101809,24833,2018-10-18,9
2018101808,24777,2018-10-18,8
2018101807,24793,2018-10-18,7
2018101806,24980,2018-10-18,6
2018101805,24966,2018-10-18,5
2018101804,24952,2018-10-18,4
2018101803,24965,2018-10-18,3
2018101802,22102,2018-10-18,2
2018101801,22119,2018-10-18,1
2018101948,21415,2018-10-19,48
2018101947,22893,2018-10-19,47
2018101946,26545,2018-10-19,46
2018101945,29887,2018-10-19,45
2018101944,32594,2018-10-19,44
2018101943,33603,2018-10-19,43
2018101942,35243,2018-10-19,42
2018101941,36464,2018-10-19,41
2018101940,37083,2018-10-19,40
2018101939,37261,2018-10-19,39
2018101938,37323,2018-10-19,38
2018101937,37479,2018-10-19,37
2018101936,37479,2018-10-19,36
2018101935,38041,2018-10-19,35
2018101934,38533,2018-10-19,34
2018101933,39084,2018-10-19,33
2018101932,39470,2018-10-19,32
2018101931,39734,2018-10-19,31
2018101930,40029,2018-10-19,30
2018101929,40803,2018-10-19,29
2018101928,41106,2018-10-19,28
2018101927,41280,2018-10-19,27
2018101926,41585,2018-10-19,26
2018101925,41944,2018-10-19,25
2018101924,41987,2018-10-19,24
2018101923,41547,2018-10-19,23
2018101922,41349,2018-10-19,22
2018101921,40881,2018-10-19,21
2018101920,40385,2018-10-19,20
2018101919,39686,2018-10-19,19
2018101918,39025,2018-10-19,18
2018101917,38413,2018-10-19,17
2018101916,37943,2018-10-19,16
2018101915,37334,2018-10-19,15
2018101914,33884,2018-10-19,14
2018101913,30458,2018-10-19,13
2018101912,27476,2018-10-19,12
2018101911,25357,2018-10-19,11
2018101910,24097,2018-10-19,10
2018101909,23972,2018-10-19,9
2018101908,23890,2018-10-19,8
2018101907,23805,2018-10-19,7
2018101906,24028,2018-10-19,6
2018101905,24241,2018-10-19,5
2018101904,24463,2018-10-19,4
2018101903,24479,2018-10-19,3
2018101902,19713,2018-10-19,2
2018101901,20696,2018-10-19,1
2018102048,23668,2018-10-20,48
2018102047,26100,2018-10-20,47
2018102046,29148,2018-10-20,46
2018102045,29739,2018-10-20,45
2018102044,30225,2018-10-20,44
2018102043,30288,2018-10-20,43
2018102042,30846,2018-10-20,42
2018102041,31457,2018-10-20,41
2018102040,32125,2018-10-20,40
2018102039,32347,2018-10-20,39
2018102038,32438,2018-10-20,38
2018102037,32460,2018-10-20,37
2018102036,32347,2018-10-20,36
2018102035,32196,2018-10-20,35
2018102034,31590,2018-10-20,34
2018102033,31305,2018-10-20,33
2018102032,31590,2018-10-20,32
2018102031,31754,2018-10-20,31
2018102030,31638,2018-10-20,30
2018102029,32132,2018-10-20,29
