,settlementDate,settlementPeriod,solar,wind_off,wind_on
2016011239,1/12/2016,39,0,3614.037,3185.065
2016011238,1/12/2016,38,0,3602.432,3137.95
2016011237,1/12/2016,37,0,3602.432,3137.95
2016011236,1/12/2016,36,0,3607.41,3106.91
2016011235,1/12/2016,35,38,3607.41,3106.91
2016011234,1/12/2016,34,76,3619.625,3074.901
2016011233,1/12/2016,33,252,3619.625,3074.901
2016011232,1/12/2016,32,427,3621.931,3052.868
2016011231,1/12/2016,31,679,3621.931,3052.868
2016011230,1/12/2016,30,931,3650.55,2953.522
2016011229,1/12/2016,29,1125,3650.55,2953.522
2016011228,1/12/2016,28,1319,3645.671,2846.023
2016011227,1/12/2016,27,1429,3645.671,2846.023
2016011226,1/12/2016,26,1538,3584.505,2703.341
2016011225,1/12/2016,25,1484,3584.505,2703.341
2016011224,1/12/2016,24,1430,3570.782,2586.708
2016011223,1/12/2016,23,1234,3570.782,2586.708
2016011222,1/12/2016,22,1038,3532.766,2414.265
2016011221,1/12/2016,21,801,3532.766,2414.265
2016011220,1/12/2016,20,563,3559.404,2571.626
2016011219,1/12/2016,19,363,3559.404,2571.626
2016011218,1/12/2016,18,162,3525.186,2431.007
2016011217,1/12/2016,17,81,3525.186,2431.007
2016011216,1/12/2016,16,0,3501.654,2326.878
2016011215,1/12/2016,15,0,3501.654,2326.878
2016011214,1/12/2016,14,0,3473.251,2403.29
2016011213,1/12/2016,13,0,3473.251,2403.29
2016011212,1/12/2016,12,0,3416.4,2266.584
2016011211,1/12/2016,11,0,3416.4,2266.584
2016011210,1/12/2016,10,0,3324.987,2133.911
2016011209,1/12/2016,9,0,3324.987,2133.911
2016011208,1/12/2016,8,0,3284.112,2102.969
2016011207,1/12/2016,7,0,3284.112,2102.969
2016011206,1/12/2016,6,0,3165.323,2016.491
2016011205,1/12/2016,5,0,3165.323,2016.491
2016011204,1/12/2016,4,0,3062.275,1941.816
2016011203,1/12/2016,3,0,3062.275,1941.816
2016011202,1/12/2016,2,0,2958.599,1843.392
2016011201,1/12/2016,1,0,2958.599,1843.392
2016011348,1/13/2016,48,0,2164.93,1411.594
2016011347,1/13/2016,47,0,2164.93,1411.594
2016011346,1/13/2016,46,0,2062.078,1383.948
2016011345,1/13/2016,45,0,2062.078,1383.948
2016011344,1/13/2016,44,0,1927.382,1363.815
2016011343,1/13/2016,43,0,1927.382,1363.815
2016011342,1/13/2016,42,0,1781.677,1354.122
2016011341,1/13/2016,41,0,1781.677,1354.122
2016011340,1/13/2016,40,0,1614.159,1349.528
2016011339,1/13/2016,39,0,1614.159,1349.528
2016011338,1/13/2016,38,0,1453.598,1347.829
2016011337,1/13/2016,37,0,1453.598,1347.829
2016011336,1/13/2016,36,0,1368.505,1346.695
2016011335,1/13/2016,35,40,1368.505,1346.695
2016011334,1/13/2016,34,80,1318.556,1335.855
2016011333,1/13/2016,33,277,1318.556,1335.855
2016011332,1/13/2016,32,474,1275.523,1298.944
2016011331,1/13/2016,31,780,1275.523,1298.944
2016011330,1/13/2016,30,1085,1566.808,1364.033
2016011329,1/13/2016,29,1353,1566.808,1364.033
2016011328,1/13/2016,28,1621,1802.622,1448.447
2016011327,1/13/2016,27,1801,1802.622,1448.447
2016011326,1/13/2016,26,1980,2048.175,1550.448
2016011325,1/13/2016,25,1940,2048.175,1550.448
2016011324,1/13/2016,24,1900,2369.22,1662.143
2016011323,1/13/2016,23,1659,2369.22,1662.143
2016011322,1/13/2016,22,1418,2629.809,1789.944
2016011321,1/13/2016,21,1104,2629.809,1789.944
2016011320,1/13/2016,20,789,2715.046,1933.321
2016011319,1/13/2016,19,508,2715.046,1933.321
2016011318,1/13/2016,18,227,3001.917,2205.435
2016011317,1/13/2016,17,114,3001.917,2205.435
2016011316,1/13/2016,16,0,3257.162,2526.679
2016011315,1/13/2016,15,0,3257.162,2526.679
2016011314,1/13/2016,14,0,3451.347,2862.747
2016011313,1/13/2016,13,0,3451.347,2862.747
2016011312,1/13/2016,12,0,3588.767,3134.419
2016011311,1/13/2016,11,0,3588.767,3134.419
2016011310,1/13/2016,10,0,3717.078,3368.611
2016011309,1/13/2016,9,0,3717.078,3368.611
2016011308,1/13/2016,8,0,3817.897,3551.115
2016011307,1/13/2016,7,0,3817.897,3551.115
2016011306,1/13/2016,6,0,3853.257,3673.224
2016011305,1/13/2016,5,0,3853.257,3673.224
2016011304,1/13/2016,4,0,3868.636,3756.977
2016011303,1/13/2016,3,0,3868.636,3756.977
2016011302,1/13/2016,2,0,3890.826,3667.43
2016011301,1/13/2016,1,0,3890.826,3667.43
2016011448,1/14/2016,48,0,3772.389,2703.103
2016011447,1/14/2016,47,0,3772.389,2703.103
2016011446,1/14/2016,46,0,3767.764,2645.007
2016011445,1/14/2016,45,0,3767.764,2645.007
2016011444,1/14/2016,44,0,3741.259,2579.786
2016011443,1/14/2016,43,0,3741.259,2579.786
2016011442,1/14/2016,42,0,3712.517,2579.974
2016011441,1/14/2016,41,0,3712.517,2579.974
2016011440,1/14/2016,40,0,3680.083,2570.501
2016011439,1/14/2016,39,0,3680.083,2570.501
2016011438,1/14/2016,38,0,3639.668,2564.293
2016011437,1/14/2016,37,0,3639.668,2564.293
2016011436,1/14/2016,36,0,3591.805,2524.724
2016011435,1/14/2016,35,51,3591.805,2524.724
2016011434,1/14/2016,34,102,3514.016,2483.804
2016011433,1/14/2016,33,307,3514.016,2483.804
2016011432,1/14/2016,32,512,3421.183,2445.512
2016011431,1/14/2016,31,766,3421.183,2445.512
2016011430,1/14/2016,30,1019,3369.198,2333.603
2016011429,1/14/2016,29,1174,3369.198,2333.603
2016011428,1/14/2016,28,1328,3266.269,2220.351
2016011427,1/14/2016,27,1378,3266.269,2220.351
2016011426,1/14/2016,26,1427,3179.464,2128.234
2016011425,1/14/2016,25,1357,3179.464,2128.234
2016011424,1/14/2016,24,1287,3052.954,2070.753
2016011423,1/14/2016,23,1122,3052.954,2070.753
2016011422,1/14/2016,22,957,2909.453,2021.671
2016011421,1/14/2016,21,744,2909.453,2021.671
2016011420,1/14/2016,20,530,2769.346,1983.962
2016011419,1/14/2016,19,330,2769.346,1983.962
2016011418,1/14/2016,18,130,2663.524,1989.511
2016011417,1/14/2016,17,65,2663.524,1989.511
2016011416,1/14/2016,16,0,2553.212,2000.718
2016011415,1/14/2016,15,0,2553.212,2000.718
2016011414,1/14/2016,14,0,2501.873,1979.26
2016011413,1/14/2016,13,0,2501.873,1979.26
2016011412,1/14/2016,12,0,2427.097,1892.091
2016011411,1/14/2016,11,0,2427.097,1892.091
2016011410,1/14/2016,10,0,2341.254,1812.194
2016011409,1/14/2016,9,0,2341.254,1812.194
2016011408,1/14/2016,8,0,2345.667,1752.217
2016011407,1/14/2016,7,0,2345.667,1752.217
2016011406,1/14/2016,6,0,2257.824,1621.052
2016011405,1/14/2016,5,0,2257.824,1621.052
2016011404,1/14/2016,4,0,2154.477,1465.411
2016011403,1/14/2016,3,0,2154.477,1465.411
2016011402,1/14/2016,2,0,2076.059,1347.169
2016011401,1/14/2016,1,0,2076.059,1347.169
2016011548,1/15/2016,48,0,2163.147,3259.408
2016011547,1/15/2016,47,0,2163.147,3259.408
2016011546,1/15/2016,46,0,2250.618,3465.306
2016011545,1/15/2016,45,0,2250.618,3465.306
2016011544,1/15/2016,44,0,2491.89,3674.635
2016011543,1/15/2016,43,0,2491.89,3674.635
2016011542,1/15/2016,42,0,2672.248,3854.065
2016011541,1/15/2016,41,0,2672.248,3854.065
2016011540,1/15/2016,40,0,2823.601,4016.759
2016011539,1/15/2016,39,0,2823.601,4016.759
2016011538,1/15/2016,38,0,2939.477,4143.484
2016011537,1/15/2016,37,0,2939.477,4143.484
2016011536,1/15/2016,36,0,3120.299,4200.55
2016011535,1/15/2016,35,63,3120.299,4200.55
2016011534,1/15/2016,34,125,3282.537,4237.98
2016011533,1/15/2016,33,384,3282.537,4237.98
2016011532,1/15/2016,32,642,3393.997,4189.67
2016011531,1/15/2016,31,992,3393.997,4189.67
2016011530,1/15/2016,30,1342,3529.673,4121.008
2016011529,1/15/2016,29,1604,3529.673,4121.008
2016011528,1/15/2016,28,1865,3558.2,3696.278
2016011527,1/15/2016,27,2005,3558.2,3696.278
2016011526,1/15/2016,26,2144,3659.067,3629.414
2016011525,1/15/2016,25,2066,3659.067,3629.414
2016011524,1/15/2016,24,1987,3783.964,3933.713
2016011523,1/15/2016,23,1723,3783.964,3933.713
2016011522,1/15/2016,22,1458,3793.699,3925.081
2016011521,1/15/2016,21,1129,3793.699,3925.081
2016011520,1/15/2016,20,799,3835.213,3960.234
2016011519,1/15/2016,19,516,3835.213,3960.234
2016011518,1/15/2016,18,233,3776.22,3956.679
2016011517,1/15/2016,17,117,3776.22,3956.679
2016011516,1/15/2016,16,0,3723.945,3951.755
2016011515,1/15/2016,15,0,3723.945,3951.755
2016011514,1/15/2016,14,0,3669.169,3870.268
2016011513,1/15/2016,13,0,3669.169,3870.268
2016011512,1/15/2016,12,0,3653.537,3767.371
2016011511,1/15/2016,11,0,3653.537,3767.371
2016011510,1/15/2016,10,0,3669.47,3716.171
2016011509,1/15/2016,9,0,3669.47,3716.171
2016011508,1/15/2016,8,0,3649.455,3651.341
2016011507,1/15/2016,7,0,3649.455,3651.341
2016011506,1/15/2016,6,0,3670.58,3483.72
2016011505,1/15/2016,5,0,3670.58,3483.72
2016011504,1/15/2016,4,0,3700.661,3374.51
2016011503,1/15/2016,3,0,3700.661,3374.51
2016011502,1/15/2016,2,0,3717.933,3279.074
2016011501,1/15/2016,1,0,3717.933,3279.074
2016011648,1/16/2016,48,0,1299.283,875.864
2016011647,1/16/2016,47,0,1299.283,875.864
2016011646,1/16/2016,46,0,1457.019,836.13
2016011645,1/16/2016,45,0,1457.019,836.13
2016011644,1/16/2016,44,0,1630.227,803.458
2016011643,1/16/2016,43,0,1630.227,803.458
2016011642,1/16/2016,42,0,1799.103,768.72
2016011641,1/16/2016,41,0,1799.103,768.72
2016011640,1/16/2016,40,0,1974.345,742.523
2016011639,1/16/2016,39,0,1974.345,742.523
2016011638,1/16/2016,38,0,2106.3,711.288
2016011637,1/16/2016,37,0,2106.3,711.288
2016011636,1/16/2016,36,0,2182.287,702.092
2016011635,1/16/2016,35,69,2182.287,702.092
2016011634,1/16/2016,34,138,2246.238,704.888
2016011633,1/16/2016,33,409,2246.238,704.888
2016011632,1/16/2016,32,680,2323.376,715.929
2016011631,1/16/2016,31,1045,2323.376,715.929
2016011630,1/16/2016,30,1409,2372.834,716.135
2016011629,1/16/2016,29,1698,2372.834,716.135
2016011628,1/16/2016,28,1987,2383.999,720.627
2016011627,1/16/2016,27,2152,2383.999,720.627
2016011626,1/16/2016,26,2317,2366.572,740.86
2016011625,1/16/2016,25,2246,2366.572,740.86
2016011624,1/16/2016,24,2174,2378.055,756.483
2016011623,1/16/2016,23,1902,2378.055,756.483
2016011622,1/16/2016,22,1629,2381.092,767.878
2016011621,1/16/2016,21,1275,2381.092,767.878
2016011620,1/16/2016,20,921,2314.999,794.119
2016011619,1/16/2016,19,599,2314.999,794.119
2016011618,1/16/2016,18,277,2400.43,879.646
2016011617,1/16/2016,17,139,2400.43,879.646
2016011616,1/16/2016,16,0,2457.342,972.122
2016011615,1/16/2016,15,0,2457.342,972.122
2016011614,1/16/2016,14,0,2517.75,1077.411
2016011613,1/16/2016,13,0,2517.75,1077.411
2016011612,1/16/2016,12,0,2537.891,1147.206
2016011611,1/16/2016,11,0,2537.891,1147.206
2016011610,1/16/2016,10,0,2552.776,1230.707
2016011609,1/16/2016,9,0,2552.776,1230.707
2016011608,1/16/2016,8,0,2543.538,1290.684
2016011607,1/16/2016,7,0,2543.538,1290.684
2016011606,1/16/2016,6,0,2476.532,1382.989
2016011605,1/16/2016,5,0,2476.532,1382.989
2016011604,1/16/2016,4,0,2417.117,1498.266
2016011603,1/16/2016,3,0,2417.117,1498.266
2016011602,1/16/2016,2,0,2293.178,1582.211
2016011601,1/16/2016,1,0,2293.178,1582.211
2016011748,1/17/2016,48,0,2670.293,2273.128
2016011747,1/17/2016,47,0,2670.293,2273.128
2016011746,1/17/2016,46,0,2483.525,2258.211
2016011745,1/17/2016,45,0,2483.525,2258.211
2016011744,1/17/2016,44,0,2304.535,2276.988
2016011743,1/17/2016,43,0,2304.535,2276.988
2016011742,1/17/2016,42,0,2060.722,2335.522
2016011741,1/17/2016,41,0,2060.722,2335.522
2016011740,1/17/2016,40,0,1845.897,2273.869
2016011739,1/17/2016,39,0,1845.897,2273.869
2016011738,1/17/2016,38,0,1604.622,2080.363
2016011737,1/17/2016,37,0,1604.622,2080.363
2016011736,1/17/2016,36,0,1435.92,2023.188
2016011735,1/17/2016,35,44,1435.92,2023.188
2016011734,1/17/2016,34,88,1300.136,1975.28
2016011733,1/17/2016,33,277,1300.136,1975.28
2016011732,1/17/2016,32,465,1190.938,1926.967
2016011731,1/17/2016,31,723,1190.938,1926.967
2016011730,1/17/2016,30,981,1123.143,1859.364
2016011729,1/17/2016,29,1176,1123.143,1859.364
2016011728,1/17/2016,28,1371,1073.684,1803.319
2016011727,1/17/2016,27,1476,1073.684,1803.319
2016011726,1/17/2016,26,1581,977.096,1692.511
2016011725,1/17/2016,25,1519,977.096,1692.511
2016011724,1/17/2016,24,1457,918.491,1563.697
2016011723,1/17/2016,23,1254,918.491,1563.697
2016011722,1/17/2016,22,1050,851.597,1431.935
2016011721,1/17/2016,21,809,851.597,1431.935
2016011720,1/17/2016,20,568,855.518,1568.752
2016011719,1/17/2016,19,366,855.518,1568.752
2016011718,1/17/2016,18,163,806.196,1426.247
2016011717,1/17/2016,17,82,806.196,1426.247
2016011716,1/17/2016,16,0,757.679,1277.133
2016011715,1/17/2016,15,0,757.679,1277.133
2016011714,1/17/2016,14,0,668.19,1160.407
2016011713,1/17/2016,13,0,668.19,1160.407
2016011712,1/17/2016,12,0,623.38,1110.062
2016011711,1/17/2016,11,0,623.38,1110.062
2016011710,1/17/2016,10,0,591.08,1108.921
2016011709,1/17/2016,9,0,591.08,1108.921
2016011708,1/17/2016,8,0,589.037,1132.088
2016011707,1/17/2016,7,0,589.037,1132.088
2016011706,1/17/2016,6,0,600.684,1146.644
2016011705,1/17/2016,5,0,600.684,1146.644
2016011704,1/17/2016,4,0,629.691,1164.214
2016011703,1/17/2016,3,0,629.691,1164.214
2016011702,1/17/2016,2,0,658.001,1174.391
2016011701,1/17/2016,1,0,658.001,1174.391
2016011848,1/18/2016,48,0,293.269,652.813
2016011847,1/18/2016,47,0,293.269,652.813
2016011846,1/18/2016,46,0,376.712,704.412
2016011845,1/18/2016,45,0,376.712,704.412
2016011844,1/18/2016,44,0,589.988,787.596
2016011843,1/18/2016,43,0,589.988,787.596
2016011842,1/18/2016,42,0,714.92,828.066
2016011841,1/18/2016,41,0,714.92,828.066
2016011840,1/18/2016,40,0,860.809,869.453
2016011839,1/18/2016,39,0,860.809,869.453
2016011838,1/18/2016,38,0,1015.613,915.874
2016011837,1/18/2016,37,0,1015.613,915.874
2016011836,1/18/2016,36,0,1109.542,970.698
2016011835,1/18/2016,35,45,1109.542,970.698
2016011834,1/18/2016,34,89,1203.847,1037.677
2016011833,1/18/2016,33,250,1203.847,1037.677
2016011832,1/18/2016,32,410,1297.34,1107.973
2016011831,1/18/2016,31,602,1297.34,1107.973
2016011830,1/18/2016,30,794,1536.86,1212.49
2016011829,1/18/2016,29,907,1536.86,1212.49
2016011828,1/18/2016,28,1020,1802.584,1326.56
2016011827,1/18/2016,27,1056,1802.584,1326.56
2016011826,1/18/2016,26,1091,2075.13,1443.825
2016011825,1/18/2016,25,1021,2075.13,1443.825
2016011824,1/18/2016,24,951,2374.11,1545.713
2016011823,1/18/2016,23,803,2374.11,1545.713
2016011822,1/18/2016,22,654,2631.324,1639.933
2016011821,1/18/2016,21,496,2631.324,1639.933
2016011820,1/18/2016,20,337,2838.701,1730.771
2016011819,1/18/2016,19,228,2838.701,1730.771
2016011818,1/18/2016,18,119,2903.784,1808.352
2016011817,1/18/2016,17,60,2903.784,1808.352
2016011816,1/18/2016,16,1,2951.67,1873.258
2016011815,1/18/2016,15,1,2951.67,1873.258
2016011814,1/18/2016,14,0,3004.373,1927.788
2016011813,1/18/2016,13,0,3004.373,1927.788
2016011812,1/18/2016,12,0,3099.603,1999.683
2016011811,1/18/2016,11,0,3099.603,1999.683
2016011810,1/18/2016,10,0,3192.285,2076.455
2016011809,1/18/2016,9,0,3192.285,2076.455
2016011808,1/18/2016,8,0,3259.081,2131.346
2016011807,1/18/2016,7,0,3259.081,2131.346
2016011806,1/18/2016,6,0,3275.521,2165.935
2016011805,1/18/2016,5,0,3275.521,2165.935
2016011804,1/18/2016,4,0,3271.109,2197.991
2016011803,1/18/2016,3,0,3271.109,2197.991
2016011802,1/18/2016,2,0,3250.816,2210.627
2016011801,1/18/2016,1,0,3250.816,2210.627
2016011948,1/19/2016,48,0,195.061,480.282
2016011947,1/19/2016,47,0,195.061,480.282
2016011946,1/19/2016,46,0,188.522,458.857
2016011945,1/19/2016,45,0,188.522,458.857
2016011944,1/19/2016,44,0,182.152,440.832
2016011943,1/19/2016,43,0,182.152,440.832
2016011942,1/19/2016,42,0,186.409,418.657
2016011941,1/19/2016,41,0,186.409,418.657
2016011940,1/19/2016,40,0,191.235,400.165
2016011939,1/19/2016,39,0,191.235,400.165
2016011938,1/19/2016,38,0,205.071,374.135
2016011937,1/19/2016,37,0,205.071,374.135
2016011936,1/19/2016,36,0,193.115,369.045
2016011935,1/19/2016,35,92,193.115,369.045
2016011934,1/19/2016,34,183,184.064,364.526
2016011933,1/19/2016,33,471,184.064,364.526
2016011932,1/19/2016,32,759,175.474,358.23
2016011931,1/19/2016,31,1099,175.474,358.23
2016011930,1/19/2016,30,1438,169.336,359.098
2016011929,1/19/2016,29,1676,169.336,359.098
2016011928,1/19/2016,28,1913,162.238,360.917
2016011927,1/19/2016,27,2024,162.238,360.917
2016011926,1/19/2016,26,2134,161.394,360.521
2016011925,1/19/2016,25,2039,161.394,360.521
2016011924,1/19/2016,24,1944,159.645,354.434
2016011923,1/19/2016,23,1682,159.645,354.434
2016011922,1/19/2016,22,1420,159.766,354.378
2016011921,1/19/2016,21,1108,159.766,354.378
2016011920,1/19/2016,20,795,184.772,413.766
2016011919,1/19/2016,19,533,184.772,413.766
2016011918,1/19/2016,18,271,180.93,407.864
2016011917,1/19/2016,17,137,180.93,407.864
2016011916,1/19/2016,16,2,176.649,402.349
2016011915,1/19/2016,15,1,176.649,402.349
2016011914,1/19/2016,14,0,161.45,401.582
2016011913,1/19/2016,13,0,161.45,401.582
2016011912,1/19/2016,12,0,162.799,395.68
2016011911,1/19/2016,11,0,162.799,395.68
2016011910,1/19/2016,10,0,162.459,408.443
2016011909,1/19/2016,9,0,162.459,408.443
2016011908,1/19/2016,8,0,163.943,426.802
2016011907,1/19/2016,7,0,163.943,426.802
2016011906,1/19/2016,6,0,162.923,446.399
2016011905,1/19/2016,5,0,162.923,446.399
2016011904,1/19/2016,4,0,165.876,469.782
2016011903,1/19/2016,3,0,165.876,469.782
2016011902,1/19/2016,2,0,168.783,499.423
2016011901,1/19/2016,1,0,168.783,499.423
2016012048,1/20/2016,48,0,706.5,1364.421
2016012047,1/20/2016,47,0,706.5,1364.421
2016012046,1/20/2016,46,0,638.967,1269.03
2016012045,1/20/2016,45,0,638.967,1269.03
2016012044,1/20/2016,44,0,572.821,1177.205
2016012043,1/20/2016,43,0,572.821,1177.205
2016012042,1/20/2016,42,0,498.527,1076.617
2016012041,1/20/2016,41,0,498.527,1076.617
2016012040,1/20/2016,40,0,430.702,984.226
2016012039,1/20/2016,39,0,430.702,984.226
2016012038,1/20/2016,38,0,376.592,898.878
2016012037,1/20/2016,37,0,376.592,898.878
2016012036,1/20/2016,36,0,339.156,837.118
2016012035,1/20/2016,35,95,339.156,837.118
2016012034,1/20/2016,34,190,309.636,781.641
2016012033,1/20/2016,33,466,309.636,781.641
2016012032,1/20/2016,32,741,285.883,725.212
2016012031,1/20/2016,31,1049,285.883,725.212
2016012030,1/20/2016,30,1356,283.718,691.813
2016012029,1/20/2016,29,1566,283.718,691.813
2016012028,1/20/2016,28,1775,284.444,658.975
2016012027,1/20/2016,27,1865,284.444,658.975
2016012026,1/20/2016,26,1955,296.321,641.112
2016012025,1/20/2016,25,1860,296.321,641.112
2016012024,1/20/2016,24,1765,292.303,582.504
2016012023,1/20/2016,23,1524,292.303,582.504
2016012022,1/20/2016,22,1283,287.856,530.29
2016012021,1/20/2016,21,998,287.856,530.29
2016012020,1/20/2016,20,713,324.773,540.714
2016012019,1/20/2016,19,486,324.773,540.714
2016012018,1/20/2016,18,258,315.952,500.07
2016012017,1/20/2016,17,130,315.952,500.07
2016012016,1/20/2016,16,2,316.465,474.024
2016012015,1/20/2016,15,1,316.465,474.024
2016012014,1/20/2016,14,0,305.807,454.653
2016012013,1/20/2016,13,0,305.807,454.653
2016012012,1/20/2016,12,0,290.572,438.783
2016012011,1/20/2016,11,0,290.572,438.783
2016012010,1/20/2016,10,0,263.578,429.49
2016012009,1/20/2016,9,0,263.578,429.49
2016012008,1/20/2016,8,0,247.339,437.04
2016012007,1/20/2016,7,0,247.339,437.04
2016012006,1/20/2016,6,0,232.747,432.193
2016012005,1/20/2016,5,0,232.747,432.193
2016012004,1/20/2016,4,0,227.749,435.97
2016012003,1/20/2016,3,0,227.749,435.97
2016012002,1/20/2016,2,0,221.266,437.729
2016012001,1/20/2016,1,0,221.266,437.729
2016012148,1/21/2016,48,0,3751.437,4440.087
2016012147,1/21/2016,47,0,3751.437,4440.087
2016012146,1/21/2016,46,0,3715.515,4260.065
2016012145,1/21/2016,45,0,3715.515,4260.065
2016012144,1/21/2016,44,0,3665.016,4056.514
2016012143,1/21/2016,43,0,3665.016,4056.514
2016012142,1/21/2016,42,0,3569.537,3841.536
2016012141,1/21/2016,41,0,3569.537,3841.536
2016012140,1/21/2016,40,0,3458.026,3634.583
2016012139,1/21/2016,39,0,3458.026,3634.583
2016012138,1/21/2016,38,0,3304.526,3555.685
2016012137,1/21/2016,37,0,3304.526,3555.685
2016012136,1/21/2016,36,0,3142.605,3463.531
2016012135,1/21/2016,35,59,3142.605,3463.531
2016012134,1/21/2016,34,117,2977.431,3374.515
2016012133,1/21/2016,33,298,2977.431,3374.515
2016012132,1/21/2016,32,478,2766.252,3259.663
2016012131,1/21/2016,31,694,2766.252,3259.663
2016012130,1/21/2016,30,910,2651.24,3208.199
2016012129,1/21/2016,29,1066,2651.24,3208.199
2016012128,1/21/2016,28,1221,2519.215,3159.887
2016012127,1/21/2016,27,1300,2519.215,3159.887
2016012126,1/21/2016,26,1379,2417.372,3063.059
2016012125,1/21/2016,25,1319,2417.372,3063.059
2016012124,1/21/2016,24,1258,2195.351,2977.58
2016012123,1/21/2016,23,1083,2195.351,2977.58
2016012122,1/21/2016,22,908,1980.657,2826.813
2016012121,1/21/2016,21,705,1980.657,2826.813
2016012120,1/21/2016,20,502,1592.158,3069.002
2016012119,1/21/2016,19,343,1592.158,3069.002
2016012118,1/21/2016,18,183,1398.46,2930.609
2016012117,1/21/2016,17,94,1398.46,2930.609
2016012116,1/21/2016,16,4,1271.372,2767.039
2016012115,1/21/2016,15,2,1271.372,2767.039
2016012114,1/21/2016,14,0,1172.714,2612.592
2016012113,1/21/2016,13,0,1172.714,2612.592
2016012112,1/21/2016,12,0,1100.512,2513.784
2016012111,1/21/2016,11,0,1100.512,2513.784
2016012110,1/21/2016,10,0,1042.863,2363.512
2016012109,1/21/2016,9,0,1042.863,2363.512
2016012108,1/21/2016,8,0,980.188,2254.587
2016012107,1/21/2016,7,0,980.188,2254.587
2016012106,1/21/2016,6,0,919.415,2100.708
2016012105,1/21/2016,5,0,919.415,2100.708
2016012104,1/21/2016,4,0,846.753,1978.91
2016012103,1/21/2016,3,0,846.753,1978.91
2016012102,1/21/2016,2,0,764.276,1857.181
