,Biomass,FossilGas,FossilHardCoal,FossilOil,HydroPumpedStorage,HydroRunOfRiver,Nuclear,OffWind,OnWind,Other,Solar,settlementDate,settlementPeriod
2016113017,0,22838,8164,0,478,174,8349,847.784,3311.697,1930,337,11/30/2016,17
2016113016,0,22375,8152,0,260,173,8354,754.237,3214.95,1892,43,11/30/2016,16
2016113015,0,20510,7035,0,350,142,8354,714.723,3037.911,1889,0,11/30/2016,15
2016113014,0,18887,5176,0,46,76,8356,730.333,3118.099,1880,0,11/30/2016,14
2016113013,0,17376,4103,0,56,78,8353,743.401,3115.164,1879,0,11/30/2016,13
2016113012,0,15708,3854,0,0,62,8361,684.308,2974.82,1854,0,11/30/2016,12
2016113011,0,14838,3762,0,0,61,8355,603.23,2954.37,1842,0,11/30/2016,11
2016113010,0,14629,3755,0,0,60,8360,520.146,2848.55,1853,0,11/30/2016,10
2016113009,0,14682,3771,0,0,59,8361,499.039,2749.046,1852,0,11/30/2016,9
2016113008,0,15110,3720,0,0,60,8354,464.888,2757.163,1852,0,11/30/2016,8
2016113007,0,15706,3785,0,0,61,8354,443.811,2604.97,1854,0,11/30/2016,7
2016113006,0,15781,3868,0,0,62,8355,482.183,2450.747,1854,0,11/30/2016,6
2016113005,0,15959,3972,0,0,63,8348,476.471,2431.335,1854,0,11/30/2016,5
2016113004,0,16514,4198,0,0,63,8352,476.585,2280.505,1854,0,11/30/2016,4
2016113003,0,17299,4261,0,0,68,8345,453.614,2122.317,1849,0,11/30/2016,3
2016113002,0,17273,4296,0,0,83,8351,464.039,2072.866,1849,0,11/30/2016,2
2016113001,0,17174,4184,0,0,95,8333,457.24,2010.224,1850,0,11/30/2016,1
2016120148,0,17402,3235,0,0,114,7959,812.235,1136.885,2111,0,12/1/2016,48
2016120147,0,19096,3449,0,48,81,7962,829.264,1200.105,2110,0,12/1/2016,47
2016120146,0,20813,3659,0,543,127,7950,849.174,1292.22,2107,0,12/1/2016,46
2016120145,0,22538,4299,0,351,127,7955,882.21,1317.882,2097,0,12/1/2016,45
2016120144,0,24071,5083,0,413,126,7947,890.344,1420.567,2097,0,12/1/2016,44
2016120143,0,24923,6520,0,375,158,7951,890.122,1495.86,2093,0,12/1/2016,43
2016120142,0,25097,7677,0,680,307,7940,928.265,1593.18,2076,0,12/1/2016,42
2016120141,0,25446,8430,0,576,335,7937,972.127,1656.063,2074,0,12/1/2016,41
2016120140,0,25682,8637,0,1013,357,7937,1020.109,1664.299,2070,0,12/1/2016,40
2016120139,0,25582,8614,0,1240,696,7942,1113.824,1742.299,2061,0,12/1/2016,39
2016120138,0,25635,8508,0,997,538,7944,1113.615,1906.159,2055,0,12/1/2016,38
2016120137,0,25466,8564,0,1006,687,7964,1152.202,1901.813,2049,0,12/1/2016,37
2016120136,0,25275,8464,0,764,720,8053,1224.467,2049.923,2044,0,12/1/2016,36
2016120135,0,25024,8537,0,735,701,8171,1221.882,2175.933,2028,0,12/1/2016,35
2016120134,0,24626,8439,0,413,668,8180,1223.659,2280.053,1967,0,12/1/2016,34
2016120133,0,24152,7682,0,342,436,8179,1188.749,2361.864,1990,0,12/1/2016,33
2016120132,0,23427,6856,0,354,378,8166,1044.737,2538.387,2024,164,12/1/2016,32
2016120131,0,22985,6304,0,343,316,8182,1004.547,2627.153,2000,547,12/1/2016,31
2016120130,0,23334,5724,0,387,191,8177,1015.071,2668.915,1995,1100,12/1/2016,30
2016120128,0,22278,5733,0,416,175,8181,1166.68,2893.753,1993,2280,12/1/2016,28
2016120127,0,22054,5712,0,396,176,8190,1308.648,2938.324,1984,2810,12/1/2016,27
2016120126,0,22053,5775,0,343,194,8207,1379.328,3077.091,1983,3210,12/1/2016,26
2016120125,0,22176,5757,0,343,205,8210,1416.721,3010.759,1983,3330,12/1/2016,25
2016120124,0,22074,6144,0,343,203,8228,1260.999,2955.385,1984,3260,12/1/2016,24
2016120123,0,22395,6332,0,344,256,8230,1185.56,2988.746,1991,3110,12/1/2016,23
2016120122,0,23129,6567,0,348,279,8218,1268.721,2946.342,1983,2820,12/1/2016,22
2016120121,0,23049,6502,0,343,264,8229,1281.224,3079.833,1983,2510,12/1/2016,21
2016120120,0,22835,6889,0,429,278,8225,1310.753,3072.836,1983,2010,12/1/2016,20
2016120119,0,22536,7001,0,409,277,8221,1289.106,3087.612,1984,1390,12/1/2016,19
2016120118,0,22721,7125,0,344,238,8227,1396.443,3069.769,1985,755,12/1/2016,18
2016120117,0,22740,7073,0,506,256,8216,1404.238,3342.785,1985,247,12/1/2016,17
2016120116,0,22381,6423,0,504,242,8229,1440.897,3354.044,1985,28,12/1/2016,16
2016120115,0,19432,5564,0,504,224,8221,1517.625,3467.634,1987,0,12/1/2016,15
2016120114,0,16769,4608,0,146,120,8234,1511.173,3515.339,1982,0,12/1/2016,14
2016120113,0,14290,3889,0,43,82,8239,1545.558,3549.99,1985,0,12/1/2016,13
2016120112,0,12985,3636,0,0,76,8243,1574.575,3521.694,1985,0,12/1/2016,12
2016120111,0,11968,3519,0,0,118,8271,1524.127,3675.831,1987,0,12/1/2016,11
2016120110,0,12253,3396,0,0,99,8287,1525.602,3683.176,1989,0,12/1/2016,10
2016120109,0,12461,3323,0,0,100,8315,1403.005,3665.709,1985,0,12/1/2016,9
2016120108,0,12889,3414,0,0,102,8321,1346.526,3682.119,1984,0,12/1/2016,8
2016120107,0,12991,3511,0,0,102,8344,1389.27,3696.166,1987,0,12/1/2016,7
2016120106,0,13384,3519,0,0,107,8346,1437.791,3604.396,1986,0,12/1/2016,6
2016120105,0,13638,3509,0,0,106,8351,1418.851,3538.793,1985,0,12/1/2016,5
2016120104,0,13898,3491,0,0,106,8342,1438.411,3520.194,1986,0,12/1/2016,4
2016120103,0,14320,3504,0,0,108,8348,1515.86,3541.738,1982,0,12/1/2016,3
2016120102,0,14532,3499,0,0,127,8339,1488.43,3432.433,1985,0,12/1/2016,2
2016120101,0,13350,3511,0,0,127,8352,1403.527,3518.861,1984,0,12/1/2016,1
2016120248,0,18586,2715,0,0,87,7825,478.06,365.978,2115,0,12/2/2016,48
2016120247,0,19918,2768,0,58,87,7822,534.462,361.37,2119,0,12/2/2016,47
2016120246,0,21223,2789,0,558,98,7819,601.712,359.02,2121,0,12/2/2016,46
2016120245,0,23050,3138,0,404,96,7818,592.278,353.809,2122,0,12/2/2016,45
2016120244,0,23630,4549,0,352,96,7821,448.532,320.361,2117,0,12/2/2016,44
2016120243,0,24215,5925,0,360,117,7826,506.498,317.893,2123,0,12/2/2016,43
2016120242,0,24878,6846,0,404,285,7805,501.237,306.176,2091,0,12/2/2016,42
2016120241,0,25089,7391,0,411,302,7816,503.165,311.201,2089,0,12/2/2016,41
2016120240,0,24803,7658,0,484,329,7806,515.29,305.487,2089,0,12/2/2016,40
2016120239,0,25361,7695,0,606,453,7815,474.712,311.693,2089,0,12/2/2016,39
2016120238,0,25291,7922,0,759,848,7813,454.679,305.152,2091,0,12/2/2016,38
2016120237,0,25462,7773,0,1147,899,7821,601.83,306.101,2092,0,12/2/2016,37
2016120236,0,25579,8179,0,1140,956,7820,439.626,273.545,2091,0,12/2/2016,36
2016120235,0,25679,8200,0,1418,943,7827,360.572,268.082,2090,0,12/2/2016,35
2016120234,0,25407,8230,0,1040,845,7823,426.753,258.615,2074,0,12/2/2016,34
2016120233,0,25168,7897,0,493,441,7822,335.61,257.983,2118,0,12/2/2016,33
2016120232,0,24813,7581,0,628,356,7812,334.418,259.902,2103,15,12/2/2016,32
2016120231,0,24744,7611,0,562,331,7808,304.207,260.242,2111,124,12/2/2016,31
2016120230,0,25229,8086,0,341,257,7817,410.02,260.11,2091,252,12/2/2016,30
2016120229,0,25247,8271,0,408,257,7816,314.185,284.972,2107,387,12/2/2016,29
2016120228,0,25409,8318,0,379,253,7806,312.798,282.764,2093,535,12/2/2016,28
2016120227,0,25390,8315,0,619,252,7813,332.44,284.925,2067,647,12/2/2016,27
2016120226,0,25367,8299,0,864,266,7806,322.056,290.881,2069,723,12/2/2016,26
2016120225,0,25320,8262,0,936,272,7813,323.097,294.19,2062,761,12/2/2016,25
2016120224,0,25244,8193,0,761,269,7811,295.81,310.543,2126,787,12/2/2016,24
2016120223,0,25082,8308,0,833,272,7811,303.43,310.414,2121,748,12/2/2016,23
2016120222,0,25241,8294,0,812,300,7812,261.861,314.455,2104,730,12/2/2016,22
2016120221,0,25168,8305,0,912,297,7815,294.285,321.985,2068,612,12/2/2016,21
2016120220,0,25258,8284,0,832,285,7828,304.648,359.037,2116,452,12/2/2016,20
2016120219,0,25117,8188,0,819,264,7816,290.269,366.569,2114,286,12/2/2016,19
2016120218,0,25277,8224,0,863,199,7830,293.014,388.69,2120,145,12/2/2016,18
2016120217,0,25265,8204,0,647,199,7822,291.24,407.303,2115,6,12/2/2016,17
2016120216,0,24850,7531,0,692,198,7829,354.549,413.733,2116,2,12/2/2016,16
2016120215,0,22915,6091,0,445,198,7830,520.003,427.237,2116,0,12/2/2016,15
2016120214,0,20571,4923,0,42,137,7819,516.609,472.487,2115,0,12/2/2016,14
2016120213,0,18541,4149,0,41,133,7828,530.578,481.691,2119,0,12/2/2016,13
2016120212,0,17285,3813,0,0,99,7817,532.493,516.561,2118,0,12/2/2016,12
2016120211,0,16696,3437,0,0,100,7815,549.44,501.277,2115,0,12/2/2016,11
2016120210,0,16633,3348,0,0,89,7907,576.154,544.655,2116,0,12/2/2016,10
2016120209,0,16668,3348,0,0,90,7946,551.798,600.037,2119,0,12/2/2016,9
2016120208,0,16315,3343,0,0,89,7950,537.95,697.404,2118,0,12/2/2016,8
2016120207,0,17207,3298,0,0,89,7946,607.666,707.297,2114,0,12/2/2016,7
2016120206,0,17599,3235,0,0,92,7957,654.466,743.583,2117,0,12/2/2016,6
2016120205,0,17695,3308,0,0,94,7957,667.971,771.677,2087,0,12/2/2016,5
2016120204,0,17967,3519,0,0,98,7954,653.076,894.505,2115,0,12/2/2016,4
2016120203,0,18280,3777,0,0,99,7957,686.752,987.434,2116,0,12/2/2016,3
2016120202,0,18394,3451,0,0,115,7955,729.067,1047.353,2107,0,12/2/2016,2
2016120201,0,17646,3276,0,0,115,7950,755.985,1040.346,2110,0,12/2/2016,1
2016120348,0,13674,2895,0,0,87,7824,1300.693,1046.893,2077,0,12/3/2016,48
2016120347,0,15362,3565,0,42,88,7816,1267.323,1027.139,2077,0,12/3/2016,47
2016120346,0,17522,3652,0,385,129,7824,1289.646,1009.982,2076,0,12/3/2016,46
2016120345,0,18775,3503,0,430,110,7820,1227.067,1034.965,2078,0,12/3/2016,45
2016120344,0,18832,3744,0,429,111,7818,1263.915,965.475,2087,0,12/3/2016,44
2016120343,0,19736,4188,0,494,133,7811,1292.297,955.208,2113,0,12/3/2016,43
2016120342,0,20030,4706,0,412,256,7814,1327.524,936.706,2123,0,12/3/2016,42
2016120341,0,21113,5570,0,377,257,7807,1262.662,869.168,2126,0,12/3/2016,41
2016120340,0,22321,6165,0,348,277,7809,1228.131,853.943,2123,0,12/3/2016,40
2016120339,0,22958,6662,0,448,412,7822,1162.31,840.52,2114,0,12/3/2016,39
2016120338,0,22980,6738,0,345,451,7823,1117.354,847.41,2042,0,12/3/2016,38
2016120337,0,23231,7202,0,484,528,7823,1187.469,772.774,2061,0,12/3/2016,37
2016120336,0,23283,7209,0,1033,524,7815,1131.086,730.139,2059,0,12/3/2016,36
2016120335,0,23153,7220,0,697,506,7821,1113.529,723.898,2060,0,12/3/2016,35
2016120334,0,22433,6939,0,390,336,7826,1042.816,716.327,2061,0,12/3/2016,34
2016120333,0,20692,6243,0,424,209,7814,989.932,787.026,2058,0,12/3/2016,33
2016120332,0,19887,5761,0,343,209,7823,949.979,816.761,2056,105,12/3/2016,32
2016120331,0,20065,5106,0,387,200,7822,876.207,796.444,2055,269,12/3/2016,31
2016120330,0,20386,4704,0,356,143,7819,855.846,771.765,2102,543,12/3/2016,30
2016120329,0,20331,4657,0,445,144,7824,882.284,764.351,2119,811,12/3/2016,29
2016120328,0,20037,4833,0,432,143,7821,879.861,718.497,2117,1080,12/3/2016,28
2016120327,0,19836,4828,0,381,146,7816,863.506,781.213,2117,1290,12/3/2016,27
2016120326,0,20041,4980,0,343,148,7822,873.602,747.186,2089,1440,12/3/2016,26
2016120325,0,20084,4918,0,536,131,7808,911.407,710.89,2089,1540,12/3/2016,25
2016120324,0,20067,5007,0,362,131,7813,931.275,700.583,2087,1710,12/3/2016,24
2016120323,0,19995,5280,0,351,159,7829,829.98,683.175,2090,1710,12/3/2016,23
2016120321,0,20316,5463,0,343,165,7815,754.896,644.034,2114,1140,12/3/2016,21
2016120320,0,20445,5211,0,358,165,7816,778.105,616.987,2122,907,12/3/2016,20
2016120319,0,20157,4871,0,344,156,7821,806.764,598.455,2124,577,12/3/2016,19
2016120318,0,19665,4283,0,387,145,7813,820.474,562.429,2120,272,12/3/2016,18
2016120317,0,19488,3736,0,363,146,7812,797.183,568.186,2119,84,12/3/2016,17
2016120316,0,18436,3323,0,437,147,7805,753.379,514.507,2116,6,12/3/2016,16
2016120315,0,17451,2988,0,46,123,7811,785.607,499.047,2115,0,12/3/2016,15
2016120314,0,15454,2889,0,0,67,7813,718.698,497.184,2119,0,12/3/2016,14
2016120313,0,15496,2850,0,0,65,7805,627.81,485.895,2118,0,12/3/2016,13
2016120312,0,15395,2704,0,0,48,7810,626.142,453.628,2117,0,12/3/2016,12
2016120311,0,15696,2740,0,0,48,7816,525.507,443.555,2115,0,12/3/2016,11
2016120310,0,15404,2641,0,0,48,7806,548.037,416.351,2124,0,12/3/2016,10
2016120309,0,15973,2727,0,0,50,7806,590.63,405.447,2122,0,12/3/2016,9
2016120308,0,16017,2682,0,0,50,7820,546.539,385.642,2125,0,12/3/2016,8
2016120307,0,17165,2747,0,0,53,7821,474.28,388.534,2122,0,12/3/2016,7
2016120306,0,17466,2695,0,0,55,7824,374.317,396.355,2123,0,12/3/2016,6
2016120305,0,18002,2722,0,0,58,7823,415.656,379.048,2103,0,12/3/2016,5
2016120304,0,18332,2703,0,0,58,7825,474.192,380.697,2114,0,12/3/2016,4
2016120303,0,18782,2766,0,0,77,7825,482.023,373.609,2114,0,12/3/2016,3
2016120302,0,19008,2789,0,0,82,7820,491.215,371.131,2104,0,12/3/2016,2
2016120301,0,18338,2784,0,0,86,7823,496.791,367.972,2122,0,12/3/2016,1
2016120448,0,14931,2675,0,0,75,7774,1238.811,1536.983,2090,0,12/4/2016,48
2016120447,0,16044,2753,0,47,84,7775,1272.613,1477.261,2089,0,12/4/2016,47
2016120446,0,17168,3429,0,354,131,7772,1287.208,1517.556,2089,0,12/4/2016,46
2016120445,0,18150,3516,0,374,136,7780,1333.845,1534.614,2089,0,12/4/2016,45
2016120444,0,19049,3870,0,424,133,7763,1370.945,1530.89,2088,0,12/4/2016,44
2016120443,0,20386,4166,0,515,144,7764,1535.367,1569.699,2079,0,12/4/2016,43
2016120442,0,21088,4650,0,354,277,7776,1661.889,1604.381,2090,0,12/4/2016,42
2016120441,0,22109,4734,0,709,277,7767,1709.149,1597.394,2089,0,12/4/2016,41
2016120440,0,23002,4907,0,384,280,7777,1606.746,1564.751,2090,0,12/4/2016,40
2016120439,0,23517,5274,0,433,426,7774,1619.436,1590.128,2083,0,12/4/2016,39
2016120438,0,23930,5301,0,723,517,7779,1627.835,1624.645,2090,0,12/4/2016,38
2016120437,0,23944,5349,0,1268,537,7768,1759.233,1650.072,2087,0,12/4/2016,37
2016120436,0,24006,5320,0,1049,549,7774,1858.459,1678.079,2091,0,12/4/2016,36
2016120435,0,23996,5331,0,880,517,7778,1749.222,1782.672,2087,0,12/4/2016,35
2016120434,0,23785,4907,0,607,419,7778,1681.852,1830.6,2027,0,12/4/2016,34
2016120433,0,21810,4553,0,208,253,7777,1686.993,1763.295,2069,0,12/4/2016,33
2016120432,0,20049,3892,0,418,212,7766,1660.454,1798.813,2090,181,12/4/2016,32
2016120431,0,19086,3506,0,348,203,7766,1686.284,1688.397,2082,570,12/4/2016,31
2016120430,0,18647,3256,0,344,178,7773,1657.835,1617.448,2078,1270,12/4/2016,30
2016120429,0,17638,3249,0,657,179,7768,1675.639,1529.457,2084,2090,12/4/2016,29
2016120428,0,17448,3172,0,477,177,7769,1587.883,1607.117,2085,2810,12/4/2016,28
2016120427,0,17131,3084,0,401,169,7773,1605.593,1632.832,2090,3360,12/4/2016,27
2016120426,0,17030,3046,0,447,137,7764,1565,1649,2091,3720,12/4/2016,26
2016120425,0,16899,2942,0,423,138,7758,1525.228,1667.735,2092,4050,12/4/2016,25
2016120424,0,16765,3024,0,373,163,7766,1547.426,1658.58,2090,4100,12/4/2016,24
2016120423,0,16976,2985,0,343,167,7789,1597.395,1537.091,2093,3960,12/4/2016,23
2016120422,0,17257,2953,0,343,195,7769,1595.239,1383.864,2092,3580,12/4/2016,22
2016120421,0,17208,3017,0,350,183,7784,1597.753,1350.744,2090,3070,12/4/2016,21
2016120420,0,17436,3201,0,362,184,7772,1557.674,1277.928,2090,2410,12/4/2016,20
2016120419,0,15770,3228,0,343,180,7777,1559.391,1254.29,2091,1690,12/4/2016,19
2016120418,0,14399,3270,0,343,180,7769,1524.917,1207.01,2091,859,12/4/2016,18
2016120417,0,13037,3123,0,54,177,7763,1561.378,1181.404,2090,243,12/4/2016,17
2016120416,0,11848,3056,0,36,145,7765,1641.219,1143.932,2090,17,12/4/2016,16
2016120415,0,12103,2756,0,0,126,7758,1698.369,1141.543,2024,0,12/4/2016,15
2016120414,0,11958,2612,0,0,95,7759,1798.979,1107.376,2027,0,12/4/2016,14
2016120413,0,11302,2574,0,0,95,7757,1840.075,1094.659,2048,0,12/4/2016,13
2016120412,0,10975,2531,0,0,95,7754,1806.79,1057.678,2091,0,12/4/2016,12
2016120411,0,11019,2522,0,0,95,7755,1824.732,1041.361,2091,0,12/4/2016,11
2016120410,0,11183,2503,0,0,95,7755,1856.706,1000.464,2091,0,12/4/2016,10
2016120409,0,11346,2512,0,0,96,7764,1813,1000,2093,0,12/4/2016,9
2016120408,0,11513,2534,0,0,97,7797,1770,1001,2090,0,12/4/2016,8
2016120407,0,12179,2584,0,0,98,7817,1685.209,1003.016,2091,0,12/4/2016,7
2016120406,0,12643,2492,0,0,98,7831,1710.063,1012.786,2091,0,12/4/2016,6
2016120405,0,12851,2633,0,0,98,7822,1662.68,1013.259,2091,0,12/4/2016,5
2016120404,0,13558,2554,0,0,98,7828,1625.721,1004.62,2089,0,12/4/2016,4
2016120403,0,13489,2708,0,0,98,7812,1530.905,1032.843,2092,0,12/4/2016,3
2016120402,0,13357,2664,0,0,114,7825,1475.813,1088.095,2090,0,12/4/2016,2
2016120401,0,13401,2588,0,0,87,7826,1418.551,1070.108,2092,0,12/4/2016,1
2016120548,0,19771,2025,0,100,50,7751,414.99,1165.575,2024,0,12/5/2016,48
2016120547,0,20827,2356,0,42,54,7763,527.44,1165.752,2027,0,12/5/2016,47
2016120546,0,21969,3517,0,498,91,7746,443.661,1154.233,2010,0,12/5/2016,46
2016120545,0,23316,4969,0,343,92,7746,384.016,1083.164,2022,0,12/5/2016,45
2016120544,0,24650,6004,0,365,94,7739,476.008,981.657,2023,0,12/5/2016,44
2016120542,0,25343,8676,0,352,363,7703,662.77,862.074,2026,0,12/5/2016,42
2016120541,0,25681,9057,0,700,526,7706,660.745,869.551,2008,0,12/5/2016,41
2016120540,0,25947,9388,0,672,561,7772,639.746,805.888,1956,0,12/5/2016,40
2016120539,0,25937,9203,0,1130,766,7772,581.918,775.908,1955,0,12/5/2016,39
