,Biomass,FossilGas,FossilHardCoal,FossilOil,HydroPumpedStorage,HydroRunOfRiver,Nuclear,OffWind,OnWind,Other,Solar,settlementDate,settlementPeriod
2018101601,2857,9108,1063,0,0,577,5702,764.725,2683.776,68,0,10/16/2018,1
2018101748,1781,12404,1667,0,0,516,5498,1044.873,1622.219,69,0,10/17/2018,48
2018101747,1800,14624,1423,0,0,519,5505,975.723,1640.791,69,0,10/17/2018,47
2018101746,1971,16766,1516,0,368,538,5495,968.873,1710.117,69,0,10/17/2018,46
2018101745,2558,18296,1839,0,173,540,5504,960.054,1738.071,68,0,10/17/2018,45
2018101744,2717,19120,2571,0,310,611,5500,964.894,1752.691,69,0,10/17/2018,44
2018101743,2713,19985,3652,0,454,613,5504,994.245,1905.216,68,1,10/17/2018,43
2018101742,2713,20837,4765,0,167,722,5504,1049.917,1873.691,69,1,10/17/2018,42
2018101741,2711,20908,5080,0,536,972,5499,971.312,1820.969,68,1,10/17/2018,41
2018101740,2707,21085,5644,0,258,988,5508,901.209,1798.356,69,0,10/17/2018,40
2018101739,2710,21170,6393,0,534,1019,5503,932.687,1776.337,69,2,10/17/2018,39
2018101738,2658,21137,5898,0,1538,1016,5495,850.286,1901.276,68,4,10/17/2018,38
2018101737,2707,21019,5547,0,745,1015,5503,824.829,1957.3,69,6,10/17/2018,37
2018101736,2727,20997,5517,0,419,1015,5490,771.967,1999.839,68,84,10/17/2018,36
2018101735,2700,20768,5459,0,190,1005,5496,762.509,1983.617,68,367,10/17/2018,35
2018101734,2696,20724,5336,0,150,953,5504,706.23,2121.577,68,795,10/17/2018,34
2018101733,2677,20307,4597,0,228,838,5640,703.443,2128.122,69,1170,10/17/2018,33
2018101732,2622,19841,4033,0,382,561,5691,697.259,2220.321,68,1490,10/17/2018,32
2018101731,2609,19856,3992,0,283,563,5691,660.497,2221.134,68,1790,10/17/2018,31
2018101730,2601,20003,3508,0,283,565,5695,638.689,2317.575,68,2100,10/17/2018,30
2018101729,2601,20078,3555,0,335,551,5691,823.315,2100.499,69,2420,10/17/2018,29
2018101728,2569,19803,3503,0,258,551,5692,873.877,2175.202,69,2530,10/17/2018,28
2018101727,2568,20169,3853,0,193,551,5696,873.764,2161.386,69,2620,10/17/2018,27
2018101726,2603,20693,4066,0,192,552,5698,862.705,2132.998,68,2700,10/17/2018,26
2018101725,2603,20687,4096,0,191,564,5717,862.728,2132.642,69,2660,10/17/2018,25
2018101724,2604,20487,4330,0,241,590,5712,854.199,2069.029,69,2570,10/17/2018,24
2018101723,2599,20208,4827,0,268,634,5699,30.888,703.912,69,2380,10/17/2018,23
2018101722,2600,20158,4644,0,150,650,5698,29.53,640.136,68,2090,10/17/2018,22
2018101721,2600,20327,4767,0,261,706,5697,29.53,640.136,68,1690,10/17/2018,21
2018101720,2594,20385,5282,0,150,769,5703,32.336,670.977,68,1228,10/17/2018,20
2018101719,2670,20325,5294,0,150,825,5703,969.767,1899.692,70,644,10/17/2018,19
2018101718,2666,20417,5067,0,105,900,5707,999.946,1927.52,71,405,10/17/2018,18
2018101717,2685,20590,4775,0,225,952,5696,1065.797,1908.041,69,142,10/17/2018,17
2018101716,2672,20303,4363,0,264,988,5703,1128.361,1918.104,69,20,10/17/2018,16
2018101715,2515,18049,3855,0,284,768,5703,1162.55,1963.798,69,0,10/17/2018,15
2018101714,1862,15788,3584,0,0,588,5705,1248.993,1946.168,69,0,10/17/2018,14
2018101713,1492,13634,2747,0,37,584,5701,1340.65,2050.867,69,0,10/17/2018,13
2018101712,1486,12091,1537,0,0,529,5693,1395.07,2157.352,69,0,10/17/2018,12
2018101711,1490,10757,902,0,0,519,5703,1548.515,2186.262,69,0,10/17/2018,11
2018101710,1471,8835,712,0,0,517,5701,1687.479,2312.031,69,0,10/17/2018,10
2018101709,1488,8822,659,0,0,519,5693,1642.429,2409.977,69,0,10/17/2018,9
2018101708,1481,8752,635,0,0,518,5707,1539.973,2638.31,68,0,10/17/2018,8
2018101707,1475,8920,634,0,0,518,5696,1413.892,2816.997,68,0,10/17/2018,7
2018101706,1481,9142,642,0,0,517,5699,1415.82,3034.316,69,0,10/17/2018,6
2018101705,1466,9644,630,0,0,538,5709,1275.378,3037.912,69,0,10/17/2018,5
2018101704,1474,9238,642,0,0,542,5701,1233.256,3184.187,69,0,10/17/2018,4
2018101703,1479,8797,639,0,0,543,5703,1314.52,3379.243,68,0,10/17/2018,3
2018101702,1479,8909,639,0,0,557,5699,1560.792,3489.121,69,0,10/17/2018,2
2018101701,1472,9582,630,0,0,558,5698,1727.36,3561.262,69,0,10/17/2018,1
2018101848,1623,13155,880,0,0,502,5256,626.856,1809.895,110,0,10/18/2018,48
2018101847,1612,15038,997,0,43,502,5007,598.383,1744.876,110,0,10/18/2018,47
2018101846,1609,16847,1528,0,147,501,4912,512.466,1584.85,110,0,10/18/2018,46
2018101845,1609,18510,2648,0,188,518,4908,540.049,1391.314,110,0,10/18/2018,45
2018101844,1614,19018,4080,0,178,558,4903,581.359,1179.946,110,1,10/18/2018,44
2018101843,1609,20298,4767,0,187,560,4985,594.676,1127.02,110,2,10/18/2018,43
2018101842,1612,20720,5244,0,549,669,5149,607.123,1081.975,110,2,10/18/2018,42
2018101841,1612,21497,5818,0,511,702,5231,644.729,1016.849,109,4,10/18/2018,41
2018101840,1611,21482,5825,0,1186,809,5381,681.022,937.597,110,3,10/18/2018,40
2018101839,1608,21468,5980,0,1318,958,5396,766.579,898.045,110,3,10/18/2018,39
2018101838,1603,21558,5963,0,1300,959,5383,816.695,832.136,110,5,10/18/2018,38
2018101837,1579,20917,5743,0,903,956,5378,855.141,770.931,110,7,10/18/2018,37
2018101836,1565,20531,5375,0,858,756,5368,894.396,706.525,80,195,10/18/2018,36
2018101835,1563,20571,4920,0,176,649,5377,900.119,747.012,69,790,10/18/2018,35
2018101834,1561,20047,4051,0,147,610,5387,990.38,833.974,68,1540,10/18/2018,34
2018101833,1564,19183,3874,0,149,580,5379,1019.005,860.615,103,2240,10/18/2018,33
2018101832,1563,19056,3413,0,162,547,5381,1067.741,931.212,104,2840,10/18/2018,32
2018101831,1555,18773,3064,0,220,522,5376,1075.441,946.78,103,3490,10/18/2018,31
2018101830,1604,18754,2954,0,154,494,5380,1095.416,939.742,104,4020,10/18/2018,30
2018101829,1605,18351,2870,0,195,488,5379,1092.801,946.17,104,4530,10/18/2018,29
2018101828,1607,18210,2878,0,149,485,5382,1087.409,925.775,106,5030,10/18/2018,28
2018101827,1606,18350,2898,0,150,488,5379,1092.818,847.564,105,5350,10/18/2018,27
2018101826,0,0,0,0,0,0,0,1077.085,833.918,0,5420,10/18/2018,26
2018101825,0,0,0,0,0,0,0,1054.085,819.358,0,5280,10/18/2018,25
2018101824,0,0,0,0,0,0,0,1071.108,802.207,0,4960,10/18/2018,24
2018101823,0,0,0,0,0,0,0,1064.175,801.877,0,4520,10/18/2018,23
2018101822,0,0,0,0,0,0,0,1128.46,810.719,0,3820,10/18/2018,22
2018101821,0,0,0,0,0,0,0,1169.48,808.365,0,3140,10/18/2018,21
2018101820,1580,20190,4011,0,343,666,5255,1163.353,821.262,68,2390,10/18/2018,20
2018101819,1564,20394,4033,0,330,687,5337,1158.48,882.539,69,1680,10/18/2018,19
2018101818,1529,20398,4103,0,480,700,5480,1171.91,1101.099,68,1030,10/18/2018,18
2018101817,1488,20369,4161,0,1017,697,5495,1240.707,1133.178,68,413,10/18/2018,17
2018101816,1494,20164,3985,0,646,752,5490,1174.784,1211.898,68,34,10/18/2018,16
2018101815,1493,19300,3567,0,147,750,5486,1129.027,1223.649,68,0,10/18/2018,15
2018101814,1494,17510,3162,0,0,727,5497,1141.472,1293.295,68,0,10/18/2018,14
2018101813,1494,15392,2489,0,142,719,5486,1143.316,1213.582,69,0,10/18/2018,13
2018101812,1491,13164,1944,0,0,549,5495,1079.772,1184.474,68,0,10/18/2018,12
2018101811,1492,12240,1593,0,0,533,5498,1107.934,1234.04,68,0,10/18/2018,11
2018101810,1490,11103,1412,0,0,510,5508,1114.407,1295.154,69,0,10/18/2018,10
2018101809,1491,10987,1438,0,0,497,5496,1077.871,1338.935,69,0,10/18/2018,9
2018101808,1492,11034,1420,0,0,497,5508,1145.452,1312.373,69,0,10/18/2018,8
2018101807,1492,11184,1418,0,0,503,5515,1188.296,1401.561,69,0,10/18/2018,7
2018101806,1490,11424,1440,0,0,511,5510,1168.283,1421.997,68,0,10/18/2018,6
2018101805,1491,11712,1517,0,0,510,5510,1144.068,1374.598,69,0,10/18/2018,5
2018101804,1492,11749,1499,0,0,516,5506,1109.297,1307.02,69,0,10/18/2018,4
2018101803,1487,11667,1441,0,0,517,5508,1057.854,1360.334,69,0,10/18/2018,3
2018101802,1787,11176,1365,0,0,515,5515,1112.296,1528.617,69,0,10/18/2018,2
2018101801,1789,11666,1331,0,0,517,5508,1138.339,1626.635,69,0,10/18/2018,1
2018101948,2428,12221,1207,0,0,507,5309,692.976,1222.849,66,0,10/19/2018,48
2018101947,2864,13614,1505,0,130,506,5165,686.994,1110.249,66,0,10/19/2018,47
2018101946,3047,15112,1716,0,2,506,5166,710.64,1040.973,67,0,10/19/2018,46
2018101945,2958,16935,1965,0,189,504,5088,702.248,1091.411,66,0,10/19/2018,45
2018101944,2945,18251,2320,0,174,504,4951,704.43,1110.176,67,0,10/19/2018,44
2018101943,2921,19205,2862,0,502,556,5061,765.527,1122.441,67,3,10/19/2018,43
2018101942,2924,19962,3478,0,418,763,5075,752.368,1010.067,67,2,10/19/2018,42
2018101941,2935,20567,3177,0,1003,893,5065,692.677,943.336,66,4,10/19/2018,41
2018101940,2933,20662,3014,0,1896,919,5062,722.172,1032.056,66,5,10/19/2018,40
2018101939,2920,20749,3958,0,1548,896,5068,757.717,1121.54,76,4,10/19/2018,39
2018101938,2942,20566,4084,0,1762,899,5041,710.113,1441.326,67,9,10/19/2018,38
2018101937,2953,20395,3772,0,1050,899,5040,707.774,1553.029,66,8,10/19/2018,37
2018101936,2902,20055,3756,0,606,907,5147,728.95,1978.599,62,71,10/19/2018,36
2018101935,2870,19130,3634,0,234,831,5157,767.476,2282.632,58,651,10/19/2018,35
2018101934,2853,18696,3276,0,185,715,5161,746.247,2791.601,58,1480,10/19/2018,34
2018101933,2859,18012,2505,0,159,639,5156,846.63,3145.098,58,2260,10/19/2018,33
2018101932,2860,17939,1844,0,179,501,5161,840.557,3330.367,61,3060,10/19/2018,32
2018101931,2825,17810,1350,0,233,498,5146,823.243,3409.154,60,3650,10/19/2018,31
2018101930,2899,16576,1313,0,294,454,5143,865.945,3739.899,50,4130,10/19/2018,30
2018101929,2899,16321,1309,0,258,455,5142,820.338,3685.553,50,4710,10/19/2018,29
2018101927,2885,17079,1453,0,153,431,5149,851.836,3555.03,27,5550,10/19/2018,27
2018101926,2885,17572,2407,0,147,451,5155,866.879,3516.126,27,5640,10/19/2018,26
2018101925,2886,17786,2481,0,150,452,5143,976.516,3580.266,26,5360,10/19/2018,25
2018101924,2882,18160,2482,0,145,453,5158,1018.805,3606.995,26,4850,10/19/2018,24
2018101923,2838,18857,2490,0,151,466,5149,996.974,3710.795,26,4350,10/19/2018,23
2018101922,2827,19327,2780,0,166,529,5134,1015.544,3477.312,27,3820,10/19/2018,22
2018101921,2831,19543,3052,0,152,550,5100,902.111,3617.596,26,3120,10/19/2018,21
2018101920,2834,19692,3102,0,459,564,4973,863.566,3473.734,32,2410,10/19/2018,20
2018101919,2841,19875,3172,0,578,653,4990,34.784,1049.421,27,1620,10/19/2018,19
2018101918,2850,19538,2996,0,516,664,5152,1021.8,3560.458,27,888,10/19/2018,18
2018101917,2856,19595,3123,0,221,667,5168,1136.047,3639.536,34,351,10/19/2018,17
2018101916,2853,18703,3057,0,538,692,5169,1021.116,3438.39,26,28,10/19/2018,16
2018101915,2783,17287,2771,0,149,681,5169,924.252,3379.376,27,0,10/19/2018,15
2018101914,2216,16191,2148,0,0,657,5174,789.835,3081.903,26,1,10/19/2018,14
2018101913,1969,14358,1440,0,0,599,5240,788.547,3014.496,26,1,10/19/2018,13
2018101912,1752,11686,994,0,0,536,5390,736.607,2716.213,26,0,10/19/2018,12
2018101911,1663,11047,885,0,0,517,5404,739.319,2594.003,27,0,10/19/2018,11
2018101910,1632,9934,874,0,0,457,5411,768.841,2472.547,27,0,10/19/2018,10
2018101909,1653,9669,864,0,0,458,5404,741.178,2463.403,26,0,10/19/2018,9
2018101908,1656,9729,866,0,0,458,5401,754.007,2306.063,27,0,10/19/2018,8
2018101907,1651,10084,877,0,0,456,5265,734.791,2307.981,26,0,10/19/2018,7
2018101906,1657,10735,791,0,0,458,5148,706.811,2311.478,27,0,10/19/2018,6
2018101905,1659,10978,886,0,0,462,5156,751.316,2340.896,27,0,10/19/2018,5
2018101904,1657,11087,883,0,0,462,5149,752.686,2139.576,27,0,10/19/2018,4
2018101903,1653,10530,876,0,0,460,5203,710.33,2093.683,27,0,10/19/2018,3
2018101902,1646,10888,885,0,0,498,5289,690.143,1948.168,32,0,10/19/2018,2
2018101901,1640,11497,883,0,37,495,5283,649.003,1944.869,110,0,10/19/2018,1
2018102048,1769,10619,0,0,0,543,5317,1213.776,3100.37,65,0,10/20/2018,48
2018102047,1766,12184,0,0,0,546,5388,1272.055,2976.131,66,0,10/20/2018,47
2018102046,1768,13087,0,0,265,546,5384,1146.14,3173.445,65,0,10/20/2018,46
2018102045,1768,14043,0,0,158,471,5380,1167.482,3310.529,65,0,10/20/2018,45
2018102044,1767,14123,515,0,317,563,5384,1167.956,3394.577,64,0,10/20/2018,44
2018102043,1762,15066,521,0,500,579,5382,1132.125,3311.295,76,2,10/20/2018,43
2018102042,1768,15304,1073,0,447,659,5380,1147.084,3321.164,64,3,10/20/2018,42
2018102041,1767,16119,1268,0,711,719,5381,1154.822,3144.345,66,2,10/20/2018,41
2018102040,1767,16334,1481,0,1433,801,5378,1133.585,3147.259,64,4,10/20/2018,40
2018102039,1744,16662,1753,0,1730,811,5377,1083.49,3080.332,65,4,10/20/2018,39
2018102038,1742,17174,1582,0,1926,797,5350,1041.131,2996.42,67,6,10/20/2018,38
2018102037,1746,16225,1274,0,1594,811,5199,1015.892,3099.743,66,7,10/20/2018,37
2018102036,1742,16058,991,0,509,845,5145,1110.909,3253.581,67,128,10/20/2018,36
2018102035,1743,15476,702,0,164,768,5046,1147.867,3296.083,67,660,10/20/2018,35
2018102034,1734,14754,123,0,292,520,4939,1117.559,3409.582,66,1410,10/20/2018,34
2018102033,1735,12998,0,0,258,513,5094,1162.382,3564.17,67,2140,10/20/2018,33
2018102032,1736,11610,0,0,150,512,5159,1156.286,3765.499,67,2930,10/20/2018,32
2018102031,1738,10936,0,0,172,474,5153,1144.006,3939.018,54,3660,10/20/2018,31
2018102030,1739,10522,0,0,264,464,5163,1135.37,3859.061,50,4280,10/20/2018,30
2018102029,1735,10727,0,0,162,463,5224,1127.63,3743.832,50,4810,10/20/2018,29
2018102028,1765,11225,0,0,147,462,5382,1142.097,3522.717,27,5250,10/20/2018,28
2018102027,1767,11529,0,0,180,451,5394,1144.459,3623.959,27,5340,10/20/2018,27
2018102026,1771,11759,0,0,175,514,5392,1203.737,3751.995,26,5210,10/20/2018,26
2018102025,1773,12680,0,0,147,552,5334,1161.302,3565.616,26,4910,10/20/2018,25
2018102024,1772,13254,0,0,146,627,5291,1096.886,3439.711,27,4470,10/20/2018,24
2018102023,1766,14274,0,0,147,715,5161,1024.614,3423.078,26,4000,10/20/2018,23
2018102022,1765,14586,0,0,156,722,5160,910.038,3517.036,26,3440,10/20/2018,22
2018102021,1769,15212,0,0,144,720,5146,919.351,3506.175,27,0,10/20/2018,21
2018102020,1766,15570,0,0,160,811,5154,836.104,3417.326,26,2736,10/20/2018,20
2018102019,1766,15168,0,0,455,805,5292,857.052,3464.727,26,1955,10/20/2018,19
2018102018,1769,14834,0,0,159,822,5300,904.472,3301.3,26,1134,10/20/2018,18
2018102017,1759,14555,0,0,152,699,5293,801.616,3102.089,27,517,10/20/2018,17
2018102016,1766,13298,0,0,157,540,5295,787.045,3090.193,27,119,10/20/2018,16
2018102015,1764,12299,0,0,0,540,5275,788.617,2898.48,27,0,10/20/2018,15
2018102014,1762,11283,0,0,2,537,5127,818.923,2829.745,27,1,10/20/2018,14
2018102013,1764,11255,0,0,0,525,5079,791.144,2772.939,26,0,10/20/2018,13
2018102012,1765,10372,0,0,0,446,5070,791.804,2545.045,27,0,10/20/2018,12
2018102011,1769,10426,0,0,0,137,4945,736.818,2484.259,26,0,10/20/2018,11
2018102010,1765,10264,0,0,0,127,4935,753.717,2322.309,27,0,10/20/2018,10
2018102009,1763,10420,0,0,0,441,4992,784.691,2230.65,27,0,10/20/2018,9
2018102008,1771,10529,0,0,0,440,5136,789.086,2126.3,27,0,10/20/2018,8
2018102007,1775,10997,0,0,0,440,5251,788.237,2103.9,27,0,10/20/2018,7
2018102006,1779,11395,244,0,0,440,5391,797.213,1803.459,27,0,10/20/2018,6
2018102005,1778,11673,518,0,0,440,5394,764.224,1775.182,26,0,10/20/2018,5
2018102004,1785,11607,491,0,73,440,5396,687.36,1559.999,26,0,10/20/2018,4
2018102003,1804,11183,486,0,0,439,5394,659.011,1486.961,27,0,10/20/2018,3
2018102002,1792,11100,691,0,0,459,5388,689.503,1266.233,64,0,10/20/2018,2
2018102001,2235,11584,759,0,0,471,5388,669.601,1210.038,67,0,10/20/2018,1
2018102148,1684,5678,0,0,0,468,5171,3605.621,5350.319,64,0,10/21/2018,48
2018102147,1678,6210,0,0,103,476,5166,3581.672,5472.347,63,0,10/21/2018,47
2018102146,1676,7851,0,0,151,483,5151,3443.695,5593.08,63,0,10/21/2018,46
2018102145,1680,9597,0,0,186,461,5153,3082.659,5373.716,63,0,10/21/2018,45
2018102144,1681,10514,0,0,242,585,5287,2911.621,5403.975,64,0,10/21/2018,44
2018102143,1680,11741,0,0,410,587,5333,2950.135,5536.264,62,2,10/21/2018,43
2018102142,1676,13640,0,0,150,619,5350,2710.42,5231.286,62,3,10/21/2018,42
2018102141,1684,14064,0,0,394,724,5340,2576.167,5330.649,63,2,10/21/2018,41
2018102140,1803,14335,0,0,839,778,5336,2561.683,5248.713,62,2,10/21/2018,40
2018102139,1800,15165,0,0,1309,780,5342,2312.72,4973.909,62,3,10/21/2018,39
2018102138,1794,15480,0,0,1253,738,5315,2136.573,5254.734,63,7,10/21/2018,38
2018102137,1783,14708,0,0,972,595,5162,2025.293,5721.99,62,9,10/21/2018,37
2018102136,1769,14330,0,0,271,554,5129,1928.232,5737.425,62,53,10/21/2018,36
2018102135,1774,13868,0,0,150,518,5154,1762.3,5709.133,62,417,10/21/2018,35
2018102134,1772,12495,0,0,153,491,5147,1786.377,5701.026,62,1050,10/21/2018,34
2018102133,1767,11032,0,0,163,495,5142,1867.32,5486.622,62,1820,10/21/2018,33
2018102132,1779,10059,0,0,177,471,5193,1739.701,5327.184,62,2550,10/21/2018,32
2018102131,1769,8585,0,0,445,482,5337,1704.642,5386.413,62,3250,10/21/2018,31
2018102130,1775,8283,0,0,202,475,5357,1772.146,5329.891,63,3890,10/21/2018,30
2018102129,1767,8218,0,0,360,483,5211,1906.381,5256.659,63,4420,10/21/2018,29
2018102128,1776,8555,0,0,155,481,5142,1960.074,4980.701,62,4650,10/21/2018,28
2018102127,1776,8964,0,0,150,487,5136,1927.808,4867.362,63,4880,10/21/2018,27
2018102126,1774,9428,0,0,150,496,5148,1888.237,4715.528,63,4990,10/21/2018,26
2018102125,1778,9155,0,0,198,631,5142,1899.65,4877.021,64,4910,10/21/2018,25
2018102124,1777,9374,0,0,149,783,5151,1941.685,4610.782,61,4670,10/21/2018,24
2018102123,1770,10400,0,0,150,791,5139,1927.781,4078.614,55,4290,10/21/2018,23
2018102122,1767,10292,0,0,179,809,5136,2040.835,3925.746,55,3660,10/21/2018,22
2018102121,1770,10584,0,0,194,718,5146,1982.987,3987.767,56,3020,10/21/2018,21
2018102120,1776,10406,0,0,149,719,5145,1937.139,4246.992,63,2390,10/21/2018,20
2018102119,1783,10016,0,0,156,914,5155,1879.88,4267.854,63,1600,10/21/2018,19
2018102118,1779,10043,0,0,147,907,5243,1919.379,4103.093,63,889,10/21/2018,18
2018102117,1777,9312,0,0,0,704,5378,1972.125,3917.592,64,265,10/21/2018,17
2018102116,1769,8615,0,0,0,532,5368,1960.777,3555.017,63,14,10/21/2018,16
2018102115,1769,8581,0,0,0,535,5375,1952.119,3600.476,64,1,10/21/2018,15
2018102114,1763,7629,0,0,0,572,5367,1861.464,3435.159,64,1,10/21/2018,14
2018102113,1764,7240,0,0,0,575,5374,1655.494,3625.326,64,0,10/21/2018,13
2018102111,1764,6719,0,0,0,549,5378,1600.405,3478.743,63,0,10/21/2018,11
2018102110,1763,6737,0,0,0,527,5388,1546.423,3314.089,64,0,10/21/2018,10
2018102109,1758,6921,0,0,0,525,5377,1483.57,3341.072,63,0,10/21/2018,9
2018102108,1765,7675,0,0,0,524,5236,1337.609,3366.124,63,0,10/21/2018,8
2018102107,1764,8149,0,0,0,523,5161,1307.933,3326.574,64,0,10/21/2018,7
2018102106,1768,8926,0,0,0,523,5129,1294.542,3055.483,61,0,10/21/2018,6
2018102105,1777,8979,0,0,0,523,5015,1331.219,2966.908,32,0,10/21/2018,5
2018102104,1777,9073,0,0,0,524,4921,1369.584,2977.678,65,0,10/21/2018,4
2018102103,1778,9324,0,0,0,532,4922,1276.664,2907.288,65,0,10/21/2018,3
2018102102,1779,9133,0,0,0,541,4954,1176.312,3150.491,64,0,10/21/2018,2
2018102101,1766,9468,0,0,0,544,5125,1172.089,3294.034,66,0,10/21/2018,1
2018102248,1738,5542,0,0,2,391,5686,3347.568,5587.039,82,0,10/22/2018,48
2018102247,2243,6997,0,0,0,391,5658,3166.49,6053.597,83,0,10/22/2018,47
2018102246,2898,8722,1,0,153,429,5649,2919.024,6092.268,82,0,10/22/2018,46
2018102245,3088,9908,456,0,149,429,5588,2893.093,6201.873,82,0,10/22/2018,45
2018102244,3085,10429,599,0,179,454,5587,2877.745,6358.605,83,0,10/22/2018,44
2018102243,3090,12384,599,0,312,490,5592,2818.189,6589.553,82,2,10/22/2018,43
2018102242,3039,13653,599,0,423,503,5586,2721.355,6462.101,82,1,10/22/2018,42
2018102241,3016,15607,549,0,294,590,5587,2638.558,6591.419,82,3,10/22/2018,41
2018102240,2972,16061,600,0,1027,791,5549,2333.115,6485.748,82,1,10/22/2018,40
2018102239,2943,17557,598,0,860,740,5494,2145.045,6454.479,82,2,10/22/2018,39
2018102238,2936,17876,599,0,1042,733,5488,1982.578,6434.003,90,0,10/22/2018,38
2018102237,2868,17223,599,0,1026,797,5499,1808.768,6218.167,81,66,10/22/2018,37
2018102236,2886,16960,608,0,271,806,5497,1772.581,6114.603,81,283,10/22/2018,36
2018102235,2893,16569,321,0,201,625,5493,1559.85,5977.89,81,613,10/22/2018,35
2018102234,2891,15037,299,0,158,624,5489,1434.769,6067.311,81,1182,10/22/2018,34
2018102233,2893,13624,301,0,168,581,5484,1423.002,6081.174,81,1890,10/22/2018,33
2018102232,2891,12475,299,0,260,480,5478,1541.523,6061.248,79,2634,10/22/2018,32
2018102231,2894,12199,299,0,190,470,5470,1450.102,6017.133,65,3497,10/22/2018,31
2018102230,2896,11943,301,0,179,426,5466,1571.301,6059.44,51,4326,10/22/2018,30
2018102229,2913,11814,299,0,163,432,5470,1552.723,6067.948,59,4992,10/22/2018,29
2018102228,2944,11786,304,0,295,434,5463,1609.092,5995.953,66,5502,10/22/2018,28
2018102227,2946,12153,301,0,185,431,5382,1707.294,5885.493,66,5886,10/22/2018,27
2018102226,2961,12948,553,0,193,430,5253,1852.479,5950.434,67,6008,10/22/2018,26
2018102225,2967,13624,544,0,178,435,5240,1748.944,5724.305,66,6009,10/22/2018,25
2018102224,2968,13937,532,0,158,498,5240,1831.026,5602.36,67,5752,10/22/2018,24
2018102223,2969,14668,536,0,269,418,5231,1970.325,5214.374,65,5362,10/22/2018,23
2018102222,2972,15088,564,0,145,428,5230,2179.454,4925.129,66,4613,10/22/2018,22
2018102221,2958,15916,601,0,147,538,5233,2447.871,4600.382,64,3794,10/22/2018,21
2018102220,2939,16781,595,0,270,788,5223,2431.876,4317.58,79,2967,10/22/2018,20
2018102219,2938,16852,591,0,407,842,5273,2745.116,4314.544,64,2067,10/22/2018,19
2018102218,2938,16622,599,0,343,830,5414,2823.029,4485.366,64,1308,10/22/2018,18
2018102217,2936,16531,602,0,160,817,5450,2905.374,4458.51,64,633,10/22/2018,17
2018102216,2726,15838,546,0,226,778,5454,2903.306,4497.56,64,177,10/22/2018,16
2018102215,2481,12644,457,0,293,868,5455,3096.411,4632.024,64,13,10/22/2018,15
2018102214,2180,10162,443,0,0,642,5454,3199.475,4690.883,63,0,10/22/2018,14
2018102213,1931,7694,346,0,2,618,5455,3402.351,4531.293,64,1,10/22/2018,13
2018102212,1622,5417,182,0,0,593,5443,3568.624,4912.076,64,0,10/22/2018,12
2018102211,1337,4662,107,0,0,545,5429,3582.749,4818.577,64,0,10/22/2018,11
2018102210,1354,4128,76,0,0,408,5431,3684.336,5133.19,64,0,10/22/2018,10
2018102209,1329,4194,47,0,0,408,5419,3647.332,5207.176,64,0,10/22/2018,9
2018102208,1365,4162,0,0,0,407,5420,3608.703,5267.596,64,0,10/22/2018,8
2018102207,1412,4180,0,0,0,407,5401,3536.065,5381.928,64,0,10/22/2018,7
2018102206,1405,4208,0,0,0,407,5396,3677.142,5423.136,63,0,10/22/2018,6
2018102205,1670,4174,0,0,0,407,5387,3820.873,5520.106,64,0,10/22/2018,5
2018102204,1682,4282,0,0,0,428,5248,3767.63,5609.979,64,0,10/22/2018,4
2018102203,1678,4150,0,0,0,428,5188,3689.507,5691.835,64,0,10/22/2018,3
2018102202,1682,3986,0,0,0,442,5183,3763.85,5637.888,64,0,10/22/2018,2
2018102201,1681,4502,0,0,0,467,5171,3893.392,5507.181,64,0,10/22/2018,1
2018102348,1716,4698,0,0,0,457,5686,3790.74,6470.625,76,0,10/23/2018,48
2018102346,2105,7317,604,0,152,450,5696,3720.931,6822.827,76,0,10/23/2018,46
2018102345,2416,8709,636,0,296,447,5705,3724.397,6957.522,77,0,10/23/2018,45
2018102344,2394,9879,613,0,152,474,5708,3729.04,7141.733,78,0,10/23/2018,44
2018102343,2423,11009,530,0,611,492,5695,3802.31,7586.81,74,1,10/23/2018,43
2018102342,2414,12273,568,0,161,506,5705,3819.861,7701.101,71,1,10/23/2018,42
2018102341,2386,13499,552,0,438,556,5698,3796.635,7677.283,56,1,10/23/2018,41
2018102340,2372,14399,547,0,767,575,5702,3720.827,7601.871,56,2,10/23/2018,40
2018102339,2380,15048,637,0,826,574,5712,3627.701,7595.125,56,2,10/23/2018,39
2018102338,2385,15283,637,0,759,659,5715,3620.666,7730.217,64,5,10/23/2018,38
2018102337,2368,14803,616,0,674,589,5712,3744.167,7800.427,56,10,10/23/2018,37
2018102336,2383,14091,622,0,264,589,5695,3715.033,7784.613,56,28,10/23/2018,36
2018102335,2393,13578,620,0,156,545,5704,3619.296,7749.151,56,212,10/23/2018,35
2018102334,2417,13057,627,0,282,526,5708,3525.448,7674.003,56,637,10/23/2018,34
2018102333,2415,11795,537,0,151,489,5710,3571.506,7706.981,54,1230,10/23/2018,33
2018102332,2418,10939,378,0,199,444,5706,3546.132,7882.586,54,1790,10/23/2018,32
2018102331,2403,10357,300,0,150,423,5715,3632.916,7844.817,53,2390,10/23/2018,31
2018102330,2391,9690,299,0,151,397,5712,3556.384,8103.573,49,2730,10/23/2018,30
2018102329,2382,9882,370,0,195,413,5699,3607.445,8058.61,48,3260,10/23/2018,29
2018102328,2382,9972,460,0,150,376,5705,3562.639,8056.046,55,3660,10/23/2018,28
