,TSDF,settlementDate,settlementPeriod
2016112941,46614,11/29/2016,41
2016112942,44722,11/29/2016,42
2016112943,43880,11/29/2016,43
2016112944,41460,11/29/2016,44
2016112945,39161,11/29/2016,45
2016112946,37096,11/29/2016,46
2016112947,35337,11/29/2016,47
2016112948,34681,11/29/2016,48
2016113001,34889,11/30/2016,1
2016113002,34988,11/30/2016,2
2016113003,34835,11/30/2016,3
2016113004,34194,11/30/2016,4
2016113005,33544,11/30/2016,5
2016113006,33539,11/30/2016,6
2016113007,33300,11/30/2016,7
2016113008,32851,11/30/2016,8
2016113009,32677,11/30/2016,9
2016113010,32645,11/30/2016,10
2016113011,33173,11/30/2016,11
2016113012,34461,11/30/2016,12
2016113013,36865,11/30/2016,13
2016113014,40020,11/30/2016,14
2016113015,44390,11/30/2016,15
2016113016,46163,11/30/2016,16
2016113017,46700,11/30/2016,17
2016113018,46325,11/30/2016,18
2016113019,46682,11/30/2016,19
2016113020,46800,11/30/2016,20
2016113021,46851,11/30/2016,21
2016113022,45177,11/30/2016,22
2016113023,45014,11/30/2016,23
2016113024,44800,11/30/2016,24
2016113025,44676,11/30/2016,25
2016113026,43680,11/30/2016,26
2016113027,43559,11/30/2016,27
2016113028,43547,11/30/2016,28
2016113029,43555,11/30/2016,29
2016113030,43560,11/30/2016,30
2016113031,44028,11/30/2016,31
2016113032,45567,11/30/2016,32
2016113033,46910,11/30/2016,33
2016113034,48993,11/30/2016,34
2016113035,49577,11/30/2016,35
2016113036,49629,11/30/2016,36
2016113037,49518,11/30/2016,37
2016113038,49124,11/30/2016,38
2016113039,48625,11/30/2016,39
2016113040,47456,11/30/2016,40
2016113041,47190,11/30/2016,41
2016113042,45498,11/30/2016,42
2016113043,43701,11/30/2016,43
2016113044,41005,11/30/2016,44
2016113045,38878,11/30/2016,45
2016113046,36770,11/30/2016,46
2016113047,34239,11/30/2016,47
2016113048,32951,11/30/2016,48
2016120101,33204,12/1/2016,1
2016120102,33920,12/1/2016,2
2016120103,33751,12/1/2016,3
2016120104,33398,12/1/2016,4
2016120105,33018,12/1/2016,5
2016120106,32840,12/1/2016,6
2016120107,32741,12/1/2016,7
2016120108,32333,12/1/2016,8
2016120109,31975,12/1/2016,9
2016120110,32042,12/1/2016,10
2016120111,32323,12/1/2016,11
2016120112,33360,12/1/2016,12
2016120113,35901,12/1/2016,13
2016120114,39487,12/1/2016,14
2016120115,43671,12/1/2016,15
2016120116,45399,12/1/2016,16
2016120117,45711,12/1/2016,17
2016120118,45708,12/1/2016,18
2016120119,46349,12/1/2016,19
2016120120,45158,12/1/2016,20
2016120121,44965,12/1/2016,21
2016120122,44880,12/1/2016,22
2016120123,44385,12/1/2016,23
2016120124,44043,12/1/2016,24
2016120125,43923,12/1/2016,25
2016120126,43836,12/1/2016,26
2016120127,42966,12/1/2016,27
2016120128,42981,12/1/2016,28
2016120129,43385,12/1/2016,29
2016120130,43770,12/1/2016,30
2016120131,44349,12/1/2016,31
2016120132,45861,12/1/2016,32
2016120133,47324,12/1/2016,33
2016120134,49263,12/1/2016,34
2016120135,49505,12/1/2016,35
2016120136,49119,12/1/2016,36
2016120137,49007,12/1/2016,37
2016120138,48683,12/1/2016,38
2016120139,49007,12/1/2016,39
2016120140,48185,12/1/2016,40
2016120141,47170,12/1/2016,41
2016120142,45628,12/1/2016,42
2016120143,43461,12/1/2016,43
2016120144,41145,12/1/2016,44
2016120145,38698,12/1/2016,45
2016120146,36435,12/1/2016,46
2016120147,34020,12/1/2016,47
2016120148,32883,12/1/2016,48
2016120201,33406,12/2/2016,1
2016120202,33939,12/2/2016,2
2016120203,33774,12/2/2016,3
2016120204,32979,12/2/2016,4
2016120205,32485,12/2/2016,5
2016120206,32408,12/2/2016,6
2016120207,31966,12/2/2016,7
2016120208,31644,12/2/2016,8
2016120209,31672,12/2/2016,9
2016120210,31553,12/2/2016,10
2016120211,31846,12/2/2016,11
2016120212,32919,12/2/2016,12
2016120213,35218,12/2/2016,13
2016120214,38486,12/2/2016,14
2016120215,42822,12/2/2016,15
2016120216,44924,12/2/2016,16
2016120217,45894,12/2/2016,17
2016120218,45502,12/2/2016,18
2016120219,45427,12/2/2016,19
2016120220,45485,12/2/2016,20
2016120221,45043,12/2/2016,21
2016120222,44599,12/2/2016,22
2016120223,44162,12/2/2016,23
2016120224,43944,12/2/2016,24
2016120225,44137,12/2/2016,25
2016120226,43743,12/2/2016,26
2016120227,45246,12/2/2016,27
2016120228,45131,12/2/2016,28
2016120229,45512,12/2/2016,29
2016120230,45317,12/2/2016,30
2016120231,44300,12/2/2016,31
2016120232,45063,12/2/2016,32
2016120233,47164,12/2/2016,33
2016120234,48835,12/2/2016,34
2016120235,49000,12/2/2016,35
2016120236,48536,12/2/2016,36
2016120237,47896,12/2/2016,37
2016120238,47177,12/2/2016,38
2016120239,46165,12/2/2016,39
2016120240,44864,12/2/2016,40
2016120241,44341,12/2/2016,41
2016120242,42747,12/2/2016,42
2016120243,41186,12/2/2016,43
2016120244,39038,12/2/2016,44
2016120245,37286,12/2/2016,45
2016120246,35787,12/2/2016,46
2016120247,33897,12/2/2016,47
2016120248,32453,12/2/2016,48
2016120301,33333,12/3/2016,1
2016120302,33619,12/3/2016,2
2016120303,32960,12/3/2016,3
2016120304,32631,12/3/2016,4
2016120305,32507,12/3/2016,5
2016120306,32262,12/3/2016,6
2016120307,31588,12/3/2016,7
2016120308,30875,12/3/2016,8
2016120309,30553,12/3/2016,9
2016120310,30357,12/3/2016,10
2016120311,30610,12/3/2016,11
2016120312,31090,12/3/2016,12
2016120313,31046,12/3/2016,13
2016120314,31951,12/3/2016,14
2016120315,33901,12/3/2016,15
2016120316,34896,12/3/2016,16
2016120317,36056,12/3/2016,17
2016120318,37467,12/3/2016,18
2016120319,38610,12/3/2016,19
2016120320,38977,12/3/2016,20
2016120321,39100,12/3/2016,21
2016120322,38300,12/3/2016,22
2016120323,38077,12/3/2016,23
2016120324,37878,12/3/2016,24
2016120325,37703,12/3/2016,25
2016120326,37376,12/3/2016,26
2016120327,37082,12/3/2016,27
2016120328,37055,12/3/2016,28
2016120329,37629,12/3/2016,29
2016120330,37849,12/3/2016,30
2016120331,38420,12/3/2016,31
2016120332,39383,12/3/2016,32
2016120333,41456,12/3/2016,33
2016120334,43804,12/3/2016,34
2016120335,44825,12/3/2016,35
2016120336,44884,12/3/2016,36
2016120337,44392,12/3/2016,37
2016120338,43551,12/3/2016,38
2016120339,43206,12/3/2016,39
2016120340,41859,12/3/2016,40
2016120341,40115,12/3/2016,41
2016120342,38713,12/3/2016,42
2016120343,37217,12/3/2016,43
2016120344,35844,12/3/2016,44
2016120345,35210,12/3/2016,45
2016120346,34186,12/3/2016,46
2016120347,31697,12/3/2016,47
2016120348,30680,12/3/2016,48
2016120401,30519,12/4/2016,1
2016120402,30714,12/4/2016,2
2016120403,30503,12/4/2016,3
2016120404,30250,12/4/2016,4
2016120405,29603,12/4/2016,5
2016120406,29264,12/4/2016,6
2016120407,28589,12/4/2016,7
2016120408,28049,12/4/2016,8
2016120409,27689,12/4/2016,9
2016120410,27466,12/4/2016,10
2016120411,27453,12/4/2016,11
2016120412,27495,12/4/2016,12
2016120413,28133,12/4/2016,13
2016120414,28810,12/4/2016,14
2016120415,28685,12/4/2016,15
2016120416,29073,12/4/2016,16
2016120417,30651,12/4/2016,17
2016120418,32500,12/4/2016,18
2016120419,34279,12/4/2016,19
2016120420,35530,12/4/2016,20
2016120421,36300,12/4/2016,21
2016120422,36295,12/4/2016,22
2016120423,36464,12/4/2016,23
2016120424,36694,12/4/2016,24
2016120425,36751,12/4/2016,25
2016120426,37137,12/4/2016,26
2016120427,35448,12/4/2016,27
2016120428,35848,12/4/2016,28
2016120429,36447,12/4/2016,29
2016120430,36965,12/4/2016,30
2016120431,38252,12/4/2016,31
2016120432,39899,12/4/2016,32
2016120433,42576,12/4/2016,33
2016120434,44762,12/4/2016,34
2016120435,45903,12/4/2016,35
2016120436,45724,12/4/2016,36
2016120437,45195,12/4/2016,37
2016120438,44424,12/4/2016,38
2016120439,43606,12/4/2016,39
2016120440,42281,12/4/2016,40
2016120441,41398,12/4/2016,41
2016120442,39865,12/4/2016,42
2016120443,38380,12/4/2016,43
2016120444,36510,12/4/2016,44
2016120445,34702,12/4/2016,45
2016120446,32871,12/4/2016,46
2016120447,31130,12/4/2016,47
2016120448,30312,12/4/2016,48
2016120501,30242,12/5/2016,1
2016120502,31696,12/5/2016,2
2016120503,31600,12/5/2016,3
2016120504,31132,12/5/2016,4
2016120505,30749,12/5/2016,5
2016120506,30635,12/5/2016,6
2016120507,30242,12/5/2016,7
2016120508,29773,12/5/2016,8
2016120509,29911,12/5/2016,9
2016120510,29948,12/5/2016,10
2016120511,31105,12/5/2016,11
2016120512,32358,12/5/2016,12
2016120513,34896,12/5/2016,13
2016120514,38538,12/5/2016,14
2016120515,42851,12/5/2016,15
2016120516,45300,12/5/2016,16
2016120517,46200,12/5/2016,17
2016120518,45992,12/5/2016,18
2016120519,46494,12/5/2016,19
2016120520,46500,12/5/2016,20
2016120521,46364,12/5/2016,21
2016120522,46200,12/5/2016,22
2016120523,45883,12/5/2016,23
2016120524,45647,12/5/2016,24
2016120525,45645,12/5/2016,25
2016120526,45534,12/5/2016,26
2016120527,44976,12/5/2016,27
2016120528,44899,12/5/2016,28
2016120529,45282,12/5/2016,29
2016120530,45407,12/5/2016,30
2016120531,45001,12/5/2016,31
2016120532,46263,12/5/2016,32
2016120533,48152,12/5/2016,33
2016120534,49900,12/5/2016,34
2016120535,49761,12/5/2016,35
2016120536,49441,12/5/2016,36
2016120537,49382,12/5/2016,37
2016120538,49085,12/5/2016,38
2016120539,48632,12/5/2016,39
2016120540,47885,12/5/2016,40
2016120541,47001,12/5/2016,41
2016120542,45540,12/5/2016,42
2016120543,43942,12/5/2016,43
2016120544,41799,12/5/2016,44
2016120545,39500,12/5/2016,45
2016120546,37157,12/5/2016,46
2016120547,34724,12/5/2016,47
2016120548,34059,12/5/2016,48
2016120601,34592,12/6/2016,1
2016120602,34981,12/6/2016,2
2016120603,34945,12/6/2016,3
2016120604,34275,12/6/2016,4
2016120605,33739,12/6/2016,5
2016120606,33809,12/6/2016,6
2016120607,32535,12/6/2016,7
2016120608,32022,12/6/2016,8
2016120609,32503,12/6/2016,9
2016120610,32533,12/6/2016,10
2016120611,32843,12/6/2016,11
2016120612,33608,12/6/2016,12
2016120613,36453,12/6/2016,13
2016120614,39574,12/6/2016,14
2016120615,43400,12/6/2016,15
2016120616,45522,12/6/2016,16
2016120617,46344,12/6/2016,17
2016120618,46256,12/6/2016,18
2016120619,46696,12/6/2016,19
2016120620,46889,12/6/2016,20
2016120621,46550,12/6/2016,21
2016120622,46567,12/6/2016,22
2016120623,46643,12/6/2016,23
2016120624,46674,12/6/2016,24
2016120625,46685,12/6/2016,25
2016120626,46479,12/6/2016,26
2016120627,46568,12/6/2016,27
2016120628,46193,12/6/2016,28
2016120629,46920,12/6/2016,29
2016120630,46645,12/6/2016,30
2016120631,44950,12/6/2016,31
2016120632,46546,12/6/2016,32
2016120633,48748,12/6/2016,33
2016120634,49874,12/6/2016,34
2016120635,49902,12/6/2016,35
2016120636,49568,12/6/2016,36
2016120637,49166,12/6/2016,37
2016120638,48483,12/6/2016,38
2016120639,47951,12/6/2016,39
2016120640,46814,12/6/2016,40
2016120641,45981,12/6/2016,41
2016120642,44152,12/6/2016,42
2016120643,41920,12/6/2016,43
2016120644,39463,12/6/2016,44
2016120645,36911,12/6/2016,45
2016120646,34692,12/6/2016,46
2016120647,32455,12/6/2016,47
2016120648,30949,12/6/2016,48
2016120701,31628,12/7/2016,1
2016120702,31893,12/7/2016,2
2016120703,31592,12/7/2016,3
2016120704,31038,12/7/2016,4
2016120705,30595,12/7/2016,5
2016120706,30615,12/7/2016,6
2016120707,30072,12/7/2016,7
2016120708,29602,12/7/2016,8
2016120709,29479,12/7/2016,9
2016120710,29480,12/7/2016,10
2016120711,29886,12/7/2016,11
2016120712,30926,12/7/2016,12
2016120713,33010,12/7/2016,13
2016120714,36232,12/7/2016,14
2016120715,40359,12/7/2016,15
2016120716,41898,12/7/2016,16
2016120717,42404,12/7/2016,17
2016120718,42550,12/7/2016,18
2016120719,43160,12/7/2016,19
2016120720,42796,12/7/2016,20
2016120721,42387,12/7/2016,21
2016120722,42000,12/7/2016,22
2016120723,41641,12/7/2016,23
2016120724,41360,12/7/2016,24
2016120725,41273,12/7/2016,25
2016120726,41196,12/7/2016,26
2016120727,41326,12/7/2016,27
2016120728,40022,12/7/2016,28
2016120729,39999,12/7/2016,29
2016120730,39864,12/7/2016,30
2016120731,41202,12/7/2016,31
2016120732,44081,12/7/2016,32
2016120733,45984,12/7/2016,33
2016120734,47651,12/7/2016,34
2016120735,47533,12/7/2016,35
2016120736,47187,12/7/2016,36
2016120737,46982,12/7/2016,37
2016120738,45469,12/7/2016,38
2016120739,45222,12/7/2016,39
2016120740,44030,12/7/2016,40
2016120741,43228,12/7/2016,41
2016120742,41604,12/7/2016,42
2016120743,39831,12/7/2016,43
2016120744,37725,12/7/2016,44
2016120745,35527,12/7/2016,45
2016120746,33259,12/7/2016,46
2016120747,31295,12/7/2016,47
2016120748,30091,12/7/2016,48
2016120801,30042,12/8/2016,1
2016120802,30235,12/8/2016,2
2016120803,30077,12/8/2016,3
2016120804,29358,12/8/2016,4
2016120805,28939,12/8/2016,5
2016120806,29013,12/8/2016,6
2016120807,28506,12/8/2016,7
2016120808,27905,12/8/2016,8
2016120809,27574,12/8/2016,9
2016120810,27595,12/8/2016,10
2016120811,27975,12/8/2016,11
2016120812,28989,12/8/2016,12
2016120813,31270,12/8/2016,13
2016120814,34922,12/8/2016,14
2016120815,39343,12/8/2016,15
2016120816,41759,12/8/2016,16
2016120817,42198,12/8/2016,17
2016120818,41747,12/8/2016,18
2016120819,42248,12/8/2016,19
2016120820,42366,12/8/2016,20
2016120821,42384,12/8/2016,21
2016120822,42582,12/8/2016,22
2016120823,42440,12/8/2016,23
2016120824,42317,12/8/2016,24
2016120825,42199,12/8/2016,25
2016120826,41971,12/8/2016,26
2016120827,41946,12/8/2016,27
2016120828,41899,12/8/2016,28
2016120829,42046,12/8/2016,29
2016120830,41937,12/8/2016,30
2016120831,42071,12/8/2016,31
2016120832,43413,12/8/2016,32
2016120833,45397,12/8/2016,33
2016120834,47123,12/8/2016,34
2016120835,47407,12/8/2016,35
2016120836,47016,12/8/2016,36
2016120837,46692,12/8/2016,37
2016120838,45940,12/8/2016,38
2016120839,45402,12/8/2016,39
2016120840,44400,12/8/2016,40
2016120841,43058,12/8/2016,41
2016120842,41136,12/8/2016,42
2016120843,39782,12/8/2016,43
2016120844,37550,12/8/2016,44
2016120845,35192,12/8/2016,45
2016120846,33134,12/8/2016,46
2016120847,30194,12/8/2016,47
2016120848,28873,12/8/2016,48
2016120901,29310,12/9/2016,1
2016120902,29840,12/9/2016,2
2016120903,29568,12/9/2016,3
2016120904,28787,12/9/2016,4
2016120905,28818,12/9/2016,5
2016120906,28484,12/9/2016,6
2016120907,28305,12/9/2016,7
2016120908,27924,12/9/2016,8
2016120909,27724,12/9/2016,9
2016120910,27930,12/9/2016,10
2016120911,28278,12/9/2016,11
2016120912,28815,12/9/2016,12
2016120913,30887,12/9/2016,13
2016120914,34097,12/9/2016,14
2016120915,37834,12/9/2016,15
2016120916,40122,12/9/2016,16
2016120917,40772,12/9/2016,17
2016120918,40375,12/9/2016,18
2016120919,40329,12/9/2016,19
2016120920,40326,12/9/2016,20
2016120921,40355,12/9/2016,21
2016120922,40068,12/9/2016,22
2016120923,39983,12/9/2016,23
2016120924,39878,12/9/2016,24
2016120925,39893,12/9/2016,25
2016120926,39484,12/9/2016,26
2016120927,39284,12/9/2016,27
2016120928,38972,12/9/2016,28
2016120929,39183,12/9/2016,29
2016120930,39321,12/9/2016,30
2016120931,39664,12/9/2016,31
2016120932,40916,12/9/2016,32
2016120933,42668,12/9/2016,33
2016120934,44715,12/9/2016,34
2016120935,45439,12/9/2016,35
2016120936,45310,12/9/2016,36
2016120937,44600,12/9/2016,37
2016120938,43476,12/9/2016,38
2016120939,42485,12/9/2016,39
2016120940,41289,12/9/2016,40
2016120941,40544,12/9/2016,41
2016120942,39076,12/9/2016,42
2016120943,37645,12/9/2016,43
2016120944,35644,12/9/2016,44
2016120945,33560,12/9/2016,45
2016120946,32135,12/9/2016,46
2016120947,30305,12/9/2016,47
2016120948,29130,12/9/2016,48
2016121001,27980,12/10/2016,1
2016121002,28576,12/10/2016,2
2016121003,28385,12/10/2016,3
2016121004,27950,12/10/2016,4
2016121005,27534,12/10/2016,5
2016121006,27047,12/10/2016,6
2016121007,27190,12/10/2016,7
2016121008,26461,12/10/2016,8
2016121009,26131,12/10/2016,9
2016121010,25869,12/10/2016,10
2016121011,26225,12/10/2016,11
2016121012,26382,12/10/2016,12
2016121013,26704,12/10/2016,13
2016121014,27464,12/10/2016,14
2016121015,29476,12/10/2016,15
2016121016,30795,12/10/2016,16
2016121017,32851,12/10/2016,17
2016121018,34600,12/10/2016,18
2016121019,34740,12/10/2016,19
2016121020,35218,12/10/2016,20
2016121021,35500,12/10/2016,21
2016121022,35467,12/10/2016,22
2016121023,35493,12/10/2016,23
2016121024,35507,12/10/2016,24
2016121025,36717,12/10/2016,25
2016121026,36668,12/10/2016,26
2016121027,36321,12/10/2016,27
2016121028,36292,12/10/2016,28
2016121029,36317,12/10/2016,29
2016121030,36255,12/10/2016,30
2016121031,36438,12/10/2016,31
2016121032,37122,12/10/2016,32
2016121033,39157,12/10/2016,33
2016121034,40808,12/10/2016,34
2016121035,41761,12/10/2016,35
2016121036,41698,12/10/2016,36
2016121037,41063,12/10/2016,37
2016121038,40259,12/10/2016,38
2016121039,39161,12/10/2016,39
2016121040,37910,12/10/2016,40
2016121041,37063,12/10/2016,41
2016121042,36080,12/10/2016,42
2016121043,35274,12/10/2016,43
2016121044,33815,12/10/2016,44
2016121045,32519,12/10/2016,45
2016121046,31433,12/10/2016,46
2016121047,28972,12/10/2016,47
2016121048,27885,12/10/2016,48
2016121101,28037,12/11/2016,1
2016121102,28343,12/11/2016,2
2016121103,27889,12/11/2016,3
2016121104,27550,12/11/2016,4
2016121105,26842,12/11/2016,5
2016121106,26553,12/11/2016,6
2016121107,26480,12/11/2016,7
2016121108,25976,12/11/2016,8
2016121109,25447,12/11/2016,9
2016121110,25132,12/11/2016,10
2016121111,25294,12/11/2016,11
2016121112,25478,12/11/2016,12
2016121113,26315,12/11/2016,13
2016121114,26695,12/11/2016,14
2016121115,27480,12/11/2016,15
2016121116,27889,12/11/2016,16
2016121117,29084,12/11/2016,17
2016121118,30705,12/11/2016,18
2016121119,31270,12/11/2016,19
2016121120,32452,12/11/2016,20
2016121121,33792,12/11/2016,21
2016121122,34091,12/11/2016,22
2016121123,34991,12/11/2016,23
2016121124,35185,12/11/2016,24
2016121125,34724,12/11/2016,25
2016121126,34790,12/11/2016,26
2016121127,35037,12/11/2016,27
2016121128,34939,12/11/2016,28
2016121129,34919,12/11/2016,29
2016121130,35406,12/11/2016,30
2016121131,36391,12/11/2016,31
2016121132,38189,12/11/2016,32
2016121133,40343,12/11/2016,33
2016121134,42514,12/11/2016,34
2016121135,43611,12/11/2016,35
2016121136,43324,12/11/2016,36
2016121137,42799,12/11/2016,37
2016121138,41775,12/11/2016,38
2016121139,41243,12/11/2016,39
2016121140,40154,12/11/2016,40
2016121141,39068,12/11/2016,41
2016121142,37621,12/11/2016,42
2016121143,36272,12/11/2016,43
2016121144,34537,12/11/2016,44
2016121145,33889,12/11/2016,45
2016121146,31968,12/11/2016,46
2016121147,30342,12/11/2016,47
2016121148,29496,12/11/2016,48
2016121201,29201,12/12/2016,1
2016121202,29495,12/12/2016,2
2016121203,29856,12/12/2016,3
2016121204,29562,12/12/2016,4
2016121205,29479,12/12/2016,5
2016121206,29478,12/12/2016,6
2016121207,28837,12/12/2016,7
2016121208,28377,12/12/2016,8
2016121209,28690,12/12/2016,9
2016121210,28809,12/12/2016,10
2016121211,29257,12/12/2016,11
2016121212,30317,12/12/2016,12
2016121213,32564,12/12/2016,13
2016121214,35935,12/12/2016,14
2016121215,40635,12/12/2016,15
2016121216,43189,12/12/2016,16
2016121217,43882,12/12/2016,17
2016121218,43961,12/12/2016,18
2016121219,44786,12/12/2016,19
2016121220,45048,12/12/2016,20
2016121221,44920,12/12/2016,21
2016121222,44994,12/12/2016,22
2016121223,45322,12/12/2016,23
