,TSDF,settlementDate,settlementPeriod
2018061730,25909,6/17/2018,30
2018061731,26062,6/17/2018,31
2018061732,26258,6/17/2018,32
2018061733,27138,6/17/2018,33
2018061734,28146,6/17/2018,34
2018061735,28732,6/17/2018,35
2018061736,28993,6/17/2018,36
2018061737,29000,6/17/2018,37
2018061738,28968,6/17/2018,38
2018061739,28957,6/17/2018,39
2018061740,28892,6/17/2018,40
2018061741,28633,6/17/2018,41
2018061742,28400,6/17/2018,42
2018061743,27800,6/17/2018,43
2018061744,27321,6/17/2018,44
2018061745,26521,6/17/2018,45
2018061746,24967,6/17/2018,46
2018061747,23056,6/17/2018,47
2018061748,21652,6/17/2018,48
2018061801,20913,6/18/2018,1
2018061802,20494,6/18/2018,2
2018061803,20490,6/18/2018,3
2018061804,20185,6/18/2018,4
2018061805,19900,6/18/2018,5
2018061806,19587,6/18/2018,6
2018061807,19487,6/18/2018,7
2018061808,19539,6/18/2018,8
2018061809,19541,6/18/2018,9
2018061810,19471,6/18/2018,10
2018061811,19953,6/18/2018,11
2018061812,20688,6/18/2018,12
2018061813,22214,6/18/2018,13
2018061814,24392,6/18/2018,14
2018061815,27167,6/18/2018,15
2018061816,28954,6/18/2018,16
2018061817,29968,6/18/2018,17
2018061818,30168,6/18/2018,18
2018061819,29557,6/18/2018,19
2018061820,29055,6/18/2018,20
2018061821,28314,6/18/2018,21
2018061822,27937,6/18/2018,22
2018061823,27986,6/18/2018,23
2018061824,28050,6/18/2018,24
2018061825,28363,6/18/2018,25
2018061826,28202,6/18/2018,26
2018061827,27880,6/18/2018,27
2018061828,27662,6/18/2018,28
2018061829,27598,6/18/2018,29
2018061830,27594,6/18/2018,30
2018061831,27781,6/18/2018,31
2018061832,28307,6/18/2018,32
2018061833,29304,6/18/2018,33
2018061834,30026,6/18/2018,34
2018061835,30923,6/18/2018,35
2018061836,31286,6/18/2018,36
2018061837,31691,6/18/2018,37
2018061838,31954,6/18/2018,38
2018061839,32046,6/18/2018,39
2018061840,31777,6/18/2018,40
2018061841,31231,6/18/2018,41
2018061842,30607,6/18/2018,42
2018061843,30707,6/18/2018,43
2018061844,29923,6/18/2018,44
2018061845,28965,6/18/2018,45
2018061846,27144,6/18/2018,46
2018061847,24962,6/18/2018,47
2018061848,23200,6/18/2018,48
2018061901,21900,6/19/2018,1
2018061902,21685,6/19/2018,2
2018061903,21671,6/19/2018,3
2018061904,21844,6/19/2018,4
2018061905,21755,6/19/2018,5
2018061906,21330,6/19/2018,6
2018061907,21086,6/19/2018,7
2018061908,21277,6/19/2018,8
2018061909,20981,6/19/2018,9
2018061910,20677,6/19/2018,10
2018061911,20829,6/19/2018,11
2018061912,21525,6/19/2018,12
2018061913,23719,6/19/2018,13
2018061914,26376,6/19/2018,14
2018061915,29282,6/19/2018,15
2018061916,31120,6/19/2018,16
2018061917,32528,6/19/2018,17
2018061918,32880,6/19/2018,18
2018061919,33374,6/19/2018,19
2018061920,33271,6/19/2018,20
2018061921,32643,6/19/2018,21
2018061922,32147,6/19/2018,22
2018061923,32007,6/19/2018,23
2018061924,32041,6/19/2018,24
2018061925,31904,6/19/2018,25
2018061926,31500,6/19/2018,26
2018061927,31387,6/19/2018,27
2018061928,30817,6/19/2018,28
2018061929,30814,6/19/2018,29
2018061930,30832,6/19/2018,30
2018061931,30939,6/19/2018,31
2018061932,31426,6/19/2018,32
2018061933,32078,6/19/2018,33
2018061934,32769,6/19/2018,34
2018061935,33338,6/19/2018,35
2018061936,33434,6/19/2018,36
2018061937,33619,6/19/2018,37
2018061938,33326,6/19/2018,38
2018061939,33007,6/19/2018,39
2018061940,32800,6/19/2018,40
2018061941,32356,6/19/2018,41
2018061942,31400,6/19/2018,42
2018061943,30800,6/19/2018,43
2018061944,29957,6/19/2018,44
2018061945,29128,6/19/2018,45
2018061946,27393,6/19/2018,46
2018061947,25554,6/19/2018,47
2018061948,24194,6/19/2018,48
2018062001,23313,6/20/2018,1
2018062002,22696,6/20/2018,2
2018062003,22594,6/20/2018,3
2018062004,22382,6/20/2018,4
2018062005,22166,6/20/2018,5
2018062006,21898,6/20/2018,6
2018062007,21848,6/20/2018,7
2018062008,21823,6/20/2018,8
2018062009,21768,6/20/2018,9
2018062010,21476,6/20/2018,10
2018062011,21743,6/20/2018,11
2018062012,22643,6/20/2018,12
2018062013,24000,6/20/2018,13
2018062014,25906,6/20/2018,14
2018062015,28562,6/20/2018,15
2018062016,30242,6/20/2018,16
2018062017,31284,6/20/2018,17
2018062018,31352,6/20/2018,18
2018062019,31574,6/20/2018,19
2018062020,31503,6/20/2018,20
2018062021,31431,6/20/2018,21
2018062022,31249,6/20/2018,22
2018062023,31066,6/20/2018,23
2018062024,31100,6/20/2018,24
2018062025,31016,6/20/2018,25
2018062026,30662,6/20/2018,26
2018062027,30569,6/20/2018,27
2018062028,30125,6/20/2018,28
2018062029,30189,6/20/2018,29
2018062030,30205,6/20/2018,30
2018062031,30314,6/20/2018,31
2018062032,30841,6/20/2018,32
2018062033,31417,6/20/2018,33
2018062034,32136,6/20/2018,34
2018062035,32620,6/20/2018,35
2018062036,32711,6/20/2018,36
2018062037,32717,6/20/2018,37
2018062038,32548,6/20/2018,38
2018062039,32219,6/20/2018,39
2018062040,32012,6/20/2018,40
2018062041,31663,6/20/2018,41
2018062042,30779,6/20/2018,42
2018062043,30587,6/20/2018,43
2018062044,29713,6/20/2018,44
2018062045,28817,6/20/2018,45
2018062046,27083,6/20/2018,46
2018062047,24984,6/20/2018,47
2018062048,23500,6/20/2018,48
2018062101,22730,6/21/2018,1
2018062102,22085,6/21/2018,2
2018062103,21946,6/21/2018,3
2018062104,22095,6/21/2018,4
2018062105,21632,6/21/2018,5
2018062106,21446,6/21/2018,6
2018062107,21311,6/21/2018,7
2018062108,21441,6/21/2018,8
2018062109,21467,6/21/2018,9
2018062110,21125,6/21/2018,10
2018062111,21600,6/21/2018,11
2018062112,22017,6/21/2018,12
2018062113,23117,6/21/2018,13
2018062114,24481,6/21/2018,14
2018062115,26597,6/21/2018,15
2018062116,28005,6/21/2018,16
2018062117,28473,6/21/2018,17
2018062118,28284,6/21/2018,18
2018062119,28442,6/21/2018,19
2018062120,28054,6/21/2018,20
2018062121,27435,6/21/2018,21
2018062122,27178,6/21/2018,22
2018062123,27003,6/21/2018,23
2018062124,26984,6/21/2018,24
2018062125,27185,6/21/2018,25
2018062126,27148,6/21/2018,26
2018062127,26653,6/21/2018,27
2018062128,26312,6/21/2018,28
2018062129,26085,6/21/2018,29
2018062130,26430,6/21/2018,30
2018062131,26760,6/21/2018,31
2018062132,27797,6/21/2018,32
2018062133,28706,6/21/2018,33
2018062134,29915,6/21/2018,34
2018062135,30983,6/21/2018,35
2018062136,31411,6/21/2018,36
2018062137,31565,6/21/2018,37
2018062138,31524,6/21/2018,38
2018062139,31387,6/21/2018,39
2018062140,31090,6/21/2018,40
2018062141,31085,6/21/2018,41
2018062142,30750,6/21/2018,42
2018062143,30350,6/21/2018,43
2018062144,30124,6/21/2018,44
2018062145,29195,6/21/2018,45
2018062146,27534,6/21/2018,46
2018062147,25906,6/21/2018,47
2018062148,24518,6/21/2018,48
2018062201,23829,6/22/2018,1
2018062202,23319,6/22/2018,2
2018062203,23041,6/22/2018,3
2018062204,22820,6/22/2018,4
2018062205,22250,6/22/2018,5
2018062206,21885,6/22/2018,6
2018062207,21625,6/22/2018,7
2018062208,21519,6/22/2018,8
2018062209,21559,6/22/2018,9
2018062210,21284,6/22/2018,10
2018062211,21641,6/22/2018,11
2018062212,22143,6/22/2018,12
2018062213,23257,6/22/2018,13
2018062214,25262,6/22/2018,14
2018062215,27557,6/22/2018,15
2018062216,28682,6/22/2018,16
2018062217,29411,6/22/2018,17
2018062218,28904,6/22/2018,18
2018062219,28606,6/22/2018,19
2018062220,28415,6/22/2018,20
2018062221,27980,6/22/2018,21
2018062222,27840,6/22/2018,22
2018062223,27458,6/22/2018,23
2018062224,27390,6/22/2018,24
2018062225,27379,6/22/2018,25
2018062226,27513,6/22/2018,26
2018062227,27283,6/22/2018,27
2018062228,27066,6/22/2018,28
2018062229,26751,6/22/2018,29
2018062230,26347,6/22/2018,30
2018062231,26568,6/22/2018,31
2018062232,27108,6/22/2018,32
2018062233,28024,6/22/2018,33
2018062234,28708,6/22/2018,34
2018062235,29434,6/22/2018,35
2018062236,29910,6/22/2018,36
2018062237,30465,6/22/2018,37
2018062238,30343,6/22/2018,38
2018062239,30428,6/22/2018,39
2018062240,30241,6/22/2018,40
2018062241,29994,6/22/2018,41
2018062242,29502,6/22/2018,42
2018062243,29505,6/22/2018,43
2018062244,29196,6/22/2018,44
2018062245,28916,6/22/2018,45
2018062246,27778,6/22/2018,46
2018062247,26172,6/22/2018,47
2018062248,24594,6/22/2018,48
2018062301,23882,6/23/2018,1
2018062302,23093,6/23/2018,2
2018062303,22727,6/23/2018,3
2018062304,22577,6/23/2018,4
2018062305,22380,6/23/2018,5
2018062306,22067,6/23/2018,6
2018062307,21794,6/23/2018,7
2018062308,21689,6/23/2018,8
2018062309,21484,6/23/2018,9
2018062310,21112,6/23/2018,10
2018062311,20923,6/23/2018,11
2018062312,21097,6/23/2018,12
2018062313,21615,6/23/2018,13
2018062314,21766,6/23/2018,14
2018062315,22265,6/23/2018,15
2018062316,22943,6/23/2018,16
2018062317,23848,6/23/2018,17
2018062318,24250,6/23/2018,18
2018062319,24749,6/23/2018,19
2018062320,24777,6/23/2018,20
2018062321,24611,6/23/2018,21
2018062322,24440,6/23/2018,22
2018062323,24195,6/23/2018,23
2018062324,23931,6/23/2018,24
2018062325,24035,6/23/2018,25
2018062326,23775,6/23/2018,26
2018062327,23175,6/23/2018,27
2018062328,22829,6/23/2018,28
2018062329,22739,6/23/2018,29
2018062330,22672,6/23/2018,30
2018062331,22802,6/23/2018,31
2018062332,22920,6/23/2018,32
2018062333,23489,6/23/2018,33
2018062334,24446,6/23/2018,34
2018062335,25679,6/23/2018,35
2018062336,26536,6/23/2018,36
2018062337,27294,6/23/2018,37
2018062338,27714,6/23/2018,38
2018062339,27972,6/23/2018,39
2018062340,28100,6/23/2018,40
2018062341,27890,6/23/2018,41
2018062342,27402,6/23/2018,42
2018062343,27335,6/23/2018,43
2018062344,27252,6/23/2018,44
2018062345,27441,6/23/2018,45
2018062346,26547,6/23/2018,46
2018062347,25186,6/23/2018,47
2018062348,23800,6/23/2018,48
2018062401,22700,6/24/2018,1
2018062402,22013,6/24/2018,2
2018062403,22252,6/24/2018,3
2018062404,21974,6/24/2018,4
2018062405,21548,6/24/2018,5
2018062406,21076,6/24/2018,6
2018062407,20841,6/24/2018,7
2018062408,20855,6/24/2018,8
2018062409,20647,6/24/2018,9
2018062410,20080,6/24/2018,10
2018062411,19912,6/24/2018,11
2018062412,19870,6/24/2018,12
2018062413,20346,6/24/2018,13
2018062414,20811,6/24/2018,14
2018062415,20833,6/24/2018,15
2018062416,20669,6/24/2018,16
2018062417,21255,6/24/2018,17
2018062418,22000,6/24/2018,18
2018062419,22708,6/24/2018,19
2018062420,23314,6/24/2018,20
2018062421,23597,6/24/2018,21
2018062422,23507,6/24/2018,22
2018062423,23485,6/24/2018,23
2018062424,23505,6/24/2018,24
2018062425,23158,6/24/2018,25
2018062426,22887,6/24/2018,26
2018062427,22429,6/24/2018,27
2018062428,21903,6/24/2018,28
2018062429,21595,6/24/2018,29
2018062430,21413,6/24/2018,30
2018062431,21431,6/24/2018,31
2018062432,21826,6/24/2018,32
2018062433,22712,6/24/2018,33
2018062434,23743,6/24/2018,34
2018062435,24933,6/24/2018,35
2018062436,25725,6/24/2018,36
2018062437,26443,6/24/2018,37
2018062438,27261,6/24/2018,38
2018062439,27881,6/24/2018,39
2018062440,28000,6/24/2018,40
2018062441,28143,6/24/2018,41
2018062442,27900,6/24/2018,42
2018062443,27716,6/24/2018,43
2018062444,27816,6/24/2018,44
2018062445,27813,6/24/2018,45
2018062446,26843,6/24/2018,46
2018062447,25202,6/24/2018,47
2018062448,23800,6/24/2018,48
2018062501,23095,6/25/2018,1
2018062502,22506,6/25/2018,2
2018062503,22397,6/25/2018,3
2018062504,22375,6/25/2018,4
2018062505,22296,6/25/2018,5
2018062506,22102,6/25/2018,6
2018062507,22063,6/25/2018,7
2018062508,22010,6/25/2018,8
2018062509,21927,6/25/2018,9
2018062510,21732,6/25/2018,10
2018062511,22106,6/25/2018,11
2018062512,22909,6/25/2018,12
2018062513,24546,6/25/2018,13
2018062514,26229,6/25/2018,14
2018062515,28616,6/25/2018,15
2018062516,30009,6/25/2018,16
2018062517,30781,6/25/2018,17
2018062518,30546,6/25/2018,18
2018062519,30302,6/25/2018,19
2018062520,30054,6/25/2018,20
2018062521,29619,6/25/2018,21
2018062522,29361,6/25/2018,22
2018062523,29437,6/25/2018,23
2018062524,29313,6/25/2018,24
2018062525,29284,6/25/2018,25
2018062526,29087,6/25/2018,26
2018062527,28932,6/25/2018,27
2018062528,28577,6/25/2018,28
2018062529,28665,6/25/2018,29
2018062530,28682,6/25/2018,30
2018062531,28917,6/25/2018,31
2018062532,29253,6/25/2018,32
2018062533,30462,6/25/2018,33
2018062534,31369,6/25/2018,34
2018062535,32158,6/25/2018,35
2018062536,32588,6/25/2018,36
2018062537,32845,6/25/2018,37
2018062538,33057,6/25/2018,38
2018062539,33110,6/25/2018,39
2018062540,32883,6/25/2018,40
2018062541,32312,6/25/2018,41
2018062542,31682,6/25/2018,42
2018062543,31933,6/25/2018,43
2018062544,31347,6/25/2018,44
2018062545,30488,6/25/2018,45
2018062546,28828,6/25/2018,46
2018062547,26729,6/25/2018,47
2018062548,25856,6/25/2018,48
2018062601,25195,6/26/2018,1
2018062602,24718,6/26/2018,2
2018062603,24342,6/26/2018,3
2018062604,24086,6/26/2018,4
2018062605,23722,6/26/2018,5
2018062606,23338,6/26/2018,6
2018062607,23257,6/26/2018,7
2018062608,23243,6/26/2018,8
2018062609,23158,6/26/2018,9
2018062610,22889,6/26/2018,10
2018062611,23156,6/26/2018,11
2018062612,23727,6/26/2018,12
2018062613,25604,6/26/2018,13
2018062614,26982,6/26/2018,14
2018062615,29490,6/26/2018,15
2018062616,30283,6/26/2018,16
2018062617,30620,6/26/2018,17
2018062618,30197,6/26/2018,18
2018062619,30132,6/26/2018,19
2018062620,29935,6/26/2018,20
2018062621,29594,6/26/2018,21
2018062622,29605,6/26/2018,22
2018062623,29488,6/26/2018,23
2018062624,29479,6/26/2018,24
2018062625,29498,6/26/2018,25
2018062626,29422,6/26/2018,26
2018062627,29356,6/26/2018,27
2018062628,29335,6/26/2018,28
2018062629,29250,6/26/2018,29
2018062630,29360,6/26/2018,30
2018062631,29597,6/26/2018,31
2018062632,30401,6/26/2018,32
2018062633,31169,6/26/2018,33
2018062634,31956,6/26/2018,34
2018062635,32766,6/26/2018,35
2018062636,33245,6/26/2018,36
2018062637,33555,6/26/2018,37
2018062638,33851,6/26/2018,38
2018062639,33639,6/26/2018,39
2018062640,33554,6/26/2018,40
2018062641,33152,6/26/2018,41
2018062642,32337,6/26/2018,42
2018062643,31921,6/26/2018,43
2018062644,31463,6/26/2018,44
2018062645,30860,6/26/2018,45
2018062646,29441,6/26/2018,46
2018062647,27478,6/26/2018,47
2018062648,25854,6/26/2018,48
2018062701,25078,6/27/2018,1
2018062702,24696,6/27/2018,2
2018062703,24471,6/27/2018,3
2018062704,24224,6/27/2018,4
2018062705,24093,6/27/2018,5
2018062706,23785,6/27/2018,6
2018062707,23562,6/27/2018,7
2018062708,23458,6/27/2018,8
2018062709,23422,6/27/2018,9
2018062710,23107,6/27/2018,10
2018062711,23202,6/27/2018,11
2018062712,23694,6/27/2018,12
2018062713,25009,6/27/2018,13
2018062714,27068,6/27/2018,14
2018062715,29663,6/27/2018,15
2018062716,30559,6/27/2018,16
2018062717,30955,6/27/2018,17
2018062718,30607,6/27/2018,18
2018062719,30585,6/27/2018,19
2018062720,30175,6/27/2018,20
2018062721,29747,6/27/2018,21
2018062722,29573,6/27/2018,22
2018062723,29481,6/27/2018,23
2018062724,29570,6/27/2018,24
2018062725,29131,6/27/2018,25
2018062726,28928,6/27/2018,26
2018062727,28872,6/27/2018,27
2018062728,28701,6/27/2018,28
2018062729,28584,6/27/2018,29
2018062730,28881,6/27/2018,30
2018062731,29016,6/27/2018,31
2018062732,29823,6/27/2018,32
2018062733,30581,6/27/2018,33
2018062734,31419,6/27/2018,34
2018062735,32357,6/27/2018,35
2018062736,32974,6/27/2018,36
2018062737,33261,6/27/2018,37
2018062738,33658,6/27/2018,38
2018062739,33489,6/27/2018,39
2018062740,33382,6/27/2018,40
2018062741,33001,6/27/2018,41
2018062742,32352,6/27/2018,42
2018062743,31995,6/27/2018,43
2018062744,31256,6/27/2018,44
2018062745,30572,6/27/2018,45
2018062746,29122,6/27/2018,46
2018062747,27119,6/27/2018,47
2018062748,25889,6/27/2018,48
2018062801,25349,6/28/2018,1
2018062802,24988,6/28/2018,2
2018062803,24445,6/28/2018,3
2018062804,24066,6/28/2018,4
2018062805,23848,6/28/2018,5
2018062806,23406,6/28/2018,6
2018062807,23257,6/28/2018,7
2018062808,23304,6/28/2018,8
2018062809,23149,6/28/2018,9
2018062810,22907,6/28/2018,10
2018062811,23296,6/28/2018,11
2018062812,23544,6/28/2018,12
2018062813,24869,6/28/2018,13
2018062814,26889,6/28/2018,14
2018062815,29349,6/28/2018,15
2018062816,30424,6/28/2018,16
2018062817,30874,6/28/2018,17
2018062818,30626,6/28/2018,18
2018062819,30675,6/28/2018,19
2018062820,30267,6/28/2018,20
2018062821,29772,6/28/2018,21
2018062822,29405,6/28/2018,22
2018062823,29273,6/28/2018,23
2018062824,29388,6/28/2018,24
2018062825,29660,6/28/2018,25
2018062826,29497,6/28/2018,26
2018062827,29299,6/28/2018,27
2018062828,29164,6/28/2018,28
2018062829,29082,6/28/2018,29
2018062830,29264,6/28/2018,30
2018062831,29373,6/28/2018,31
2018062832,30132,6/28/2018,32
2018062833,30875,6/28/2018,33
2018062834,31576,6/28/2018,34
2018062835,32374,6/28/2018,35
2018062836,32868,6/28/2018,36
2018062837,33062,6/28/2018,37
2018062838,33372,6/28/2018,38
2018062839,33069,6/28/2018,39
2018062840,32824,6/28/2018,40
2018062841,32289,6/28/2018,41
2018062842,31510,6/28/2018,42
2018062843,30135,6/28/2018,43
2018062844,29651,6/28/2018,44
2018062845,29281,6/28/2018,45
2018062846,28104,6/28/2018,46
2018062847,26386,6/28/2018,47
2018062848,25105,6/28/2018,48
2018062901,24833,6/29/2018,1
2018062902,23885,6/29/2018,2
2018062903,24058,6/29/2018,3
2018062904,23918,6/29/2018,4
2018062905,23525,6/29/2018,5
2018062906,23150,6/29/2018,6
2018062907,22970,6/29/2018,7
2018062908,22994,6/29/2018,8
2018062909,22997,6/29/2018,9
2018062910,22760,6/29/2018,10
2018062911,23034,6/29/2018,11
2018062912,23498,6/29/2018,12
2018062913,24676,6/29/2018,13
2018062914,26718,6/29/2018,14
2018062915,28777,6/29/2018,15
2018062916,29620,6/29/2018,16
2018062917,30179,6/29/2018,17
2018062918,29740,6/29/2018,18
2018062919,29733,6/29/2018,19
2018062920,29357,6/29/2018,20
2018062921,28840,6/29/2018,21
2018062922,28554,6/29/2018,22
2018062923,28593,6/29/2018,23
2018062924,28684,6/29/2018,24
2018062925,28705,6/29/2018,25
2018062926,28993,6/29/2018,26
2018062927,28765,6/29/2018,27
2018062928,28677,6/29/2018,28
2018062929,28450,6/29/2018,29
2018062930,28298,6/29/2018,30
2018062931,28194,6/29/2018,31
2018062932,28644,6/29/2018,32
2018062933,29230,6/29/2018,33
2018062934,30116,6/29/2018,34
2018062935,30820,6/29/2018,35
2018062936,31288,6/29/2018,36
2018062937,31551,6/29/2018,37
2018062938,31775,6/29/2018,38
2018062939,31651,6/29/2018,39
2018062940,31625,6/29/2018,40
2018062941,30984,6/29/2018,41
2018062942,30063,6/29/2018,42
2018062943,30145,6/29/2018,43
2018062944,29490,6/29/2018,44
2018062945,29258,6/29/2018,45
2018062946,28012,6/29/2018,46
2018062947,26176,6/29/2018,47
2018062948,24600,6/29/2018,48
2018063001,23993,6/30/2018,1
2018063002,23626,6/30/2018,2
2018063003,22881,6/30/2018,3
2018063004,22303,6/30/2018,4
2018063005,22105,6/30/2018,5
2018063006,21777,6/30/2018,6
2018063007,21767,6/30/2018,7
2018063008,21750,6/30/2018,8
2018063009,21708,6/30/2018,9
2018063010,21143,6/30/2018,10
2018063011,21176,6/30/2018,11
2018063012,21278,6/30/2018,12
2018063013,21627,6/30/2018,13
2018063014,22155,6/30/2018,14
2018063015,22646,6/30/2018,15
2018063016,23418,6/30/2018,16
2018063017,24463,6/30/2018,17
2018063018,25040,6/30/2018,18
2018063019,25314,6/30/2018,19
2018063020,25427,6/30/2018,20
2018063021,24969,6/30/2018,21
2018063022,24393,6/30/2018,22
2018063023,24033,6/30/2018,23
2018063024,23725,6/30/2018,24
2018063025,23446,6/30/2018,25
2018063026,22520,6/30/2018,26
2018063027,22313,6/30/2018,27
2018063028,21874,6/30/2018,28
2018063029,21784,6/30/2018,29
2018063030,21735,6/30/2018,30
2018063031,22000,6/30/2018,31
2018063032,22505,6/30/2018,32
2018063033,23357,6/30/2018,33
2018063034,24332,6/30/2018,34
2018063035,25392,6/30/2018,35
2018063036,26113,6/30/2018,36
2018063037,26781,6/30/2018,37
2018063038,27204,6/30/2018,38
2018063039,27313,6/30/2018,39
2018063040,27331,6/30/2018,40
2018063041,27264,6/30/2018,41
2018063042,26923,6/30/2018,42
2018063043,26945,6/30/2018,43
2018063044,27014,6/30/2018,44
2018063045,26991,6/30/2018,45
2018063046,26225,6/30/2018,46
2018063047,24910,6/30/2018,47
2018063048,23555,6/30/2018,48
2018070101,22300,7/1/2018,1
2018070102,21462,7/1/2018,2
2018070103,21345,7/1/2018,3
2018070104,21047,7/1/2018,4
2018070105,21256,7/1/2018,5
2018070106,21146,7/1/2018,6
2018070107,21203,7/1/2018,7
2018070108,20928,7/1/2018,8
2018070109,20629,7/1/2018,9
2018070110,20097,7/1/2018,10
2018070111,20031,7/1/2018,11
2018070112,20040,7/1/2018,12
2018070113,20403,7/1/2018,13
2018070114,20674,7/1/2018,14
2018070115,21223,7/1/2018,15
2018070116,21098,7/1/2018,16
2018070117,21525,7/1/2018,17
2018070118,21807,7/1/2018,18
2018070119,22657,7/1/2018,19
2018070120,23021,7/1/2018,20
2018070121,23502,7/1/2018,21
2018070122,23531,7/1/2018,22
2018070123,23567,7/1/2018,23
2018070124,23568,7/1/2018,24
2018070125,23681,7/1/2018,25
2018070126,23973,7/1/2018,26
2018070127,23621,7/1/2018,27
2018070128,23281,7/1/2018,28
2018070129,23468,7/1/2018,29
2018070130,23278,7/1/2018,30
2018070131,23598,7/1/2018,31
2018070132,23971,7/1/2018,32
2018070133,24432,7/1/2018,33
2018070134,25202,7/1/2018,34
2018070135,26311,7/1/2018,35
2018070136,27122,7/1/2018,36
2018070137,27968,7/1/2018,37
2018070138,28488,7/1/2018,38
2018070139,28839,7/1/2018,39
2018070140,28893,7/1/2018,40
2018070141,28614,7/1/2018,41
2018070142,28117,7/1/2018,42
2018070143,28200,7/1/2018,43
2018070144,27677,7/1/2018,44
2018070145,27510,7/1/2018,45
2018070146,26280,7/1/2018,46
2018070147,24468,7/1/2018,47
2018070148,22900,7/1/2018,48
2018070201,21805,7/2/2018,1
2018070202,21336,7/2/2018,2
2018070203,20948,7/2/2018,3
2018070204,20768,7/2/2018,4
2018070205,20740,7/2/2018,5
2018070206,21392,7/2/2018,6
2018070207,21791,7/2/2018,7
2018070208,21856,7/2/2018,8
2018070209,21703,7/2/2018,9
2018070210,21509,7/2/2018,10
2018070211,21760,7/2/2018,11
2018070212,22295,7/2/2018,12
2018070213,24458,7/2/2018,13
2018070214,26644,7/2/2018,14
2018070215,29279,7/2/2018,15
2018070216,30516,7/2/2018,16
2018070217,31123,7/2/2018,17
2018070218,31163,7/2/2018,18
2018070219,31587,7/2/2018,19
2018070220,31169,7/2/2018,20
2018070221,30672,7/2/2018,21
2018070222,30429,7/2/2018,22
2018070223,30237,7/2/2018,23
2018070224,29360,7/2/2018,24
2018070225,29334,7/2/2018,25
2018070226,29175,7/2/2018,26
2018070227,28905,7/2/2018,27
2018070228,28821,7/2/2018,28
2018070229,28966,7/2/2018,29
2018070230,29028,7/2/2018,30
2018070231,29389,7/2/2018,31
2018070232,30132,7/2/2018,32
2018070233,30492,7/2/2018,33
2018070234,31253,7/2/2018,34
2018070235,31887,7/2/2018,35
2018070236,32344,7/2/2018,36
2018070237,32543,7/2/2018,37
2018070238,32870,7/2/2018,38
2018070239,32731,7/2/2018,39
2018070240,32607,7/2/2018,40
2018070241,32114,7/2/2018,41
2018070242,31410,7/2/2018,42
2018070243,31708,7/2/2018,43
2018070244,31376,7/2/2018,44
2018070245,30881,7/2/2018,45
2018070246,29518,7/2/2018,46
2018070247,27747,7/2/2018,47
2018070248,25991,7/2/2018,48
2018070301,23560,7/3/2018,1
2018070302,22882,7/3/2018,2
2018070303,22741,7/3/2018,3
2018070304,22929,7/3/2018,4
2018070305,22637,7/3/2018,5
2018070306,22741,7/3/2018,6
2018070307,22528,7/3/2018,7
2018070308,22594,7/3/2018,8
2018070309,22474,7/3/2018,9
2018070310,22534,7/3/2018,10
2018070311,22216,7/3/2018,11
2018070312,22383,7/3/2018,12
2018070313,24486,7/3/2018,13
2018070314,26573,7/3/2018,14
2018070315,29081,7/3/2018,15
2018070316,30133,7/3/2018,16
2018070317,30461,7/3/2018,17
2018070318,30432,7/3/2018,18
2018070319,30642,7/3/2018,19
2018070320,30495,7/3/2018,20
2018070321,30205,7/3/2018,21
2018070322,30149,7/3/2018,22
2018070323,29179,7/3/2018,23
2018070324,29226,7/3/2018,24
2018070325,29263,7/3/2018,25
2018070326,28953,7/3/2018,26
2018070327,28929,7/3/2018,27
2018070328,28856,7/3/2018,28
2018070329,28864,7/3/2018,29
2018070330,28960,7/3/2018,30
2018070331,29087,7/3/2018,31
2018070332,29754,7/3/2018,32
2018070333,30695,7/3/2018,33
2018070334,31358,7/3/2018,34
2018070335,32165,7/3/2018,35
2018070336,32590,7/3/2018,36
2018070337,32856,7/3/2018,37
2018070338,32961,7/3/2018,38
2018070339,32975,7/3/2018,39
2018070340,32940,7/3/2018,40
2018070341,32579,7/3/2018,41
2018070342,31905,7/3/2018,42
2018070343,32010,7/3/2018,43
2018070344,31024,7/3/2018,44
2018070345,30503,7/3/2018,45
2018070346,28913,7/3/2018,46
2018070347,26935,7/3/2018,47
2018070348,25283,7/3/2018,48
2018070401,24748,7/4/2018,1
2018070402,24763,7/4/2018,2
2018070403,24387,7/4/2018,3
2018070404,24221,7/4/2018,4
2018070405,23797,7/4/2018,5
2018070406,23510,7/4/2018,6
2018070407,23270,7/4/2018,7
2018070408,23225,7/4/2018,8
2018070409,23235,7/4/2018,9
2018070410,22914,7/4/2018,10
2018070411,23348,7/4/2018,11
2018070412,23616,7/4/2018,12
2018070413,24781,7/4/2018,13
2018070414,27146,7/4/2018,14
2018070415,29817,7/4/2018,15
2018070416,31380,7/4/2018,16
2018070417,32385,7/4/2018,17
2018070418,32683,7/4/2018,18
2018070419,32911,7/4/2018,19
2018070420,32650,7/4/2018,20
2018070421,32472,7/4/2018,21
2018070422,32406,7/4/2018,22
2018070423,32272,7/4/2018,23
2018070424,32257,7/4/2018,24
2018070425,32335,7/4/2018,25
2018070426,32130,7/4/2018,26
2018070427,31431,7/4/2018,27
2018070428,31115,7/4/2018,28
2018070429,30965,7/4/2018,29
2018070430,30932,7/4/2018,30
2018070431,31050,7/4/2018,31
2018070432,31762,7/4/2018,32
2018070433,32427,7/4/2018,33
2018070434,33179,7/4/2018,34
2018070435,33691,7/4/2018,35
