,ITSDO,settlementDate,settlementPeriod
2016011802,30551,2016-01-18,2
2016011803,31190,2016-01-18,3
2016011804,31003,2016-01-18,4
2016011805,31008,2016-01-18,5
2016011806,31072,2016-01-18,6
2016011807,30779,2016-01-18,7
2016011808,30468,2016-01-18,8
2016011809,30217,2016-01-18,9
2016011810,30324,2016-01-18,10
2016011811,30884,2016-01-18,11
2016011812,31711,2016-01-18,12
2016011813,34485,2016-01-18,13
2016011814,37707,2016-01-18,14
2016011815,42285,2016-01-18,15
2016011816,44732,2016-01-18,16
2016011817,45821,2016-01-18,17
2016011818,45977,2016-01-18,18
2016011819,46806,2016-01-18,19
2016011820,47242,2016-01-18,20
2016011821,47471,2016-01-18,21
2016011822,47550,2016-01-18,22
2016011823,47695,2016-01-18,23
2016011824,47847,2016-01-18,24
2016011825,48057,2016-01-18,25
2016011826,47962,2016-01-18,26
2016011827,47850,2016-01-18,27
2016011828,47644,2016-01-18,28
2016011829,47716,2016-01-18,29
2016011830,47525,2016-01-18,30
2016011831,47750,2016-01-18,31
2016011832,48748,2016-01-18,32
2016011833,50218,2016-01-18,33
2016011834,51692,2016-01-18,34
2016011835,52347,2016-01-18,35
2016011836,52019,2016-01-18,36
2016011837,51378,2016-01-18,37
2016011838,51382,2016-01-18,38
2016011839,50909,2016-01-18,39
2016011840,49678,2016-01-18,40
2016011841,48300,2016-01-18,41
2016011842,46172,2016-01-18,42
2016011843,44008,2016-01-18,43
2016011844,41376,2016-01-18,44
2016011845,38787,2016-01-18,45
2016011846,36397,2016-01-18,46
2016011847,33907,2016-01-18,47
2016011848,33242,2016-01-18,48
2016011901,34089,2016-01-19,1
2016011902,34855,2016-01-19,2
2016011903,34682,2016-01-19,3
2016011904,34079,2016-01-19,4
2016011905,33612,2016-01-19,5
2016011906,33684,2016-01-19,6
2016011907,33449,2016-01-19,7
2016011908,32918,2016-01-19,8
2016011909,32540,2016-01-19,9
2016011910,32571,2016-01-19,10
2016011911,33072,2016-01-19,11
2016011912,34358,2016-01-19,12
2016011913,37864,2016-01-19,13
2016011914,40942,2016-01-19,14
2016011915,44690,2016-01-19,15
2016011916,47134,2016-01-19,16
2016011917,47548,2016-01-19,17
2016011918,47483,2016-01-19,18
2016011919,48046,2016-01-19,19
2016011920,48176,2016-01-19,20
2016011921,47838,2016-01-19,21
2016011922,47449,2016-01-19,22
2016011923,47383,2016-01-19,23
2016011924,46940,2016-01-19,24
2016011925,46786,2016-01-19,25
2016011926,46391,2016-01-19,26
2016011927,46287,2016-01-19,27
2016011928,46165,2016-01-19,28
2016011929,46443,2016-01-19,29
2016011930,46394,2016-01-19,30
2016011931,46174,2016-01-19,31
2016011932,47366,2016-01-19,32
2016011933,48873,2016-01-19,33
2016011934,51103,2016-01-19,34
2016011935,52058,2016-01-19,35
2016011936,52017,2016-01-19,36
2016011937,51686,2016-01-19,37
2016011938,51207,2016-01-19,38
2016011939,50941,2016-01-19,39
2016011940,49724,2016-01-19,40
2016011941,48764,2016-01-19,41
2016011942,46701,2016-01-19,42
2016011943,44733,2016-01-19,43
2016011944,42345,2016-01-19,44
2016011945,40310,2016-01-19,45
2016011946,37870,2016-01-19,46
2016011947,35190,2016-01-19,47
2016011948,34617,2016-01-19,48
2016012001,34554,2016-01-20,1
2016012002,34964,2016-01-20,2
2016012003,34893,2016-01-20,3
2016012004,34256,2016-01-20,4
2016012005,33900,2016-01-20,5
2016012006,33927,2016-01-20,6
2016012007,33443,2016-01-20,7
2016012008,32956,2016-01-20,8
2016012009,32810,2016-01-20,9
2016012010,32764,2016-01-20,10
2016012011,34321,2016-01-20,11
2016012012,35802,2016-01-20,12
2016012013,38263,2016-01-20,13
2016012014,41163,2016-01-20,14
2016012015,45763,2016-01-20,15
2016012016,48056,2016-01-20,16
2016012017,48854,2016-01-20,17
2016012018,48688,2016-01-20,18
2016012019,48734,2016-01-20,19
2016012020,48517,2016-01-20,20
2016012021,48287,2016-01-20,21
2016012022,47807,2016-01-20,22
2016012023,47595,2016-01-20,23
2016012024,46995,2016-01-20,24
2016012025,46658,2016-01-20,25
2016012026,46372,2016-01-20,26
2016012027,46182,2016-01-20,27
2016012028,46237,2016-01-20,28
2016012029,46529,2016-01-20,29
2016012030,46409,2016-01-20,30
2016012031,46571,2016-01-20,31
2016012032,47029,2016-01-20,32
2016012033,47687,2016-01-20,33
2016012034,49815,2016-01-20,34
2016012035,51131,2016-01-20,35
2016012036,51181,2016-01-20,36
2016012037,51119,2016-01-20,37
2016012038,51062,2016-01-20,38
2016012039,50802,2016-01-20,39
2016012040,49638,2016-01-20,40
2016012041,48673,2016-01-20,41
2016012042,46980,2016-01-20,42
2016012043,45397,2016-01-20,43
2016012044,43062,2016-01-20,44
2016012045,40905,2016-01-20,45
2016012046,38535,2016-01-20,46
2016012047,35191,2016-01-20,47
2016012048,34213,2016-01-20,48
2016012101,34140,2016-01-21,1
2016012102,34521,2016-01-21,2
2016012103,34239,2016-01-21,3
2016012104,33663,2016-01-21,4
2016012105,33278,2016-01-21,5
2016012106,33078,2016-01-21,6
2016012107,32763,2016-01-21,7
2016012108,32420,2016-01-21,8
2016012109,33490,2016-01-21,9
2016012110,33478,2016-01-21,10
2016012111,34445,2016-01-21,11
2016012112,35325,2016-01-21,12
2016012113,38528,2016-01-21,13
2016012114,41847,2016-01-21,14
2016012115,44856,2016-01-21,15
2016012116,47061,2016-01-21,16
2016012117,47925,2016-01-21,17
2016012118,47897,2016-01-21,18
2016012119,48637,2016-01-21,19
2016012120,48859,2016-01-21,20
2016012121,48738,2016-01-21,21
2016012122,48565,2016-01-21,22
2016012123,48494,2016-01-21,23
2016012124,48395,2016-01-21,24
2016012125,48445,2016-01-21,25
2016012126,48174,2016-01-21,26
2016012127,48071,2016-01-21,27
2016012128,47785,2016-01-21,28
2016012129,47661,2016-01-21,29
2016012130,47307,2016-01-21,30
2016012131,47367,2016-01-21,31
2016012132,48547,2016-01-21,32
2016012133,48814,2016-01-21,33
2016012134,50316,2016-01-21,34
2016012135,51924,2016-01-21,35
2016012136,51551,2016-01-21,36
2016012137,51555,2016-01-21,37
2016012138,51031,2016-01-21,38
2016012139,49948,2016-01-21,39
2016012140,48478,2016-01-21,40
2016012141,45763,2016-01-21,41
2016012142,43899,2016-01-21,42
2016012143,41548,2016-01-21,43
2016012144,38883,2016-01-21,44
2016012145,36300,2016-01-21,45
2016012146,34085,2016-01-21,46
2016012147,31636,2016-01-21,47
2016012148,30291,2016-01-21,48
2016012201,30488,2016-01-22,1
2016012202,31049,2016-01-22,2
2016012203,30892,2016-01-22,3
2016012204,30235,2016-01-22,4
2016012205,30038,2016-01-22,5
2016012206,29899,2016-01-22,6
2016012207,29669,2016-01-22,7
2016012208,29000,2016-01-22,8
2016012209,29217,2016-01-22,9
2016012210,29148,2016-01-22,10
2016012211,29989,2016-01-22,11
2016012212,30815,2016-01-22,12
2016012213,33241,2016-01-22,13
2016012214,36608,2016-01-22,14
2016012215,41589,2016-01-22,15
2016012216,43517,2016-01-22,16
2016012217,44145,2016-01-22,17
2016012218,44093,2016-01-22,18
2016012219,44320,2016-01-22,19
2016012220,44712,2016-01-22,20
2016012221,44958,2016-01-22,21
2016012222,44976,2016-01-22,22
2016012223,44646,2016-01-22,23
2016012224,44621,2016-01-22,24
2016012225,44505,2016-01-22,25
2016012226,43943,2016-01-22,26
2016012227,43431,2016-01-22,27
2016012228,42602,2016-01-22,28
2016012229,41941,2016-01-22,29
2016012230,41353,2016-01-22,30
2016012231,40771,2016-01-22,31
2016012232,41377,2016-01-22,32
2016012233,42759,2016-01-22,33
2016012234,45239,2016-01-22,34
2016012235,47578,2016-01-22,35
2016012236,47852,2016-01-22,36
2016012237,47177,2016-01-22,37
2016012238,46303,2016-01-22,38
2016012239,44799,2016-01-22,39
2016012240,43130,2016-01-22,40
2016012241,41530,2016-01-22,41
2016012242,39954,2016-01-22,42
2016012243,38215,2016-01-22,43
2016012244,36087,2016-01-22,44
2016012245,34067,2016-01-22,45
2016012246,32499,2016-01-22,46
2016012247,30803,2016-01-22,47
2016012248,30136,2016-01-22,48
2016012301,30084,2016-01-23,1
2016012302,30244,2016-01-23,2
2016012303,30155,2016-01-23,3
2016012304,29360,2016-01-23,4
2016012305,28807,2016-01-23,5
2016012306,28775,2016-01-23,6
2016012307,28359,2016-01-23,7
2016012308,27913,2016-01-23,8
2016012309,27625,2016-01-23,9
2016012310,27692,2016-01-23,10
2016012311,27786,2016-01-23,11
2016012312,28413,2016-01-23,12
2016012313,29302,2016-01-23,13
2016012314,29754,2016-01-23,14
2016012315,30945,2016-01-23,15
2016012316,32026,2016-01-23,16
2016012317,33706,2016-01-23,17
2016012318,35166,2016-01-23,18
2016012319,36262,2016-01-23,19
2016012320,36673,2016-01-23,20
2016012321,36805,2016-01-23,21
2016012322,36707,2016-01-23,22
2016012323,36679,2016-01-23,23
2016012324,36819,2016-01-23,24
2016012325,37029,2016-01-23,25
2016012326,36974,2016-01-23,26
2016012327,36693,2016-01-23,27
2016012328,36491,2016-01-23,28
2016012329,36393,2016-01-23,29
2016012330,36459,2016-01-23,30
2016012331,36858,2016-01-23,31
2016012332,37397,2016-01-23,32
2016012333,38881,2016-01-23,33
2016012334,41501,2016-01-23,34
2016012335,43794,2016-01-23,35
2016012336,44198,2016-01-23,36
2016012337,43653,2016-01-23,37
2016012338,42503,2016-01-23,38
2016012339,41111,2016-01-23,39
2016012340,39356,2016-01-23,40
2016012341,37929,2016-01-23,41
2016012342,36229,2016-01-23,42
2016012343,34818,2016-01-23,43
2016012344,33391,2016-01-23,44
2016012345,31867,2016-01-23,45
2016012346,30712,2016-01-23,46
2016012347,29359,2016-01-23,47
2016012348,28501,2016-01-23,48
2016012401,28202,2016-01-24,1
2016012402,28421,2016-01-24,2
2016012403,28221,2016-01-24,3
2016012404,27874,2016-01-24,4
2016012405,27595,2016-01-24,5
2016012406,27294,2016-01-24,6
2016012407,26664,2016-01-24,7
2016012408,26148,2016-01-24,8
2016012409,25733,2016-01-24,9
2016012410,25454,2016-01-24,10
2016012411,25499,2016-01-24,11
2016012412,25487,2016-01-24,12
2016012413,26131,2016-01-24,13
2016012414,26515,2016-01-24,14
2016012415,27204,2016-01-24,15
2016012416,27276,2016-01-24,16
2016012417,28357,2016-01-24,17
2016012418,30046,2016-01-24,18
2016012419,31932,2016-01-24,19
2016012420,33281,2016-01-24,20
2016012421,34413,2016-01-24,21
2016012422,35159,2016-01-24,22
2016012423,35753,2016-01-24,23
2016012424,36148,2016-01-24,24
2016012425,36398,2016-01-24,25
2016012426,36309,2016-01-24,26
2016012427,36199,2016-01-24,27
2016012428,35936,2016-01-24,28
2016012429,35872,2016-01-24,29
2016012430,35764,2016-01-24,30
2016012431,35927,2016-01-24,31
2016012432,36701,2016-01-24,32
2016012433,38215,2016-01-24,33
2016012434,40979,2016-01-24,34
2016012435,42618,2016-01-24,35
2016012436,42677,2016-01-24,36
2016012437,42052,2016-01-24,37
2016012438,41027,2016-01-24,38
2016012439,39750,2016-01-24,39
2016012440,38415,2016-01-24,40
2016012441,37359,2016-01-24,41
2016012442,35805,2016-01-24,42
2016012443,34543,2016-01-24,43
2016012444,32540,2016-01-24,44
2016012445,30860,2016-01-24,45
2016012446,29133,2016-01-24,46
2016012447,27276,2016-01-24,47
2016012448,26384,2016-01-24,48
2016012501,26453,2016-01-25,1
2016012502,26726,2016-01-25,2
2016012503,27212,2016-01-25,3
2016012504,26797,2016-01-25,4
2016012505,26389,2016-01-25,5
2016012506,26449,2016-01-25,6
2016012507,26111,2016-01-25,7
2016012508,25616,2016-01-25,8
2016012509,25415,2016-01-25,9
2016012510,25375,2016-01-25,10
2016012511,26015,2016-01-25,11
2016012512,26876,2016-01-25,12
2016012513,29342,2016-01-25,13
2016012514,32494,2016-01-25,14
2016012515,36875,2016-01-25,15
2016012516,38890,2016-01-25,16
2016012517,39437,2016-01-25,17
2016012518,39033,2016-01-25,18
2016012519,39344,2016-01-25,19
2016012520,39209,2016-01-25,20
2016012521,39171,2016-01-25,21
2016012522,39164,2016-01-25,22
2016012523,39261,2016-01-25,23
2016012524,39361,2016-01-25,24
2016012525,39633,2016-01-25,25
2016012526,39363,2016-01-25,26
2016012527,39048,2016-01-25,27
2016012528,38905,2016-01-25,28
2016012529,39040,2016-01-25,29
2016012530,39071,2016-01-25,30
2016012531,39311,2016-01-25,31
2016012532,40457,2016-01-25,32
2016012533,42043,2016-01-25,33
2016012534,44471,2016-01-25,34
2016012535,46827,2016-01-25,35
2016012536,47012,2016-01-25,36
2016012537,46531,2016-01-25,37
2016012538,45726,2016-01-25,38
2016012539,44764,2016-01-25,39
2016012540,43504,2016-01-25,40
2016012541,42058,2016-01-25,41
2016012542,40438,2016-01-25,42
2016012543,38777,2016-01-25,43
2016012544,36491,2016-01-25,44
2016012545,34135,2016-01-25,45
2016012546,31873,2016-01-25,46
2016012547,29598,2016-01-25,47
2016012548,28663,2016-01-25,48
2016012601,28518,2016-01-26,1
2016012602,28702,2016-01-26,2
2016012603,28081,2016-01-26,3
2016012604,28043,2016-01-26,4
2016012605,27984,2016-01-26,5
2016012606,27803,2016-01-26,6
2016012607,27358,2016-01-26,7
2016012608,26818,2016-01-26,8
2016012609,26384,2016-01-26,9
2016012610,26259,2016-01-26,10
2016012611,26684,2016-01-26,11
2016012612,27657,2016-01-26,12
2016012613,29838,2016-01-26,13
2016012614,33209,2016-01-26,14
2016012615,37369,2016-01-26,15
2016012616,39235,2016-01-26,16
2016012617,39843,2016-01-26,17
2016012618,39850,2016-01-26,18
2016012619,40631,2016-01-26,19
2016012620,40844,2016-01-26,20
2016012621,40943,2016-01-26,21
2016012622,41175,2016-01-26,22
2016012623,41534,2016-01-26,23
2016012624,41863,2016-01-26,24
2016012625,42124,2016-01-26,25
2016012626,41954,2016-01-26,26
2016012627,41962,2016-01-26,27
2016012628,41868,2016-01-26,28
2016012629,41738,2016-01-26,29
2016012630,41509,2016-01-26,30
2016012631,41508,2016-01-26,31
2016012632,42444,2016-01-26,32
2016012633,43726,2016-01-26,33
2016012634,45728,2016-01-26,34
2016012635,47172,2016-01-26,35
2016012636,47197,2016-01-26,36
2016012637,46618,2016-01-26,37
2016012638,45957,2016-01-26,38
2016012639,44802,2016-01-26,39
2016012640,43339,2016-01-26,40
2016012641,41946,2016-01-26,41
2016012642,40108,2016-01-26,42
2016012643,37949,2016-01-26,43
2016012644,35548,2016-01-26,44
2016012645,33647,2016-01-26,45
2016012646,31558,2016-01-26,46
2016012647,28981,2016-01-26,47
2016012648,27810,2016-01-26,48
2016012701,27680,2016-01-27,1
2016012702,28212,2016-01-27,2
2016012703,28243,2016-01-27,3
2016012704,28047,2016-01-27,4
2016012705,28003,2016-01-27,5
2016012706,27711,2016-01-27,6
2016012707,27421,2016-01-27,7
2016012708,26959,2016-01-27,8
2016012709,26588,2016-01-27,9
2016012710,26508,2016-01-27,10
2016012711,27109,2016-01-27,11
2016012712,28186,2016-01-27,12
2016012713,30414,2016-01-27,13
2016012714,33503,2016-01-27,14
2016012715,37607,2016-01-27,15
2016012716,39490,2016-01-27,16
2016012717,40083,2016-01-27,17
2016012718,39883,2016-01-27,18
2016012719,40575,2016-01-27,19
2016012720,40935,2016-01-27,20
2016012721,41087,2016-01-27,21
2016012722,40999,2016-01-27,22
2016012723,41182,2016-01-27,23
2016012724,41229,2016-01-27,24
2016012725,41569,2016-01-27,25
2016012726,41229,2016-01-27,26
2016012727,40967,2016-01-27,27
2016012728,40645,2016-01-27,28
2016012729,40547,2016-01-27,29
2016012730,40414,2016-01-27,30
2016012731,40309,2016-01-27,31
2016012732,41229,2016-01-27,32
2016012733,42495,2016-01-27,33
2016012734,44891,2016-01-27,34
2016012735,46944,2016-01-27,35
2016012736,47272,2016-01-27,36
2016012737,47011,2016-01-27,37
2016012738,46430,2016-01-27,38
2016012739,45235,2016-01-27,39
2016012740,43802,2016-01-27,40
2016012741,42609,2016-01-27,41
2016012742,40665,2016-01-27,42
2016012743,38812,2016-01-27,43
2016012744,36729,2016-01-27,44
2016012745,34364,2016-01-27,45
2016012746,32154,2016-01-27,46
2016012747,30061,2016-01-27,47
2016012748,29163,2016-01-27,48
2016012801,29327,2016-01-28,1
2016012802,29430,2016-01-28,2
2016012803,29464,2016-01-28,3
2016012804,29134,2016-01-28,4
2016012805,29015,2016-01-28,5
2016012806,28989,2016-01-28,6
2016012807,28811,2016-01-28,7
2016012808,28402,2016-01-28,8
2016012809,28144,2016-01-28,9
2016012810,28327,2016-01-28,10
2016012811,28817,2016-01-28,11
2016012812,29466,2016-01-28,12
2016012813,31890,2016-01-28,13
2016012814,35130,2016-01-28,14
2016012815,39562,2016-01-28,15
2016012816,41460,2016-01-28,16
2016012817,41744,2016-01-28,17
2016012818,41266,2016-01-28,18
2016012819,41404,2016-01-28,19
2016012820,40973,2016-01-28,20
2016012821,39971,2016-01-28,21
2016012822,39257,2016-01-28,22
2016012823,38583,2016-01-28,23
2016012824,38294,2016-01-28,24
2016012825,38452,2016-01-28,25
2016012826,38277,2016-01-28,26
2016012827,38535,2016-01-28,27
2016012828,38900,2016-01-28,28
2016012829,39496,2016-01-28,29
2016012830,39442,2016-01-28,30
2016012831,39770,2016-01-28,31
2016012832,40974,2016-01-28,32
2016012833,42476,2016-01-28,33
2016012834,44659,2016-01-28,34
2016012835,46864,2016-01-28,35
2016012836,47105,2016-01-28,36
2016012837,46908,2016-01-28,37
2016012838,46129,2016-01-28,38
2016012839,44953,2016-01-28,39
2016012840,43354,2016-01-28,40
2016012841,41989,2016-01-28,41
2016012842,39795,2016-01-28,42
2016012843,37996,2016-01-28,43
2016012844,35845,2016-01-28,44
2016012845,33873,2016-01-28,45
2016012846,30836,2016-01-28,46
2016012847,30370,2016-01-28,47
2016012848,29636,2016-01-28,48
2016012901,28864,2016-01-29,1
2016012902,28676,2016-01-29,2
2016012903,27638,2016-01-29,3
2016012904,27673,2016-01-29,4
2016012905,27517,2016-01-29,5
2016012906,27374,2016-01-29,6
2016012907,26947,2016-01-29,7
2016012908,26614,2016-01-29,8
2016012909,26265,2016-01-29,9
2016012910,26712,2016-01-29,10
2016012911,27329,2016-01-29,11
2016012912,27827,2016-01-29,12
2016012913,30193,2016-01-29,13
2016012914,33502,2016-01-29,14
2016012915,37806,2016-01-29,15
2016012916,39269,2016-01-29,16
2016012917,39825,2016-01-29,17
2016012918,39810,2016-01-29,18
2016012919,40376,2016-01-29,19
2016012920,40435,2016-01-29,20
2016012921,40379,2016-01-29,21
2016012922,40262,2016-01-29,22
2016012923,40276,2016-01-29,23
2016012924,40277,2016-01-29,24
2016012925,40103,2016-01-29,25
2016012926,39709,2016-01-29,26
2016012927,39412,2016-01-29,27
2016012928,39109,2016-01-29,28
2016012929,39070,2016-01-29,29
2016012930,38802,2016-01-29,30
2016012931,38821,2016-01-29,31
2016012932,39590,2016-01-29,32
2016012933,40722,2016-01-29,33
2016012934,42779,2016-01-29,34
2016012935,44856,2016-01-29,35
2016012936,44936,2016-01-29,36
2016012937,44601,2016-01-29,37
2016012938,43748,2016-01-29,38
2016012939,42557,2016-01-29,39
2016012940,41005,2016-01-29,40
2016012941,39441,2016-01-29,41
2016012942,37686,2016-01-29,42
2016012943,35906,2016-01-29,43
2016012944,33964,2016-01-29,44
2016012945,32171,2016-01-29,45
2016012946,30599,2016-01-29,46
2016012947,28783,2016-01-29,47
2016012948,27459,2016-01-29,48
2016013001,27209,2016-01-30,1
2016013002,27341,2016-01-30,2
2016013003,27329,2016-01-30,3
2016013004,27227,2016-01-30,4
2016013005,26726,2016-01-30,5
2016013006,26496,2016-01-30,6
2016013007,26278,2016-01-30,7
2016013008,25663,2016-01-30,8
2016013009,25359,2016-01-30,9
2016013010,25178,2016-01-30,10
2016013011,25399,2016-01-30,11
2016013012,25811,2016-01-30,12
2016013013,26313,2016-01-30,13
2016013014,26679,2016-01-30,14
2016013015,28349,2016-01-30,15
2016013016,29691,2016-01-30,16
2016013017,31708,2016-01-30,17
2016013018,33606,2016-01-30,18
2016013019,35131,2016-01-30,19
2016013020,35767,2016-01-30,20
2016013021,35908,2016-01-30,21
2016013022,35351,2016-01-30,22
2016013023,34574,2016-01-30,23
2016013024,33811,2016-01-30,24
2016013025,33331,2016-01-30,25
2016013026,33189,2016-01-30,26
2016013027,32839,2016-01-30,27
2016013028,32783,2016-01-30,28
2016013029,33069,2016-01-30,29
2016013030,33484,2016-01-30,30
2016013031,34210,2016-01-30,31
2016013032,34935,2016-01-30,32
2016013033,36446,2016-01-30,33
2016013034,39041,2016-01-30,34
2016013035,42195,2016-01-30,35
2016013036,43061,2016-01-30,36
2016013037,42805,2016-01-30,37
2016013038,41829,2016-01-30,38
2016013039,40661,2016-01-30,39
2016013040,39146,2016-01-30,40
2016013041,37754,2016-01-30,41
2016013042,36334,2016-01-30,42
2016013043,35060,2016-01-30,43
2016013044,33593,2016-01-30,44
2016013045,32120,2016-01-30,45
2016013046,31039,2016-01-30,46
2016013047,29339,2016-01-30,47
2016013048,28164,2016-01-30,48
2016013101,27956,2016-01-31,1
2016013102,28204,2016-01-31,2
2016013103,28595,2016-01-31,3
2016013104,28416,2016-01-31,4
2016013105,28115,2016-01-31,5
2016013106,28149,2016-01-31,6
2016013107,27737,2016-01-31,7
2016013108,27187,2016-01-31,8
2016013109,26692,2016-01-31,9
2016013110,26454,2016-01-31,10
2016013111,26351,2016-01-31,11
2016013112,26186,2016-01-31,12
2016013113,27008,2016-01-31,13
2016013114,27648,2016-01-31,14
2016013115,28466,2016-01-31,15
2016013116,28807,2016-01-31,16
2016013117,29729,2016-01-31,17
2016013118,31523,2016-01-31,18
2016013119,33505,2016-01-31,19
2016013120,35071,2016-01-31,20
